date,year,month,int,oel,cot,mis,ora,rap
1963-01-08,1963,1,0,0,0,0,,0
1963-01-07,1963,1,0,0,0,0,,0
1963-01-06,1963,1,0,0,0,0,,0
1963-01-05,1963,1,0,0,0,0,,0
1963-01-04,1963,1,0,0,0,0,,0
1963-01-03,1963,1,0,0,0,0,,0
1963-01-02,1963,1,0,0,0,0,,0
1963-01-01,1963,1,0,0,0,0,,0
1962-12-31,1962,12,0,0,0,0,,0
1962-12-30,1962,12,0,0,0,0,,0
1962-12-29,1962,12,0,0,0,0,,0
1962-12-28,1962,12,0,0,0,0,,0
1962-12-27,1962,12,0,0,0,0,,0
1962-12-26,1962,12,0,0,0,0,,0
1962-12-25,1962,12,0,0,0,0,,0
1962-12-24,1962,12,28,0,3,0,,3
1962-12-23,1962,12,0,0,0,0,,0
1962-12-22,1962,12,0,0,0,0,,0
1962-12-21,1962,12,0,0,0,0,,0
1962-12-20,1962,12,76,0,0,13,,0
1962-12-19,1962,12,0,0,5,0,,5
1962-12-18,1962,12,0,0,0,0,,0
1962-12-17,1962,12,0,0,0,0,,0
1962-12-16,1962,12,0,0,0,0,,0
1962-12-15,1962,12,0,0,0,0,,0
1962-12-14,1962,12,0,0,0,0,,0
1962-12-13,1962,12,0,0,0,0,,0
1962-12-12,1962,12,0,0,0,0,,0
1962-12-11,1962,12,0,0,0,0,,0
1962-12-10,1962,12,0,3,3,0,,25
1962-12-09,1962,12,0,0,0,0,,0
1962-12-08,1962,12,8,0,0,0,,8
1962-12-07,1962,12,0,0,0,0,,8
1962-12-06,1962,12,0,0,0,0,,0
1962-12-05,1962,12,0,0,0,0,,0
1962-12-04,1962,12,0,0,0,0,,0
1962-12-03,1962,12,0,0,0,0,,0
1962-12-02,1962,12,0,0,0,0,,0
1962-12-01,1962,12,0,0,0,0,,0
1962-11-30,1962,11,0,0,0,0,,0
1962-11-29,1962,11,0,0,0,0,,0
1962-11-28,1962,11,0,0,0,0,,0
1962-11-27,1962,11,0,0,0,0,,0
1962-11-26,1962,11,0,0,0,0,,0
1962-11-25,1962,11,0,0,0,0,,0
1962-11-24,1962,11,0,0,0,0,,0
1962-11-23,1962,11,0,0,0,0,,0
1962-11-22,1962,11,0,0,0,0,,5
1962-11-21,1962,11,28,0,13,0,,0
1962-11-20,1962,11,0,13,0,0,,3
1962-11-19,1962,11,0,0,0,0,,0
1962-11-18,1962,11,0,0,0,0,,0
1962-11-17,1962,11,0,0,0,0,,0
1962-11-16,1962,11,8,0,0,0,,5
1962-11-15,1962,11,10,0,0,0,,0
1962-11-14,1962,11,0,0,0,0,,0
1962-11-13,1962,11,0,0,0,0,,0
1962-11-12,1962,11,0,0,0,0,,0
1962-11-11,1962,11,0,0,0,0,,0
1962-11-10,1962,11,0,0,0,0,,0
1962-11-09,1962,11,0,0,0,0,,0
1962-11-08,1962,11,0,0,0,0,,0
1962-11-07,1962,11,0,0,0,0,,0
1962-11-06,1962,11,0,0,0,0,,0
1962-11-05,1962,11,0,0,0,0,,0
1962-11-04,1962,11,0,0,0,0,,0
1962-11-03,1962,11,0,0,0,0,,0
1962-11-02,1962,11,0,8,0,0,,8
1962-11-01,1962,11,0,0,0,0,,0
1962-10-31,1962,10,0,0,0,0,,0
1962-10-30,1962,10,0,0,0,0,,0
1962-10-29,1962,10,0,0,0,0,,0
1962-10-28,1962,10,0,0,0,0,,0
1962-10-27,1962,10,0,0,0,0,,0
1962-10-26,1962,10,0,0,0,0,,0
1962-10-25,1962,10,0,0,0,0,,0
1962-10-24,1962,10,0,0,0,0,,5
1962-10-23,1962,10,0,0,0,0,,0
1962-10-22,1962,10,0,0,0,0,,0
1962-10-21,1962,10,0,0,0,0,,0
1962-10-20,1962,10,0,0,0,0,,0
1962-10-19,1962,10,0,0,0,0,,0
1962-10-18,1962,10,0,0,0,0,,0
1962-10-17,1962,10,0,0,0,0,,0
1962-10-16,1962,10,0,0,0,0,,0
1962-10-15,1962,10,0,0,0,0,,0
1962-10-14,1962,10,0,0,0,0,,0
1962-10-13,1962,10,0,0,0,0,,0
1962-10-12,1962,10,0,0,0,0,,0
1962-10-11,1962,10,0,0,0,0,,0
1962-10-10,1962,10,0,0,0,0,,0
1962-10-09,1962,10,0,0,0,0,,0
1962-10-08,1962,10,0,0,8,0,,0
1962-10-07,1962,10,51,20,69,10,,15
1962-10-06,1962,10,267,305,371,305,,361
1962-10-05,1962,10,0,0,0,0,,8
1962-10-04,1962,10,0,0,0,0,,0
1962-10-03,1962,10,0,0,0,0,,0
1962-10-02,1962,10,0,0,0,13,,0
1962-10-01,1962,10,10,13,8,5,,25
1962-09-30,1962,9,84,66,30,23,,104
1962-09-29,1962,9,0,8,23,0,,10
1962-09-28,1962,9,0,0,0,0,,0
1962-09-27,1962,9,0,0,0,0,,0
1962-09-26,1962,9,0,0,0,0,,0
1962-09-25,1962,9,0,0,0,0,,0
1962-09-24,1962,9,33,0,0,0,,18
1962-09-23,1962,9,25,64,5,0,,0
1962-09-22,1962,9,8,0,0,0,,20
1962-09-21,1962,9,0,0,0,0,,0
1962-09-20,1962,9,0,0,0,0,,0
1962-09-19,1962,9,13,0,0,0,,0
1962-09-18,1962,9,0,0,0,0,,0
1962-09-17,1962,9,0,5,0,13,,0
1962-09-16,1962,9,0,5,0,124,,5
1962-09-15,1962,9,0,0,0,0,,13
1962-09-14,1962,9,0,0,0,0,,0
1962-09-13,1962,9,0,0,0,0,,0
1962-09-12,1962,9,0,0,0,0,,0
1962-09-11,1962,9,0,0,0,0,,0
1962-09-10,1962,9,0,0,0,0,,0
1962-09-09,1962,9,0,8,0,8,,0
1962-09-08,1962,9,5,0,0,0,,0
1962-09-07,1962,9,0,0,0,0,,0
1962-09-06,1962,9,0,0,0,0,,0
1962-09-05,1962,9,0,0,0,0,,0
1962-09-04,1962,9,0,0,0,0,,0
1962-09-03,1962,9,0,0,0,0,,0
1962-09-02,1962,9,0,0,0,0,,0
1962-09-01,1962,9,0,0,0,0,,0
1962-08-31,1962,8,66,20,18,10,,0
1962-08-30,1962,8,236,15,74,97,,46
1962-08-29,1962,8,0,0,0,0,,0
1962-08-28,1962,8,0,0,0,10,,0
1962-08-27,1962,8,0,0,0,0,,0
1962-08-26,1962,8,0,0,0,0,,0
1962-08-25,1962,8,0,0,0,0,,0
1962-08-24,1962,8,0,0,0,0,,0
1962-08-23,1962,8,0,0,0,0,,0
1962-08-22,1962,8,0,0,0,51,,180
1962-08-21,1962,8,0,0,0,0,,0
1962-08-20,1962,8,0,0,0,0,,0
1962-08-19,1962,8,28,0,0,0,,0
1962-08-18,1962,8,0,0,0,0,,0
1962-08-17,1962,8,0,25,0,15,,0
1962-08-16,1962,8,0,0,0,0,,0
1962-08-15,1962,8,0,0,0,61,,0
1962-08-14,1962,8,0,0,0,0,,0
1962-08-13,1962,8,0,0,0,0,,0
1962-08-12,1962,8,0,0,0,0,,0
1962-08-11,1962,8,0,0,0,0,,0
1962-08-10,1962,8,0,0,0,30,,0
1962-08-09,1962,8,0,0,0,0,,0
1962-08-08,1962,8,0,0,0,0,,0
1962-08-07,1962,8,0,0,0,0,,0
1962-08-06,1962,8,0,0,0,0,,0
1962-08-05,1962,8,0,0,0,0,,0
1962-08-04,1962,8,0,0,0,0,,0
1962-08-03,1962,8,0,0,0,0,,0
1962-08-02,1962,8,0,140,76,15,,36
1962-08-01,1962,8,15,0,0,0,,0
1962-07-31,1962,7,0,3,0,0,,0
1962-07-30,1962,7,0,0,0,0,,0
1962-07-29,1962,7,61,0,0,0,,0
1962-07-28,1962,7,76,3,0,0,,15
1962-07-27,1962,7,196,287,28,173,,10
1962-07-26,1962,7,38,41,58,28,,28
1962-07-25,1962,7,0,0,0,0,,0
1962-07-24,1962,7,0,0,0,0,,0
1962-07-23,1962,7,0,0,0,0,,0
1962-07-22,1962,7,0,0,0,0,,0
1962-07-21,1962,7,0,51,0,0,,0
1962-07-20,1962,7,0,51,15,0,,0
1962-07-19,1962,7,5,0,0,0,,66
1962-07-18,1962,7,10,0,0,0,,0
1962-07-17,1962,7,0,10,10,0,,0
1962-07-16,1962,7,0,8,13,8,,117
1962-07-15,1962,7,0,0,160,0,,0
1962-07-14,1962,7,348,178,94,140,,76
1962-07-13,1962,7,0,112,188,356,,452
1962-07-12,1962,7,36,38,15,437,,262
1962-07-11,1962,7,15,15,51,13,,8
1962-07-10,1962,7,0,3,0,0,,3
1962-07-09,1962,7,0,0,0,0,,3
1962-07-08,1962,7,0,0,0,0,,0
1962-07-07,1962,7,0,0,0,0,,0
1962-07-06,1962,7,0,0,0,0,,0
1962-07-05,1962,7,0,0,8,0,,0
1962-07-04,1962,7,0,51,102,0,,18
1962-07-03,1962,7,0,8,10,168,,94
1962-07-02,1962,7,18,0,0,0,,0
1962-07-01,1962,7,18,0,0,107,,0
1962-06-30,1962,6,13,53,20,191,,318
1962-06-29,1962,6,0,0,0,0,,0
1962-06-28,1962,6,0,0,0,0,,0
1962-06-27,1962,6,0,0,0,0,,0
1962-06-26,1962,6,0,0,0,0,,0
1962-06-25,1962,6,0,0,3,328,,0
1962-06-24,1962,6,234,175,20,0,,124
1962-06-23,1962,6,0,0,0,0,,0
1962-06-22,1962,6,23,89,28,71,,0
1962-06-21,1962,6,20,15,0,104,,140
1962-06-20,1962,6,25,5,0,25,,8
1962-06-19,1962,6,71,0,0,0,,10
1962-06-18,1962,6,0,0,0,0,,13
1962-06-17,1962,6,495,305,86,185,,43
1962-06-16,1962,6,41,572,371,345,,0
1962-06-15,1962,6,119,84,23,160,,33
1962-06-14,1962,6,0,0,0,0,,18
1962-06-13,1962,6,13,132,15,3,,0
1962-06-12,1962,6,274,0,18,0,,53
1962-06-11,1962,6,30,58,0,0,,8
1962-06-10,1962,6,0,0,0,0,,0
1962-06-09,1962,6,0,0,0,41,,0
1962-06-08,1962,6,0,0,0,20,,0
1962-06-07,1962,6,10,0,0,76,,0
1962-06-06,1962,6,64,119,71,168,,69
1962-06-05,1962,6,0,0,0,0,,18
1962-06-04,1962,6,10,0,0,0,,61
1962-06-03,1962,6,0,15,0,0,,0
1962-06-02,1962,6,104,0,0,8,,104
1962-06-01,1962,6,51,0,0,0,,0
1962-05-31,1962,5,0,0,0,0,,0
1962-05-30,1962,5,0,33,5,13,,0
1962-05-29,1962,5,20,287,147,119,,5
1962-05-28,1962,5,170,36,48,279,,33
1962-05-27,1962,5,18,0,5,0,,160
1962-05-26,1962,5,41,109,97,71,,0
1962-05-25,1962,5,127,33,20,18,,234
1962-05-24,1962,5,0,0,0,5,,91
1962-05-23,1962,5,0,0,13,0,,0
1962-05-22,1962,5,84,15,28,20,,94
1962-05-21,1962,5,119,292,155,658,,472
1962-05-20,1962,5,3,0,0,0,,3
1962-05-19,1962,5,8,0,0,0,,0
1962-05-18,1962,5,180,89,196,71,,201
1962-05-17,1962,5,269,295,254,0,,257
1962-05-16,1962,5,18,71,23,229,,0
1962-05-15,1962,5,13,99,69,229,,3
1962-05-14,1962,5,211,76,81,13,,196
1962-05-13,1962,5,0,0,3,66,,3
1962-05-12,1962,5,0,0,0,0,,0
1962-05-11,1962,5,0,0,0,0,,0
1962-05-10,1962,5,0,0,0,0,,0
1962-05-09,1962,5,81,0,0,0,,0
1962-05-08,1962,5,0,0,0,0,,3
1962-05-07,1962,5,0,0,0,0,,0
1962-05-06,1962,5,0,0,0,0,,0
1962-05-05,1962,5,0,0,0,0,,0
1962-05-04,1962,5,0,0,0,0,,0
1962-05-03,1962,5,0,0,0,0,,0
1962-05-02,1962,5,0,0,0,0,,0
1962-05-01,1962,5,0,0,0,0,,0
1962-04-30,1962,4,0,0,0,0,,0
1962-04-29,1962,4,0,0,0,0,,0
1962-04-28,1962,4,8,0,0,0,,8
1962-04-27,1962,4,30,0,0,0,,8
1962-04-26,1962,4,0,0,0,0,,33
1962-04-25,1962,4,0,0,0,0,,0
1962-04-24,1962,4,0,0,0,0,,0
1962-04-23,1962,4,0,0,0,0,,0
1962-04-22,1962,4,0,38,0,0,,0
1962-04-21,1962,4,51,3,15,8,,0
1962-04-20,1962,4,0,0,0,0,,3
1962-04-19,1962,4,0,0,0,0,,0
1962-04-18,1962,4,0,0,0,0,,0
1962-04-17,1962,4,0,0,0,0,,0
1962-04-16,1962,4,0,0,0,0,,0
1962-04-15,1962,4,0,0,0,0,,0
1962-04-14,1962,4,0,0,0,0,,0
1962-04-13,1962,4,0,0,0,0,,0
1962-04-12,1962,4,0,0,0,0,,0
1962-04-11,1962,4,0,58,58,51,,18
1962-04-10,1962,4,0,0,0,0,,38
1962-04-09,1962,4,0,0,0,0,,0
1962-04-08,1962,4,0,15,5,38,,0
1962-04-07,1962,4,10,5,33,0,,69
1962-04-06,1962,4,0,0,0,0,,0
1962-04-05,1962,4,0,0,0,51,,0
1962-04-04,1962,4,0,0,0,0,,0
1962-04-03,1962,4,0,0,0,0,,0
1962-04-02,1962,4,0,0,0,0,,0
1962-04-01,1962,4,0,3,0,0,,0
1962-03-31,1962,3,0,3,5,0,,0
1962-03-30,1962,3,0,3,0,0,,0
1962-03-29,1962,3,0,0,0,0,,38
1962-03-28,1962,3,18,0,0,0,,15
1962-03-27,1962,3,0,0,0,0,,0
1962-03-26,1962,3,0,0,0,0,,0
1962-03-25,1962,3,0,0,0,0,,0
1962-03-24,1962,3,8,71,66,76,,0
1962-03-23,1962,3,76,28,61,0,,180
1962-03-22,1962,3,5,0,0,38,,0
1962-03-21,1962,3,20,0,0,0,,0
1962-03-20,1962,3,0,0,0,0,,0
1962-03-19,1962,3,0,0,0,0,,0
1962-03-18,1962,3,0,0,0,0,,0
1962-03-17,1962,3,0,0,0,0,,0
1962-03-16,1962,3,0,0,0,0,,0
1962-03-15,1962,3,0,0,0,0,,0
1962-03-14,1962,3,0,0,0,0,,0
1962-03-13,1962,3,0,0,0,13,,0
1962-03-12,1962,3,0,0,43,25,,0
1962-03-11,1962,3,23,13,13,25,,15
1962-03-10,1962,3,119,38,20,25,,38
1962-03-09,1962,3,0,0,0,0,,0
1962-03-08,1962,3,0,0,0,0,,0
1962-03-07,1962,3,0,0,0,0,,0
1962-03-06,1962,3,0,0,0,0,,0
1962-03-05,1962,3,0,0,0,0,,0
1962-03-04,1962,3,0,0,0,0,,0
1962-03-03,1962,3,0,3,8,0,,38
1962-03-02,1962,3,0,0,0,0,,0
1962-03-01,1962,3,0,0,0,0,,0
1962-02-28,1962,2,0,0,0,0,,0
1962-02-27,1962,2,13,5,0,0,,5
1962-02-26,1962,2,18,0,0,0,,0
1962-02-25,1962,2,25,3,0,0,,0
1962-02-24,1962,2,0,0,0,13,,3
1962-02-23,1962,2,71,0,5,51,,8
1962-02-22,1962,2,0,0,0,0,,0
1962-02-21,1962,2,10,0,10,0,,15
1962-02-20,1962,2,23,5,10,25,,13
1962-02-19,1962,2,0,0,0,0,,0
1962-02-18,1962,2,18,23,15,38,,3
1962-02-17,1962,2,69,89,56,203,,69
1962-02-16,1962,2,13,0,15,0,,33
1962-02-15,1962,2,0,0,0,0,,0
1962-02-14,1962,2,0,0,0,0,,0
1962-02-13,1962,2,71,46,43,5,,76
1962-02-12,1962,2,0,0,0,0,,25
1962-02-11,1962,2,0,0,0,0,,0
1962-02-10,1962,2,0,0,0,0,,0
1962-02-09,1962,2,0,0,0,0,,0
1962-02-08,1962,2,0,0,0,0,,0
1962-02-07,1962,2,0,0,0,0,,0
1962-02-06,1962,2,0,0,0,0,,0
1962-02-05,1962,2,0,0,0,0,,0
1962-02-04,1962,2,0,0,0,0,,0
1962-02-03,1962,2,0,0,0,0,,0
1962-02-02,1962,2,0,0,0,0,,0
1962-02-01,1962,2,0,0,0,0,,0
1962-01-31,1962,1,0,0,0,0,,0
1962-01-30,1962,1,0,0,0,0,,0
1962-01-29,1962,1,0,0,0,0,,0
1962-01-28,1962,1,0,0,0,0,,0
1962-01-27,1962,1,0,0,0,0,,0
1962-01-26,1962,1,0,0,0,0,,0
1962-01-25,1962,1,0,0,0,0,,0
1962-01-24,1962,1,0,0,0,0,,0
1962-01-23,1962,1,0,0,0,0,,0
1962-01-22,1962,1,0,0,0,0,,0
1962-01-21,1962,1,15,3,5,0,,13
1962-01-20,1962,1,15,25,15,,,38
1962-01-19,1962,1,0,0,0,,,0
1962-01-18,1962,1,23,18,20,,,18
1962-01-17,1962,1,0,0,0,0,,0
1962-01-16,1962,1,0,0,0,0,,0
1962-01-15,1962,1,0,0,0,0,,0
1962-01-14,1962,1,0,3,0,0,,0
1962-01-13,1962,1,0,0,0,0,,15
1962-01-12,1962,1,0,0,0,0,,0
1962-01-11,1962,1,0,0,0,0,,0
1962-01-10,1962,1,0,0,0,0,,0
1962-01-09,1962,1,0,0,0,0,,0
1962-01-08,1962,1,0,0,0,0,,23
1962-01-07,1962,1,0,0,0,0,,13
1962-01-06,1962,1,0,0,13,13,,10
1962-01-05,1962,1,0,0,0,0,,0
1962-01-04,1962,1,0,0,0,0,,0
1962-01-03,1962,1,0,0,0,0,,0
1962-01-02,1962,1,0,0,0,0,,0
1962-01-01,1962,1,0,0,0,0,,0
1961-12-31,1961,12,0,0,,0,,0
1961-12-30,1961,12,0,5,,0,,28
1961-12-29,1961,12,0,3,,0,,30
1961-12-28,1961,12,0,0,,0,,0
1961-12-27,1961,12,0,0,,0,,0
1961-12-26,1961,12,25,0,,0,,0
1961-12-25,1961,12,0,0,,0,,3
1961-12-24,1961,12,0,0,,0,,0
1961-12-23,1961,12,0,0,,0,,0
1961-12-22,1961,12,0,0,,0,,5
1961-12-21,1961,12,0,13,,0,,0
1961-12-20,1961,12,0,0,,0,,0
1961-12-19,1961,12,0,0,,0,,0
1961-12-18,1961,12,51,5,,0,,20
1961-12-17,1961,12,0,0,,0,,0
1961-12-16,1961,12,0,0,,0,,0
1961-12-15,1961,12,0,0,,0,,0
1961-12-14,1961,12,0,0,,0,,8
1961-12-13,1961,12,0,0,,0,,0
1961-12-12,1961,12,0,5,,13,,0
1961-12-11,1961,12,8,0,,13,,5
1961-12-10,1961,12,0,0,,0,,0
1961-12-09,1961,12,0,0,,0,,0
1961-12-08,1961,12,8,8,,0,,30
1961-12-07,1961,12,0,0,,0,,0
1961-12-06,1961,12,0,0,,0,,0
1961-12-05,1961,12,0,0,,0,,0
1961-12-04,1961,12,0,0,,0,,0
1961-12-03,1961,12,0,0,,0,,0
1961-12-02,1961,12,0,0,,0,,0
1961-12-01,1961,12,0,0,,0,,0
1961-11-30,1961,11,0,0,,0,,0
1961-11-29,1961,11,0,0,,0,,0
1961-11-28,1961,11,0,0,,0,,0
1961-11-27,1961,11,5,0,,0,,0
1961-11-26,1961,11,0,0,,0,,0
1961-11-25,1961,11,0,0,,0,,0
1961-11-24,1961,11,0,0,,0,,0
1961-11-23,1961,11,0,0,,0,,0
1961-11-22,1961,11,0,0,,0,,0
1961-11-21,1961,11,0,0,,0,,0
1961-11-20,1961,11,0,0,,0,,0
1961-11-19,1961,11,0,0,,0,,0
1961-11-18,1961,11,0,0,,0,,0
1961-11-17,1961,11,0,0,,0,,0
1961-11-16,1961,11,0,0,,0,,0
1961-11-15,1961,11,8,10,,0,,33
1961-11-14,1961,11,0,0,,0,,0
1961-11-13,1961,11,0,0,,0,,0
1961-11-12,1961,11,0,0,,0,,3
1961-11-11,1961,11,0,0,,0,,0
1961-11-10,1961,11,0,0,,0,,0
1961-11-09,1961,11,0,0,,0,,0
1961-11-08,1961,11,0,0,,0,,0
1961-11-07,1961,11,0,0,,0,,0
1961-11-06,1961,11,0,0,,0,,0
1961-11-05,1961,11,0,0,,0,,0
1961-11-04,1961,11,30,0,,10,,10
1961-11-03,1961,11,0,0,,0,,0
1961-11-02,1961,11,127,0,,13,,46
1961-11-01,1961,11,0,0,,0,,0
1961-10-31,1961,10,0,0,,0,,0
1961-10-30,1961,10,0,0,,0,,0
1961-10-29,1961,10,196,147,,33,,33
1961-10-28,1961,10,38,0,,38,,178
1961-10-27,1961,10,0,0,,0,,0
1961-10-26,1961,10,0,0,,0,,0
1961-10-25,1961,10,0,0,,0,,0
1961-10-24,1961,10,0,0,,0,,0
1961-10-23,1961,10,0,0,,0,,0
1961-10-22,1961,10,0,0,,0,,0
1961-10-21,1961,10,0,0,,0,,0
1961-10-20,1961,10,0,0,,0,,0
1961-10-19,1961,10,0,0,,5,,0
1961-10-18,1961,10,0,23,,36,,0
1961-10-17,1961,10,0,0,,0,,25
1961-10-16,1961,10,0,0,,0,,0
1961-10-15,1961,10,0,0,,0,,0
1961-10-14,1961,10,0,0,,0,,0
1961-10-13,1961,10,0,0,,0,,0
1961-10-12,1961,10,0,0,,0,,0
1961-10-11,1961,10,0,0,,20,,0
1961-10-10,1961,10,0,38,,0,,0
1961-10-09,1961,10,0,0,,0,,0
1961-10-08,1961,10,10,0,,0,,3
1961-10-07,1961,10,0,0,,0,,0
1961-10-06,1961,10,0,0,,0,,0
1961-10-05,1961,10,0,0,,0,,0
1961-10-04,1961,10,0,0,,0,,0
1961-10-03,1961,10,0,0,,0,,0
1961-10-02,1961,10,0,0,,0,,0
1961-10-01,1961,10,0,0,,0,,0
1961-09-30,1961,9,81,30,,25,,0
1961-09-29,1961,9,41,0,,0,,30
1961-09-28,1961,9,0,0,,0,,0
1961-09-27,1961,9,0,13,,20,,0
1961-09-26,1961,9,0,0,,0,,8
1961-09-25,1961,9,0,0,,0,,0
1961-09-24,1961,9,18,0,,0,,0
1961-09-23,1961,9,0,61,,46,,74
1961-09-22,1961,9,28,0,,69,,0
1961-09-21,1961,9,13,0,,0,,0
1961-09-20,1961,9,0,0,,10,,0
1961-09-19,1961,9,97,198,,371,,10
1961-09-18,1961,9,5,0,,0,,0
1961-09-17,1961,9,0,0,,0,,0
1961-09-16,1961,9,0,0,,0,,0
1961-09-15,1961,9,0,0,,0,,0
1961-09-14,1961,9,0,0,,0,,0
1961-09-13,1961,9,0,5,,13,,8
1961-09-12,1961,9,66,165,,8,,69
1961-09-11,1961,9,0,0,,0,,43
1961-09-10,1961,9,0,0,,0,,0
1961-09-09,1961,9,0,0,,0,,0
1961-09-08,1961,9,0,0,,0,,0
1961-09-07,1961,9,0,0,,0,,0
1961-09-06,1961,9,0,0,,0,,0
1961-09-05,1961,9,13,0,,0,,3
1961-09-04,1961,9,8,5,,3,,3
1961-09-03,1961,9,0,0,,0,,0
1961-09-02,1961,9,15,0,,0,,0
1961-09-01,1961,9,0,0,,0,,3
1961-08-31,1961,8,0,0,,10,,0
1961-08-30,1961,8,0,0,,0,,0
1961-08-29,1961,8,0,0,,8,,0
1961-08-28,1961,8,0,0,,51,,0
1961-08-27,1961,8,0,0,,0,,0
1961-08-26,1961,8,0,0,,0,,0
1961-08-25,1961,8,0,0,,0,,0
1961-08-24,1961,8,0,0,,0,,0
1961-08-23,1961,8,0,0,,0,,0
1961-08-22,1961,8,0,0,,0,,0
1961-08-21,1961,8,13,112,,66,,91
1961-08-20,1961,8,0,0,,28,,0
1961-08-19,1961,8,0,0,,0,,0
1961-08-18,1961,8,0,0,,5,,0
1961-08-17,1961,8,0,3,,0,,0
1961-08-16,1961,8,0,0,,0,,0
1961-08-15,1961,8,0,0,,0,,0
1961-08-14,1961,8,0,0,,0,,0
1961-08-13,1961,8,0,0,,0,,0
1961-08-12,1961,8,0,0,,165,,0
1961-08-11,1961,8,0,0,,0,,0
1961-08-10,1961,8,0,0,,18,,8
1961-08-09,1961,8,0,0,,5,,0
1961-08-08,1961,8,0,0,,0,,10
1961-08-07,1961,8,0,0,,0,,0
1961-08-06,1961,8,0,0,,0,,0
1961-08-05,1961,8,0,0,,0,,0
1961-08-04,1961,8,0,0,,0,,0
1961-08-03,1961,8,0,0,,0,,0
1961-08-02,1961,8,0,0,,0,,0
1961-08-01,1961,8,0,0,,0,,0
1961-07-31,1961,7,0,0,,53,,0
1961-07-30,1961,7,8,5,,25,,58
1961-07-29,1961,7,30,0,,0,,25
1961-07-28,1961,7,0,0,,0,,0
1961-07-27,1961,7,0,130,,361,,0
1961-07-26,1961,7,0,0,,25,,0
1961-07-25,1961,7,13,0,,0,,13
1961-07-24,1961,7,0,0,,0,,0
1961-07-23,1961,7,0,0,,0,,0
1961-07-22,1961,7,0,0,,0,,0
1961-07-21,1961,7,0,0,,0,,0
1961-07-20,1961,7,0,0,,36,,0
1961-07-19,1961,7,86,76,,0,,76
1961-07-18,1961,7,0,0,,0,,0
1961-07-17,1961,7,0,0,,0,,0
1961-07-16,1961,7,0,0,,0,,0
1961-07-15,1961,7,0,0,,0,,0
1961-07-14,1961,7,0,0,,0,,0
1961-07-13,1961,7,0,0,,0,,0
1961-07-12,1961,7,13,0,,0,,0
1961-07-11,1961,7,0,13,,71,,0
1961-07-10,1961,7,0,0,,0,,0
1961-07-09,1961,7,0,0,,0,,0
1961-07-08,1961,7,66,0,,0,,0
1961-07-07,1961,7,0,0,,0,,5
1961-07-06,1961,7,0,30,,0,,0
1961-07-05,1961,7,0,0,,0,,79
1961-07-04,1961,7,0,0,,0,,0
1961-07-03,1961,7,0,3,,0,,0
1961-07-02,1961,7,0,0,,0,,0
1961-07-01,1961,7,254,0,,33,,279
1961-06-30,1961,6,0,0,,0,,0
1961-06-29,1961,6,0,0,,0,,0
1961-06-28,1961,6,0,0,,0,,0
1961-06-27,1961,6,0,0,,0,,0
1961-06-26,1961,6,0,0,,0,,0
1961-06-25,1961,6,0,0,,0,,0
1961-06-24,1961,6,0,0,,0,,0
1961-06-23,1961,6,0,0,,0,,0
1961-06-22,1961,6,0,0,,0,,0
1961-06-21,1961,6,0,0,,0,,0
1961-06-20,1961,6,0,0,,0,,0
1961-06-19,1961,6,0,0,,0,,0
1961-06-18,1961,6,0,0,,0,,0
1961-06-17,1961,6,0,0,,0,,0
1961-06-16,1961,6,0,0,,0,,0
1961-06-15,1961,6,0,0,,43,,0
1961-06-14,1961,6,13,193,,325,,46
1961-06-13,1961,6,109,46,,0,,48
1961-06-12,1961,6,0,58,,10,,64
1961-06-11,1961,6,0,229,,3,,5
1961-06-10,1961,6,0,0,,0,,0
1961-06-09,1961,6,0,0,,0,,30
1961-06-08,1961,6,25,0,,0,,0
1961-06-07,1961,6,0,8,,13,,0
1961-06-06,1961,6,0,0,,221,,0
1961-06-05,1961,6,0,0,,0,,0
1961-06-04,1961,6,0,0,,0,,0
1961-06-03,1961,6,0,0,,0,,0
1961-06-02,1961,6,0,0,,0,,0
1961-06-01,1961,6,10,0,,13,,0
1961-05-31,1961,5,0,0,,0,,0
1961-05-30,1961,5,0,0,,0,,0
1961-05-29,1961,5,8,0,,0,,0
1961-05-28,1961,5,0,0,0,0,,0
1961-05-27,1961,5,10,0,0,0,,0
1961-05-26,1961,5,0,0,0,0,,0
1961-05-25,1961,5,208,0,0,0,,0
1961-05-24,1961,5,33,0,0,0,,0
1961-05-23,1961,5,0,0,0,0,,0
1961-05-22,1961,5,10,0,0,0,,0
1961-05-21,1961,5,89,0,0,38,,0
1961-05-20,1961,5,0,0,0,0,,0
1961-05-19,1961,5,0,8,0,5,,0
1961-05-18,1961,5,3,0,8,0,,3
1961-05-17,1961,5,25,94,48,0,,0
1961-05-16,1961,5,119,94,254,119,,114
1961-05-15,1961,5,0,51,5,0,,41
1961-05-14,1961,5,25,269,193,231,,0
1961-05-13,1961,5,43,20,0,183,,0
1961-05-12,1961,5,0,0,0,0,,0
1961-05-11,1961,5,0,0,0,0,,0
1961-05-10,1961,5,0,0,0,0,,0
1961-05-09,1961,5,0,0,0,0,,0
1961-05-08,1961,5,0,0,0,0,,0
1961-05-07,1961,5,0,0,0,0,,0
1961-05-06,1961,5,3,0,0,13,,0
1961-05-05,1961,5,13,43,30,25,,25
1961-05-04,1961,5,130,297,307,218,,104
1961-05-03,1961,5,8,5,20,76,,38
1961-05-02,1961,5,0,0,0,0,,0
