group,sta,date,prcp,yr,Period
MIS>1989,MIS,1995-11-15,198,1995,>1989
OEL>1989,OEL,1995-11-15,195,1995,>1989
ONI>1989,ONI,1995-11-15,226,1995,>1989
RAP>1989,RAP,1995-11-15,107,1995,>1989
COT>1989,COT,1995-12-15,26,1995,>1989
GOR>1989,GOR,1995-12-15,18,1995,>1989
MIS>1989,MIS,1995-12-15,56,1995,>1989
OEL>1989,OEL,1995-12-15,30,1995,>1989
ONI>1989,ONI,1995-12-15,85,1995,>1989
RAP>1989,RAP,1995-12-15,34,1995,>1989
COT>1989,COT,1996-01-15,204,1996,>1989
GOR>1989,GOR,1996-01-15,168,1996,>1989
MIS>1989,MIS,1996-01-15,259,1996,>1989
OEL>1989,OEL,1996-01-15,113,1996,>1989
ONI>1989,ONI,1996-01-15,257,1996,>1989
RAP>1989,RAP,1996-01-15,217,1996,>1989
COT>1989,COT,1996-02-15,36,1996,>1989
GOR>1989,GOR,1996-02-15,0,1996,>1989
MIS>1989,MIS,1996-02-15,117,1996,>1989
OEL>1989,OEL,1996-02-15,0,1996,>1989
ONI>1989,ONI,1996-02-15,208,1996,>1989
RAP>1989,RAP,1996-02-15,26,1996,>1989
COT>1989,COT,1996-03-15,227,1996,>1989
GOR>1989,GOR,1996-03-15,160,1996,>1989
MIS>1989,MIS,1996-03-15,181,1996,>1989
OEL>1989,OEL,1996-03-15,170,1996,>1989
ONI>1989,ONI,1996-03-15,203,1996,>1989
RAP>1989,RAP,1996-03-15,269,1996,>1989
COT>1989,COT,1996-04-15,325,1996,>1989
GOR>1989,GOR,1996-04-15,478,1996,>1989
MIS>1989,MIS,1996-04-15,373,1996,>1989
OEL>1989,OEL,1996-04-15,526,1996,>1989
ONI>1989,ONI,1996-04-15,147,1996,>1989
RAP>1989,RAP,1996-04-15,415,1996,>1989
COT>1989,COT,1996-05-15,1297,1996,>1989
GOR>1989,GOR,1996-05-15,1212,1996,>1989
MIS>1989,MIS,1996-05-15,1319,1996,>1989
OEL>1989,OEL,1996-05-15,979,1996,>1989
ONI>1989,ONI,1996-05-15,1339,1996,>1989
RAP>1989,RAP,1996-05-15,2080,1996,>1989
COT>1989,COT,1996-06-15,294,1996,>1989
GOR>1989,GOR,1996-06-15,427,1996,>1989
MIS>1989,MIS,1996-06-15,243,1996,>1989
OEL>1989,OEL,1996-06-15,224,1996,>1989
ONI>1989,ONI,1996-06-15,241,1996,>1989
RAP>1989,RAP,1996-06-15,314,1996,>1989
COT>1989,COT,1996-07-15,502,1996,>1989
GOR>1989,GOR,1996-07-15,381,1996,>1989
MIS>1989,MIS,1996-07-15,259,1996,>1989
OEL>1989,OEL,1996-07-15,277,1996,>1989
ONI>1989,ONI,1996-07-15,486,1996,>1989
RAP>1989,RAP,1996-07-15,131,1996,>1989
COT>1989,COT,1996-08-15,251,1996,>1989
GOR>1989,GOR,1996-08-15,591,1996,>1989
MIS>1989,MIS,1996-08-15,379,1996,>1989
OEL>1989,OEL,1996-08-15,907,1996,>1989
ONI>1989,ONI,1996-08-15,475,1996,>1989
RAP>1989,RAP,1996-08-15,469,1996,>1989
COT>1989,COT,1996-09-15,794,1996,>1989
GOR>1989,GOR,1996-09-15,694,1996,>1989
MIS>1989,MIS,1996-09-15,1280,1996,>1989
OEL>1989,OEL,1996-09-15,412,1996,>1989
ONI>1989,ONI,1996-09-15,1509,1996,>1989
RAP>1989,RAP,1996-09-15,395,1996,>1989
COT>1989,COT,1996-10-15,691,1996,>1989
GOR>1989,GOR,1996-10-15,622,1996,>1989
MIS>1989,MIS,1996-10-15,471,1996,>1989
OEL>1989,OEL,1996-10-15,406,1996,>1989
ONI>1989,ONI,1996-10-15,490,1996,>1989
RAP>1989,RAP,1996-10-15,681,1996,>1989
COT>1989,COT,1996-11-15,140,1996,>1989
GOR>1989,GOR,1996-11-15,121,1996,>1989
MIS>1989,MIS,1996-11-15,226,1996,>1989
OEL>1989,OEL,1996-11-15,86,1996,>1989
ONI>1989,ONI,1996-11-15,211,1996,>1989
RAP>1989,RAP,1996-11-15,19,1996,>1989
COT>1989,COT,1996-12-15,278,1996,>1989
GOR>1989,GOR,1996-12-15,130,1996,>1989
MIS>1989,MIS,1996-12-15,198,1996,>1989
OEL>1989,OEL,1996-12-15,127,1996,>1989
ONI>1989,ONI,1996-12-15,402,1996,>1989
RAP>1989,RAP,1996-12-15,437,1996,>1989
COT>1989,COT,1997-01-15,325,1997,>1989
GOR>1989,GOR,1997-01-15,241,1997,>1989
MIS>1989,MIS,1997-01-15,130,1997,>1989
OEL>1989,OEL,1997-01-15,244,1997,>1989
ONI>1989,ONI,1997-01-15,449,1997,>1989
RAP>1989,RAP,1997-01-15,165,1997,>1989
COT>1989,COT,1997-02-15,181,1997,>1989
GOR>1989,GOR,1997-02-15,140,1997,>1989
MIS>1989,MIS,1997-02-15,125,1997,>1989
OEL>1989,OEL,1997-02-15,160,1997,>1989
ONI>1989,ONI,1997-02-15,232,1997,>1989
RAP>1989,RAP,1997-02-15,72,1997,>1989
COT>1989,COT,1997-03-15,127,1997,>1989
GOR>1989,GOR,1997-03-15,139,1997,>1989
MIS>1989,MIS,1997-03-15,29,1997,>1989
OEL>1989,OEL,1997-03-15,69,1997,>1989
ONI>1989,ONI,1997-03-15,115,1997,>1989
RAP>1989,RAP,1997-03-15,52,1997,>1989
COT>1989,COT,1997-04-15,687,1997,>1989
GOR>1989,GOR,1997-04-15,771,1997,>1989
MIS>1989,MIS,1997-04-15,1053,1997,>1989
OEL>1989,OEL,1997-04-15,804,1997,>1989
ONI>1989,ONI,1997-04-15,592,1997,>1989
RAP>1989,RAP,1997-04-15,1220,1997,>1989
COT>1989,COT,1997-05-15,849,1997,>1989
GOR>1989,GOR,1997-05-15,772,1997,>1989
MIS>1989,MIS,1997-05-15,654,1997,>1989
OEL>1989,OEL,1997-05-15,944,1997,>1989
ONI>1989,ONI,1997-05-15,825,1997,>1989
RAP>1989,RAP,1997-05-15,1359,1997,>1989
COT>1989,COT,1997-06-15,1604,1997,>1989
GOR>1989,GOR,1997-06-15,1280,1997,>1989
MIS>1989,MIS,1997-06-15,852,1997,>1989
OEL>1989,OEL,1997-06-15,1094,1997,>1989
ONI>1989,ONI,1997-06-15,1443,1997,>1989
RAP>1989,RAP,1997-06-15,874,1997,>1989
COT>1989,COT,1997-07-15,1638,1997,>1989
GOR>1989,GOR,1997-07-15,1392,1997,>1989
MIS>1989,MIS,1997-07-15,1789,1997,>1989
OEL>1989,OEL,1997-07-15,1298,1997,>1989
ONI>1989,ONI,1997-07-15,965,1997,>1989
RAP>1989,RAP,1997-07-15,933,1997,>1989
COT>1989,COT,1997-08-15,506,1997,>1989
GOR>1989,GOR,1997-08-15,465,1997,>1989
MIS>1989,MIS,1997-08-15,153,1997,>1989
OEL>1989,OEL,1997-08-15,460,1997,>1989
ONI>1989,ONI,1997-08-15,646,1997,>1989
RAP>1989,RAP,1997-08-15,999,1997,>1989
COT>1989,COT,1997-09-15,170,1997,>1989
GOR>1989,GOR,1997-09-15,184,1997,>1989
MIS>1989,MIS,1997-09-15,319,1997,>1989
OEL>1989,OEL,1997-09-15,217,1997,>1989
ONI>1989,ONI,1997-09-15,462,1997,>1989
RAP>1989,RAP,1997-09-15,198,1997,>1989
COT>1989,COT,1997-10-15,469,1997,>1989
GOR>1989,GOR,1997-10-15,535,1997,>1989
MIS>1989,MIS,1997-10-15,597,1997,>1989
OEL>1989,OEL,1997-10-15,491,1997,>1989
ONI>1989,ONI,1997-10-15,655,1997,>1989
RAP>1989,RAP,1997-10-15,120,1997,>1989
COT>1989,COT,1997-11-15,72,1997,>1989
GOR>1989,GOR,1997-11-15,99,1997,>1989
MIS>1989,MIS,1997-11-15,188,1997,>1989
OEL>1989,OEL,1997-11-15,0,1997,>1989
ONI>1989,ONI,1997-11-15,66,1997,>1989
RAP>1989,RAP,1997-11-15,50,1997,>1989
COT>1989,COT,1997-12-15,16,1997,>1989
GOR>1989,GOR,1997-12-15,72,1997,>1989
MIS>1989,MIS,1997-12-15,58,1997,>1989
OEL>1989,OEL,1997-12-15,13,1997,>1989
ONI>1989,ONI,1997-12-15,65,1997,>1989
RAP>1989,RAP,1997-12-15,21,1997,>1989
COT>1989,COT,1998-01-15,87,1998,>1989
GOR>1989,GOR,1998-01-15,45,1998,>1989
MIS>1989,MIS,1998-01-15,51,1998,>1989
OEL>1989,OEL,1998-01-15,70,1998,>1989
ONI>1989,ONI,1998-01-15,145,1998,>1989
RAP>1989,RAP,1998-01-15,39,1998,>1989
COT>1989,COT,1998-02-15,138,1998,>1989
GOR>1989,GOR,1998-02-15,242,1998,>1989
MIS>1989,MIS,1998-02-15,171,1998,>1989
OEL>1989,OEL,1998-02-15,196,1998,>1989
ONI>1989,ONI,1998-02-15,221,1998,>1989
RAP>1989,RAP,1998-02-15,317,1998,>1989
COT>1989,COT,1998-03-15,693,1998,>1989
GOR>1989,GOR,1998-03-15,318,1998,>1989
MIS>1989,MIS,1998-03-15,392,1998,>1989
OEL>1989,OEL,1998-03-15,423,1998,>1989
ONI>1989,ONI,1998-03-15,460,1998,>1989
RAP>1989,RAP,1998-03-15,337,1998,>1989
COT>1989,COT,1998-04-15,60,1998,>1989
GOR>1989,GOR,1998-04-15,99,1998,>1989
MIS>1989,MIS,1998-04-15,168,1998,>1989
OEL>1989,OEL,1998-04-15,28,1998,>1989
ONI>1989,ONI,1998-04-15,284,1998,>1989
RAP>1989,RAP,1998-04-15,72,1998,>1989
COT>1989,COT,1998-05-15,773,1998,>1989
GOR>1989,GOR,1998-05-15,858,1998,>1989
MIS>1989,MIS,1998-05-15,820,1998,>1989
OEL>1989,OEL,1998-05-15,628,1998,>1989
ONI>1989,ONI,1998-05-15,712,1998,>1989
RAP>1989,RAP,1998-05-15,596,1998,>1989
COT>1989,COT,1998-06-15,869,1998,>1989
GOR>1989,GOR,1998-06-15,1274,1998,>1989
MIS>1989,MIS,1998-06-15,1419,1998,>1989
OEL>1989,OEL,1998-06-15,789,1998,>1989
ONI>1989,ONI,1998-06-15,1499,1998,>1989
RAP>1989,RAP,1998-06-15,1422,1998,>1989
COT>1989,COT,1998-07-15,586,1998,>1989
GOR>1989,GOR,1998-07-15,1159,1998,>1989
MIS>1989,MIS,1998-07-15,2039,1998,>1989
OEL>1989,OEL,1998-07-15,838,1998,>1989
ONI>1989,ONI,1998-07-15,290,1998,>1989
RAP>1989,RAP,1998-07-15,321,1998,>1989
COT>1989,COT,1998-08-15,948,1998,>1989
GOR>1989,GOR,1998-08-15,405,1998,>1989
MIS>1989,MIS,1998-08-15,412,1998,>1989
OEL>1989,OEL,1998-08-15,771,1998,>1989
ONI>1989,ONI,1998-08-15,531,1998,>1989
RAP>1989,RAP,1998-08-15,361,1998,>1989
COT>1989,COT,1998-09-15,216,1998,>1989
GOR>1989,GOR,1998-09-15,514,1998,>1989
MIS>1989,MIS,1998-09-15,295,1998,>1989
OEL>1989,OEL,1998-09-15,602,1998,>1989
ONI>1989,ONI,1998-09-15,33,1998,>1989
RAP>1989,RAP,1998-09-15,381,1998,>1989
COT>1989,COT,1998-10-15,895,1998,>1989
GOR>1989,GOR,1998-10-15,1199,1998,>1989
MIS>1989,MIS,1998-10-15,917,1998,>1989
OEL>1989,OEL,1998-10-15,708,1998,>1989
ONI>1989,ONI,1998-10-15,791,1998,>1989
RAP>1989,RAP,1998-10-15,1425,1998,>1989
COT>1989,COT,1998-11-15,222,1998,>1989
GOR>1989,GOR,1998-11-15,306,1998,>1989
MIS>1989,MIS,1998-11-15,374,1998,>1989
OEL>1989,OEL,1998-11-15,404,1998,>1989
ONI>1989,ONI,1998-11-15,338,1998,>1989
RAP>1989,RAP,1998-11-15,288,1998,>1989
COT>1989,COT,1998-12-15,38,1998,>1989
GOR>1989,GOR,1998-12-15,43,1998,>1989
MIS>1989,MIS,1998-12-15,13,1998,>1989
OEL>1989,OEL,1998-12-15,84,1998,>1989
ONI>1989,ONI,1998-12-15,72,1998,>1989
RAP>1989,RAP,1998-12-15,16,1998,>1989
COT>1989,COT,1999-01-15,170,1999,>1989
GOR>1989,GOR,1999-01-15,57,1999,>1989
MIS>1989,MIS,1999-01-15,48,1999,>1989
OEL>1989,OEL,1999-01-15,129,1999,>1989
ONI>1989,ONI,1999-01-15,95,1999,>1989
RAP>1989,RAP,1999-01-15,55,1999,>1989
COT>1989,COT,1999-02-15,36,1999,>1989
GOR>1989,GOR,1999-02-15,121,1999,>1989
MIS>1989,MIS,1999-02-15,186,1999,>1989
OEL>1989,OEL,1999-02-15,61,1999,>1989
ONI>1989,ONI,1999-02-15,37,1999,>1989
RAP>1989,RAP,1999-02-15,6,1999,>1989
COT>1989,COT,1999-03-15,191,1999,>1989
GOR>1989,GOR,1999-03-15,123,1999,>1989
MIS>1989,MIS,1999-03-15,78,1999,>1989
OEL>1989,OEL,1999-03-15,115,1999,>1989
ONI>1989,ONI,1999-03-15,138,1999,>1989
RAP>1989,RAP,1999-03-15,338,1999,>1989
COT>1989,COT,1999-04-15,633,1999,>1989
GOR>1989,GOR,1999-04-15,935,1999,>1989
MIS>1989,MIS,1999-04-15,956,1999,>1989
OEL>1989,OEL,1999-04-15,940,1999,>1989
ONI>1989,ONI,1999-04-15,690,1999,>1989
RAP>1989,RAP,1999-04-15,624,1999,>1989
COT>1989,COT,1999-05-15,607,1999,>1989
GOR>1989,GOR,1999-05-15,655,1999,>1989
MIS>1989,MIS,1999-05-15,1468,1999,>1989
OEL>1989,OEL,1999-05-15,787,1999,>1989
ONI>1989,ONI,1999-05-15,1078,1999,>1989
RAP>1989,RAP,1999-05-15,1142,1999,>1989
COT>1989,COT,1999-06-15,1029,1999,>1989
GOR>1989,GOR,1999-06-15,1210,1999,>1989
MIS>1989,MIS,1999-06-15,1107,1999,>1989
OEL>1989,OEL,1999-06-15,1583,1999,>1989
ONI>1989,ONI,1999-06-15,1106,1999,>1989
RAP>1989,RAP,1999-06-15,1331,1999,>1989
COT>1989,COT,1999-07-15,129,1999,>1989
GOR>1989,GOR,1999-07-15,1345,1999,>1989
MIS>1989,MIS,1999-07-15,681,1999,>1989
OEL>1989,OEL,1999-07-15,265,1999,>1989
ONI>1989,ONI,1999-07-15,690,1999,>1989
RAP>1989,RAP,1999-07-15,936,1999,>1989
COT>1989,COT,1999-08-15,534,1999,>1989
GOR>1989,GOR,1999-08-15,262,1999,>1989
MIS>1989,MIS,1999-08-15,511,1999,>1989
OEL>1989,OEL,1999-08-15,550,1999,>1989
ONI>1989,ONI,1999-08-15,1284,1999,>1989
RAP>1989,RAP,1999-08-15,120,1999,>1989
COT>1989,COT,1999-09-15,628,1999,>1989
GOR>1989,GOR,1999-09-15,532,1999,>1989
MIS>1989,MIS,1999-09-15,1141,1999,>1989
OEL>1989,OEL,1999-09-15,434,1999,>1989
ONI>1989,ONI,1999-09-15,1940,1999,>1989
RAP>1989,RAP,1999-09-15,216,1999,>1989
COT>1989,COT,1999-10-15,36,1999,>1989
GOR>1989,GOR,1999-10-15,61,1999,>1989
MIS>1989,MIS,1999-10-15,35,1999,>1989
OEL>1989,OEL,1999-10-15,48,1999,>1989
ONI>1989,ONI,1999-10-15,247,1999,>1989
RAP>1989,RAP,1999-10-15,28,1999,>1989
COT>1989,COT,1999-11-15,58,1999,>1989
GOR>1989,GOR,1999-11-15,71,1999,>1989
MIS>1989,MIS,1999-11-15,36,1999,>1989
OEL>1989,OEL,1999-11-15,104,1999,>1989
ONI>1989,ONI,1999-11-15,3,1999,>1989
RAP>1989,RAP,1999-11-15,109,1999,>1989
COT>1989,COT,1999-12-15,34,1999,>1989
GOR>1989,GOR,1999-12-15,61,1999,>1989
MIS>1989,MIS,1999-12-15,86,1999,>1989
OEL>1989,OEL,1999-12-15,16,1999,>1989
ONI>1989,ONI,1999-12-15,37,1999,>1989
RAP>1989,RAP,1999-12-15,53,1999,>1989
COT>1989,COT,2000-01-15,130,2000,>1989
GOR>1989,GOR,2000-01-15,182,2000,>1989
MIS>1989,MIS,2000-01-15,49,2000,>1989
OEL>1989,OEL,2000-01-15,198,2000,>1989
ONI>1989,ONI,2000-01-15,32,2000,>1989
RAP>1989,RAP,2000-01-15,59,2000,>1989
COT>1989,COT,2000-02-15,173,2000,>1989
GOR>1989,GOR,2000-02-15,247,2000,>1989
MIS>1989,MIS,2000-02-15,565,2000,>1989
OEL>1989,OEL,2000-02-15,197,2000,>1989
ONI>1989,ONI,2000-02-15,69,2000,>1989
RAP>1989,RAP,2000-02-15,38,2000,>1989
COT>1989,COT,2000-03-15,351,2000,>1989
GOR>1989,GOR,2000-03-15,799,2000,>1989
MIS>1989,MIS,2000-03-15,125,2000,>1989
OEL>1989,OEL,2000-03-15,571,2000,>1989
ONI>1989,ONI,2000-03-15,302,2000,>1989
RAP>1989,RAP,2000-03-15,348,2000,>1989
COT>1989,COT,2000-04-15,912,2000,>1989
GOR>1989,GOR,2000-04-15,938,2000,>1989
MIS>1989,MIS,2000-04-15,734,2000,>1989
OEL>1989,OEL,2000-04-15,1179,2000,>1989
ONI>1989,ONI,2000-04-15,587,2000,>1989
RAP>1989,RAP,2000-04-15,1004,2000,>1989
COT>1989,COT,2000-05-15,258,2000,>1989
GOR>1989,GOR,2000-05-15,1227,2000,>1989
MIS>1989,MIS,2000-05-15,1260,2000,>1989
OEL>1989,OEL,2000-05-15,616,2000,>1989
ONI>1989,ONI,2000-05-15,1147,2000,>1989
RAP>1989,RAP,2000-05-15,608,2000,>1989
COT>1989,COT,2000-06-15,535,2000,>1989
GOR>1989,GOR,2000-06-15,388,2000,>1989
MIS>1989,MIS,2000-06-15,1193,2000,>1989
OEL>1989,OEL,2000-06-15,259,2000,>1989
ONI>1989,ONI,2000-06-15,679,2000,>1989
RAP>1989,RAP,2000-06-15,407,2000,>1989
COT>1989,COT,2000-07-15,411,2000,>1989
GOR>1989,GOR,2000-07-15,258,2000,>1989
MIS>1989,MIS,2000-07-15,1072,2000,>1989
OEL>1989,OEL,2000-07-15,257,2000,>1989
ONI>1989,ONI,2000-07-15,294,2000,>1989
RAP>1989,RAP,2000-07-15,525,2000,>1989
COT>1989,COT,2000-08-15,71,2000,>1989
GOR>1989,GOR,2000-08-15,155,2000,>1989
MIS>1989,MIS,2000-08-15,254,2000,>1989
OEL>1989,OEL,2000-08-15,99,2000,>1989
ONI>1989,ONI,2000-08-15,932,2000,>1989
RAP>1989,RAP,2000-08-15,178,2000,>1989
COT>1989,COT,2000-09-15,52,2000,>1989
GOR>1989,GOR,2000-09-15,223,2000,>1989
MIS>1989,MIS,2000-09-15,124,2000,>1989
OEL>1989,OEL,2000-09-15,304,2000,>1989
ONI>1989,ONI,2000-09-15,49,2000,>1989
RAP>1989,RAP,2000-09-15,115,2000,>1989
COT>1989,COT,2000-10-15,335,2000,>1989
GOR>1989,GOR,2000-10-15,328,2000,>1989
MIS>1989,MIS,2000-10-15,575,2000,>1989
OEL>1989,OEL,2000-10-15,449,2000,>1989
ONI>1989,ONI,2000-10-15,359,2000,>1989
RAP>1989,RAP,2000-10-15,390,2000,>1989
COT>1989,COT,2000-11-15,293,2000,>1989
GOR>1989,GOR,2000-11-15,275,2000,>1989
MIS>1989,MIS,2000-11-15,294,2000,>1989
OEL>1989,OEL,2000-11-15,155,2000,>1989
ONI>1989,ONI,2000-11-15,288,2000,>1989
RAP>1989,RAP,2000-11-15,120,2000,>1989
COT>1989,COT,2000-12-15,146,2000,>1989
GOR>1989,GOR,2000-12-15,102,2000,>1989
MIS>1989,MIS,2000-12-15,104,2000,>1989
OEL>1989,OEL,2000-12-15,87,2000,>1989
ONI>1989,ONI,2000-12-15,73,2000,>1989
RAP>1989,RAP,2000-12-15,28,2000,>1989
COT>1989,COT,2001-01-15,173,2001,>1989
GOR>1989,GOR,2001-01-15,318,2001,>1989
MIS>1989,MIS,2001-01-15,234,2001,>1989
OEL>1989,OEL,2001-01-15,90,2001,>1989
ONI>1989,ONI,2001-01-15,117,2001,>1989
RAP>1989,RAP,2001-01-15,61,2001,>1989
COT>1989,COT,2001-02-15,297,2001,>1989
GOR>1989,GOR,2001-02-15,157,2001,>1989
MIS>1989,MIS,2001-02-15,186,2001,>1989
OEL>1989,OEL,2001-02-15,285,2001,>1989
ONI>1989,ONI,2001-02-15,308,2001,>1989
RAP>1989,RAP,2001-02-15,44,2001,>1989
COT>1989,COT,2001-03-15,126,2001,>1989
GOR>1989,GOR,2001-03-15,218,2001,>1989
MIS>1989,MIS,2001-03-15,88,2001,>1989
OEL>1989,OEL,2001-03-15,357,2001,>1989
ONI>1989,ONI,2001-03-15,46,2001,>1989
RAP>1989,RAP,2001-03-15,107,2001,>1989
COT>1989,COT,2001-04-15,711,2001,>1989
GOR>1989,GOR,2001-04-15,885,2001,>1989
MIS>1989,MIS,2001-04-15,1578,2001,>1989
OEL>1989,OEL,2001-04-15,457,2001,>1989
ONI>1989,ONI,2001-04-15,792,2001,>1989
RAP>1989,RAP,2001-04-15,548,2001,>1989
COT>1989,COT,2001-05-15,423,2001,>1989
GOR>1989,GOR,2001-05-15,410,2001,>1989
MIS>1989,MIS,2001-05-15,747,2001,>1989
OEL>1989,OEL,2001-05-15,333,2001,>1989
ONI>1989,ONI,2001-05-15,730,2001,>1989
RAP>1989,RAP,2001-05-15,440,2001,>1989
COT>1989,COT,2001-06-15,560,2001,>1989
GOR>1989,GOR,2001-06-15,1451,2001,>1989
MIS>1989,MIS,2001-06-15,568,2001,>1989
OEL>1989,OEL,2001-06-15,931,2001,>1989
ONI>1989,ONI,2001-06-15,523,2001,>1989
RAP>1989,RAP,2001-06-15,906,2001,>1989
COT>1989,COT,2001-07-15,1166,2001,>1989
GOR>1989,GOR,2001-07-15,1092,2001,>1989
MIS>1989,MIS,2001-07-15,903,2001,>1989
OEL>1989,OEL,2001-07-15,313,2001,>1989
ONI>1989,ONI,2001-07-15,1010,2001,>1989
RAP>1989,RAP,2001-07-15,625,2001,>1989
COT>1989,COT,2001-08-15,277,2001,>1989
GOR>1989,GOR,2001-08-15,158,2001,>1989
MIS>1989,MIS,2001-08-15,139,2001,>1989
OEL>1989,OEL,2001-08-15,217,2001,>1989
ONI>1989,ONI,2001-08-15,395,2001,>1989
RAP>1989,RAP,2001-08-15,405,2001,>1989
COT>1989,COT,2001-09-15,247,2001,>1989
GOR>1989,GOR,2001-09-15,66,2001,>1989
MIS>1989,MIS,2001-09-15,612,2001,>1989
OEL>1989,OEL,2001-09-15,107,2001,>1989
ONI>1989,ONI,2001-09-15,333,2001,>1989
RAP>1989,RAP,2001-09-15,232,2001,>1989
COT>1989,COT,2001-10-15,168,2001,>1989
GOR>1989,GOR,2001-10-15,254,2001,>1989
MIS>1989,MIS,2001-10-15,148,2001,>1989
OEL>1989,OEL,2001-10-15,210,2001,>1989
ONI>1989,ONI,2001-10-15,473,2001,>1989
RAP>1989,RAP,2001-10-15,247,2001,>1989
COT>1989,COT,2001-11-15,181,2001,>1989
GOR>1989,GOR,2001-11-15,181,2001,>1989
MIS>1989,MIS,2001-11-15,444,2001,>1989
OEL>1989,OEL,2001-11-15,115,2001,>1989
ONI>1989,ONI,2001-11-15,445,2001,>1989
RAP>1989,RAP,2001-11-15,18,2001,>1989
COT>1989,COT,2001-12-15,0,2001,>1989
GOR>1989,GOR,2001-12-15,0,2001,>1989
MIS>1989,MIS,2001-12-15,0,2001,>1989
OEL>1989,OEL,2001-12-15,13,2001,>1989
ONI>1989,ONI,2001-12-15,36,2001,>1989
RAP>1989,RAP,2001-12-15,0,2001,>1989
COT>1989,COT,2002-01-15,56,2002,>1989
GOR>1989,GOR,2002-01-15,0,2002,>1989
MIS>1989,MIS,2002-01-15,38,2002,>1989
OEL>1989,OEL,2002-01-15,14,2002,>1989
ONI>1989,ONI,2002-01-15,130,2002,>1989
RAP>1989,RAP,2002-01-15,14,2002,>1989
COT>1989,COT,2002-02-15,48,2002,>1989
GOR>1989,GOR,2002-02-15,0,2002,>1989
MIS>1989,MIS,2002-02-15,66,2002,>1989
OEL>1989,OEL,2002-02-15,38,2002,>1989
ONI>1989,ONI,2002-02-15,21,2002,>1989
RAP>1989,RAP,2002-02-15,51,2002,>1989
COT>1989,COT,2002-03-15,323,2002,>1989
GOR>1989,GOR,2002-03-15,213,2002,>1989
MIS>1989,MIS,2002-03-15,168,2002,>1989
OEL>1989,OEL,2002-03-15,446,2002,>1989
ONI>1989,ONI,2002-03-15,188,2002,>1989
RAP>1989,RAP,2002-03-15,176,2002,>1989
COT>1989,COT,2002-04-15,275,2002,>1989
GOR>1989,GOR,2002-04-15,274,2002,>1989
MIS>1989,MIS,2002-04-15,370,2002,>1989
OEL>1989,OEL,2002-04-15,312,2002,>1989
ONI>1989,ONI,2002-04-15,191,2002,>1989
RAP>1989,RAP,2002-04-15,570,2002,>1989
COT>1989,COT,2002-05-15,495,2002,>1989
GOR>1989,GOR,2002-05-15,648,2002,>1989
MIS>1989,MIS,2002-05-15,524,2002,>1989
OEL>1989,OEL,2002-05-15,607,2002,>1989
ONI>1989,ONI,2002-05-15,213,2002,>1989
RAP>1989,RAP,2002-05-15,410,2002,>1989
COT>1989,COT,2002-06-15,89,2002,>1989
GOR>1989,GOR,2002-06-15,156,2002,>1989
MIS>1989,MIS,2002-06-15,325,2002,>1989
OEL>1989,OEL,2002-06-15,249,2002,>1989
ONI>1989,ONI,2002-06-15,569,2002,>1989
RAP>1989,RAP,2002-06-15,108,2002,>1989
COT>1989,COT,2002-07-15,233,2002,>1989
GOR>1989,GOR,2002-07-15,135,2002,>1989
MIS>1989,MIS,2002-07-15,208,2002,>1989
OEL>1989,OEL,2002-07-15,173,2002,>1989
ONI>1989,ONI,2002-07-15,515,2002,>1989
RAP>1989,RAP,2002-07-15,289,2002,>1989
COT>1989,COT,2002-08-15,463,2002,>1989
GOR>1989,GOR,2002-08-15,520,2002,>1989
MIS>1989,MIS,2002-08-15,390,2002,>1989
OEL>1989,OEL,2002-08-15,656,2002,>1989
ONI>1989,ONI,2002-08-15,1052,2002,>1989
RAP>1989,RAP,2002-08-15,193,2002,>1989
COT>1989,COT,2002-09-15,880,2002,>1989
GOR>1989,GOR,2002-09-15,907,2002,>1989
MIS>1989,MIS,2002-09-15,592,2002,>1989
OEL>1989,OEL,2002-09-15,807,2002,>1989
ONI>1989,ONI,2002-09-15,458,2002,>1989
RAP>1989,RAP,2002-09-15,623,2002,>1989
COT>1989,COT,2002-10-15,314,2002,>1989
GOR>1989,GOR,2002-10-15,299,2002,>1989
MIS>1989,MIS,2002-10-15,324,2002,>1989
OEL>1989,OEL,2002-10-15,168,2002,>1989
ONI>1989,ONI,2002-10-15,168,2002,>1989
RAP>1989,RAP,2002-10-15,166,2002,>1989
COT>1989,COT,2002-11-15,6,2002,>1989
GOR>1989,GOR,2002-11-15,56,2002,>1989
MIS>1989,MIS,2002-11-15,20,2002,>1989
OEL>1989,OEL,2002-11-15,41,2002,>1989
ONI>1989,ONI,2002-11-15,16,2002,>1989
RAP>1989,RAP,2002-11-15,10,2002,>1989
COT>1989,COT,2002-12-15,36,2002,>1989
GOR>1989,GOR,2002-12-15,56,2002,>1989
MIS>1989,MIS,2002-12-15,20,2002,>1989
OEL>1989,OEL,2002-12-15,56,2002,>1989
ONI>1989,ONI,2002-12-15,58,2002,>1989
RAP>1989,RAP,2002-12-15,9,2002,>1989
COT>1989,COT,2003-01-15,84,2003,>1989
GOR>1989,GOR,2003-01-15,117,2003,>1989
MIS>1989,MIS,2003-01-15,96,2003,>1989
OEL>1989,OEL,2003-01-15,126,2003,>1989
ONI>1989,ONI,2003-01-15,144,2003,>1989
RAP>1989,RAP,2003-01-15,86,2003,>1989
COT>1989,COT,2003-02-15,173,2003,>1989
GOR>1989,GOR,2003-02-15,49,2003,>1989
