group,sta,date,prcp,yr,Period
OEL>1989,OEL,2010-05-15,1185,2010,>1989
ONI>1989,ONI,2010-05-15,1044,2010,>1989
RAP>1989,RAP,2010-05-15,1319,2010,>1989
COT>1989,COT,2010-06-15,1014,2010,>1989
GOR>1989,GOR,2010-06-15,1316,2010,>1989
MIS>1989,MIS,2010-06-15,1388,2010,>1989
OEL>1989,OEL,2010-06-15,994,2010,>1989
ONI>1989,ONI,2010-06-15,984,2010,>1989
RAP>1989,RAP,2010-06-15,1160,2010,>1989
COT>1989,COT,2010-07-15,1019,2010,>1989
GOR>1989,GOR,2010-07-15,971,2010,>1989
MIS>1989,MIS,2010-07-15,672,2010,>1989
OEL>1989,OEL,2010-07-15,379,2010,>1989
ONI>1989,ONI,2010-07-15,501,2010,>1989
RAP>1989,RAP,2010-07-15,422,2010,>1989
COT>1989,COT,2010-08-15,275,2010,>1989
GOR>1989,GOR,2010-08-15,313,2010,>1989
MIS>1989,MIS,2010-08-15,529,2010,>1989
OEL>1989,OEL,2010-08-15,222,2010,>1989
ONI>1989,ONI,2010-08-15,191,2010,>1989
RAP>1989,RAP,2010-08-15,338,2010,>1989
COT>1989,COT,2010-09-15,300,2010,>1989
GOR>1989,GOR,2010-09-15,312,2010,>1989
MIS>1989,MIS,2010-09-15,231,2010,>1989
OEL>1989,OEL,2010-09-15,259,2010,>1989
ONI>1989,ONI,2010-09-15,959,2010,>1989
RAP>1989,RAP,2010-09-15,384,2010,>1989
COT>1989,COT,2010-10-15,328,2010,>1989
GOR>1989,GOR,2010-10-15,293,2010,>1989
MIS>1989,MIS,2010-10-15,319,2010,>1989
OEL>1989,OEL,2010-10-15,68,2010,>1989
ONI>1989,ONI,2010-10-15,240,2010,>1989
RAP>1989,RAP,2010-10-15,80,2010,>1989
COT>1989,COT,2010-11-15,150,2010,>1989
GOR>1989,GOR,2010-11-15,88,2010,>1989
MIS>1989,MIS,2010-11-15,87,2010,>1989
OEL>1989,OEL,2010-11-15,117,2010,>1989
ONI>1989,ONI,2010-11-15,67,2010,>1989
RAP>1989,RAP,2010-11-15,108,2010,>1989
COT>1989,COT,2010-12-15,119,2010,>1989
GOR>1989,GOR,2010-12-15,76,2010,>1989
MIS>1989,MIS,2010-12-15,148,2010,>1989
OEL>1989,OEL,2010-12-15,99,2010,>1989
ONI>1989,ONI,2010-12-15,381,2010,>1989
RAP>1989,RAP,2010-12-15,155,2010,>1989
COT>1989,COT,2011-01-15,113,2011,>1989
GOR>1989,GOR,2011-01-15,319,2011,>1989
MIS>1989,MIS,2011-01-15,200,2011,>1989
OEL>1989,OEL,2011-01-15,135,2011,>1989
ONI>1989,ONI,2011-01-15,199,2011,>1989
RAP>1989,RAP,2011-01-15,138,2011,>1989
COT>1989,COT,2011-02-15,383,2011,>1989
GOR>1989,GOR,2011-02-15,210,2011,>1989
MIS>1989,MIS,2011-02-15,233,2011,>1989
OEL>1989,OEL,2011-02-15,153,2011,>1989
ONI>1989,ONI,2011-02-15,386,2011,>1989
RAP>1989,RAP,2011-02-15,295,2011,>1989
COT>1989,COT,2011-03-15,112,2011,>1989
GOR>1989,GOR,2011-03-15,292,2011,>1989
MIS>1989,MIS,2011-03-15,181,2011,>1989
OEL>1989,OEL,2011-03-15,126,2011,>1989
ONI>1989,ONI,2011-03-15,283,2011,>1989
RAP>1989,RAP,2011-03-15,234,2011,>1989
COT>1989,COT,2011-04-15,450,2011,>1989
GOR>1989,GOR,2011-04-15,494,2011,>1989
MIS>1989,MIS,2011-04-15,390,2011,>1989
OEL>1989,OEL,2011-04-15,321,2011,>1989
ONI>1989,ONI,2011-04-15,407,2011,>1989
RAP>1989,RAP,2011-04-15,391,2011,>1989
COT>1989,COT,2011-05-15,1294,2011,>1989
GOR>1989,GOR,2011-05-15,1766,2011,>1989
MIS>1989,MIS,2011-05-15,962,2011,>1989
OEL>1989,OEL,2011-05-15,1384,2011,>1989
ONI>1989,ONI,2011-05-15,819,2011,>1989
RAP>1989,RAP,2011-05-15,1493,2011,>1989
COT>1989,COT,2011-06-15,1580,2011,>1989
GOR>1989,GOR,2011-06-15,1531,2011,>1989
MIS>1989,MIS,2011-06-15,1638,2011,>1989
OEL>1989,OEL,2011-06-15,687,2011,>1989
ONI>1989,ONI,2011-06-15,1538,2011,>1989
RAP>1989,RAP,2011-06-15,976,2011,>1989
COT>1989,COT,2011-07-15,888,2011,>1989
GOR>1989,GOR,2011-07-15,623,2011,>1989
MIS>1989,MIS,2011-07-15,1607,2011,>1989
OEL>1989,OEL,2011-07-15,192,2011,>1989
ONI>1989,ONI,2011-07-15,899,2011,>1989
RAP>1989,RAP,2011-07-15,169,2011,>1989
COT>1989,COT,2011-08-15,656,2011,>1989
GOR>1989,GOR,2011-08-15,628,2011,>1989
MIS>1989,MIS,2011-08-15,514,2011,>1989
OEL>1989,OEL,2011-08-15,387,2011,>1989
ONI>1989,ONI,2011-08-15,460,2011,>1989
RAP>1989,RAP,2011-08-15,447,2011,>1989
COT>1989,COT,2011-09-15,211,2011,>1989
GOR>1989,GOR,2011-09-15,305,2011,>1989
MIS>1989,MIS,2011-09-15,368,2011,>1989
OEL>1989,OEL,2011-09-15,325,2011,>1989
ONI>1989,ONI,2011-09-15,245,2011,>1989
RAP>1989,RAP,2011-09-15,191,2011,>1989
COT>1989,COT,2011-10-15,120,2011,>1989
GOR>1989,GOR,2011-10-15,488,2011,>1989
MIS>1989,MIS,2011-10-15,295,2011,>1989
OEL>1989,OEL,2011-10-15,237,2011,>1989
ONI>1989,ONI,2011-10-15,945,2011,>1989
RAP>1989,RAP,2011-10-15,351,2011,>1989
COT>1989,COT,2011-11-15,94,2011,>1989
GOR>1989,GOR,2011-11-15,96,2011,>1989
MIS>1989,MIS,2011-11-15,132,2011,>1989
OEL>1989,OEL,2011-11-15,86,2011,>1989
ONI>1989,ONI,2011-11-15,79,2011,>1989
RAP>1989,RAP,2011-11-15,182,2011,>1989
COT>1989,COT,2011-12-15,38,2011,>1989
GOR>1989,GOR,2011-12-15,78,2011,>1989
MIS>1989,MIS,2011-12-15,41,2011,>1989
OEL>1989,OEL,2011-12-15,30,2011,>1989
ONI>1989,ONI,2011-12-15,48,2011,>1989
RAP>1989,RAP,2011-12-15,74,2011,>1989
COT>1989,COT,2012-01-15,59,2012,>1989
GOR>1989,GOR,2012-01-15,129,2012,>1989
MIS>1989,MIS,2012-01-15,102,2012,>1989
OEL>1989,OEL,2012-01-15,178,2012,>1989
ONI>1989,ONI,2012-01-15,135,2012,>1989
RAP>1989,RAP,2012-01-15,80,2012,>1989
COT>1989,COT,2012-02-15,125,2012,>1989
GOR>1989,GOR,2012-02-15,254,2012,>1989
MIS>1989,MIS,2012-02-15,420,2012,>1989
OEL>1989,OEL,2012-02-15,115,2012,>1989
ONI>1989,ONI,2012-02-15,333,2012,>1989
RAP>1989,RAP,2012-02-15,97,2012,>1989
COT>1989,COT,2012-03-15,5,2012,>1989
GOR>1989,GOR,2012-03-15,82,2012,>1989
MIS>1989,MIS,2012-03-15,99,2012,>1989
OEL>1989,OEL,2012-03-15,30,2012,>1989
ONI>1989,ONI,2012-03-15,21,2012,>1989
RAP>1989,RAP,2012-03-15,13,2012,>1989
COT>1989,COT,2012-04-15,521,2012,>1989
GOR>1989,GOR,2012-04-15,682,2012,>1989
MIS>1989,MIS,2012-04-15,899,2012,>1989
OEL>1989,OEL,2012-04-15,448,2012,>1989
ONI>1989,ONI,2012-04-15,757,2012,>1989
RAP>1989,RAP,2012-04-15,783,2012,>1989
COT>1989,COT,2012-05-15,328,2012,>1989
GOR>1989,GOR,2012-05-15,254,2012,>1989
MIS>1989,MIS,2012-05-15,226,2012,>1989
OEL>1989,OEL,2012-05-15,675,2012,>1989
ONI>1989,ONI,2012-05-15,612,2012,>1989
RAP>1989,RAP,2012-05-15,539,2012,>1989
COT>1989,COT,2012-06-15,1149,2012,>1989
GOR>1989,GOR,2012-06-15,420,2012,>1989
MIS>1989,MIS,2012-06-15,654,2012,>1989
OEL>1989,OEL,2012-06-15,1220,2012,>1989
ONI>1989,ONI,2012-06-15,865,2012,>1989
RAP>1989,RAP,2012-06-15,518,2012,>1989
COT>1989,COT,2012-07-15,198,2012,>1989
GOR>1989,GOR,2012-07-15,265,2012,>1989
MIS>1989,MIS,2012-07-15,270,2012,>1989
OEL>1989,OEL,2012-07-15,164,2012,>1989
ONI>1989,ONI,2012-07-15,406,2012,>1989
RAP>1989,RAP,2012-07-15,398,2012,>1989
COT>1989,COT,2012-08-15,355,2012,>1989
GOR>1989,GOR,2012-08-15,127,2012,>1989
MIS>1989,MIS,2012-08-15,277,2012,>1989
OEL>1989,OEL,2012-08-15,49,2012,>1989
ONI>1989,ONI,2012-08-15,203,2012,>1989
RAP>1989,RAP,2012-08-15,148,2012,>1989
COT>1989,COT,2012-09-15,0,2012,>1989
GOR>1989,GOR,2012-09-15,155,2012,>1989
MIS>1989,MIS,2012-09-15,51,2012,>1989
OEL>1989,OEL,2012-09-15,46,2012,>1989
ONI>1989,ONI,2012-09-15,5,2012,>1989
RAP>1989,RAP,2012-09-15,35,2012,>1989
COT>1989,COT,2012-10-15,226,2012,>1989
GOR>1989,GOR,2012-10-15,152,2012,>1989
MIS>1989,MIS,2012-10-15,145,2012,>1989
OEL>1989,OEL,2012-10-15,206,2012,>1989
ONI>1989,ONI,2012-10-15,86,2012,>1989
RAP>1989,RAP,2012-10-15,112,2012,>1989
COT>1989,COT,2012-11-15,43,2012,>1989
GOR>1989,GOR,2012-11-15,180,2012,>1989
MIS>1989,MIS,2012-11-15,77,2012,>1989
OEL>1989,OEL,2012-11-15,188,2012,>1989
ONI>1989,ONI,2012-11-15,66,2012,>1989
RAP>1989,RAP,2012-11-15,115,2012,>1989
COT>1989,COT,2012-12-15,42,2012,>1989
GOR>1989,GOR,2012-12-15,121,2012,>1989
MIS>1989,MIS,2012-12-15,85,2012,>1989
OEL>1989,OEL,2012-12-15,118,2012,>1989
ONI>1989,ONI,2012-12-15,85,2012,>1989
RAP>1989,RAP,2012-12-15,63,2012,>1989
COT>1989,COT,2013-01-15,223,2013,>1989
GOR>1989,GOR,2013-01-15,141,2013,>1989
MIS>1989,MIS,2013-01-15,78,2013,>1989
OEL>1989,OEL,2013-01-15,120,2013,>1989
ONI>1989,ONI,2013-01-15,185,2013,>1989
RAP>1989,RAP,2013-01-15,110,2013,>1989
COT>1989,COT,2013-02-15,54,2013,>1989
GOR>1989,GOR,2013-02-15,238,2013,>1989
MIS>1989,MIS,2013-02-15,237,2013,>1989
OEL>1989,OEL,2013-02-15,25,2013,>1989
ONI>1989,ONI,2013-02-15,188,2013,>1989
RAP>1989,RAP,2013-02-15,46,2013,>1989
COT>1989,COT,2013-03-15,142,2013,>1989
GOR>1989,GOR,2013-03-15,175,2013,>1989
MIS>1989,MIS,2013-03-15,397,2013,>1989
OEL>1989,OEL,2013-03-15,83,2013,>1989
ONI>1989,ONI,2013-03-15,84,2013,>1989
RAP>1989,RAP,2013-03-15,209,2013,>1989
COT>1989,COT,2013-04-15,735,2013,>1989
GOR>1989,GOR,2013-04-15,582,2013,>1989
MIS>1989,MIS,2013-04-15,602,2013,>1989
OEL>1989,OEL,2013-04-15,604,2013,>1989
ONI>1989,ONI,2013-04-15,509,2013,>1989
RAP>1989,RAP,2013-04-15,770,2013,>1989
COT>1989,COT,2013-05-15,864,2013,>1989
GOR>1989,GOR,2013-05-15,1161,2013,>1989
MIS>1989,MIS,2013-05-15,1434,2013,>1989
OEL>1989,OEL,2013-05-15,608,2013,>1989
ONI>1989,ONI,2013-05-15,1592,2013,>1989
RAP>1989,RAP,2013-05-15,803,2013,>1989
COT>1989,COT,2013-06-15,579,2013,>1989
GOR>1989,GOR,2013-06-15,832,2013,>1989
MIS>1989,MIS,2013-06-15,275,2013,>1989
OEL>1989,OEL,2013-06-15,469,2013,>1989
ONI>1989,ONI,2013-06-15,391,2013,>1989
RAP>1989,RAP,2013-06-15,550,2013,>1989
COT>1989,COT,2013-07-15,199,2013,>1989
GOR>1989,GOR,2013-07-15,434,2013,>1989
MIS>1989,MIS,2013-07-15,409,2013,>1989
OEL>1989,OEL,2013-07-15,1057,2013,>1989
ONI>1989,ONI,2013-07-15,1101,2013,>1989
RAP>1989,RAP,2013-07-15,475,2013,>1989
COT>1989,COT,2013-08-15,767,2013,>1989
GOR>1989,GOR,2013-08-15,1394,2013,>1989
MIS>1989,MIS,2013-08-15,399,2013,>1989
OEL>1989,OEL,2013-08-15,519,2013,>1989
ONI>1989,ONI,2013-08-15,645,2013,>1989
RAP>1989,RAP,2013-08-15,612,2013,>1989
COT>1989,COT,2013-09-15,134,2013,>1989
GOR>1989,GOR,2013-09-15,279,2013,>1989
MIS>1989,MIS,2013-09-15,288,2013,>1989
OEL>1989,OEL,2013-09-15,461,2013,>1989
ONI>1989,ONI,2013-09-15,316,2013,>1989
RAP>1989,RAP,2013-09-15,301,2013,>1989
COT>1989,COT,2013-10-15,1759,2013,>1989
GOR>1989,GOR,2013-10-15,1088,2013,>1989
MIS>1989,MIS,2013-10-15,796,2013,>1989
OEL>1989,OEL,2013-10-15,1253,2013,>1989
ONI>1989,ONI,2013-10-15,1796,2013,>1989
RAP>1989,RAP,2013-10-15,1402,2013,>1989
COT>1989,COT,2013-11-15,79,2013,>1989
GOR>1989,GOR,2013-11-15,270,2013,>1989
MIS>1989,MIS,2013-11-15,118,2013,>1989
OEL>1989,OEL,2013-11-15,123,2013,>1989
ONI>1989,ONI,2013-11-15,89,2013,>1989
RAP>1989,RAP,2013-11-15,96,2013,>1989
COT>1989,COT,2013-12-15,196,2013,>1989
GOR>1989,GOR,2013-12-15,120,2013,>1989
MIS>1989,MIS,2013-12-15,171,2013,>1989
OEL>1989,OEL,2013-12-15,120,2013,>1989
ONI>1989,ONI,2013-12-15,195,2013,>1989
RAP>1989,RAP,2013-12-15,143,2013,>1989
COT>1989,COT,2014-01-15,15,2014,>1989
GOR>1989,GOR,2014-01-15,41,2014,>1989
MIS>1989,MIS,2014-01-15,8,2014,>1989
OEL>1989,OEL,2014-01-15,13,2014,>1989
ONI>1989,ONI,2014-01-15,64,2014,>1989
RAP>1989,RAP,2014-01-15,52,2014,>1989
COT>1989,COT,2014-02-15,57,2014,>1989
GOR>1989,GOR,2014-02-15,161,2014,>1989
MIS>1989,MIS,2014-02-15,65,2014,>1989
OEL>1989,OEL,2014-02-15,73,2014,>1989
ONI>1989,ONI,2014-02-15,158,2014,>1989
RAP>1989,RAP,2014-02-15,70,2014,>1989
COT>1989,COT,2014-03-15,69,2014,>1989
GOR>1989,GOR,2014-03-15,100,2014,>1989
MIS>1989,MIS,2014-03-15,74,2014,>1989
OEL>1989,OEL,2014-03-15,157,2014,>1989
ONI>1989,ONI,2014-03-15,284,2014,>1989
RAP>1989,RAP,2014-03-15,279,2014,>1989
COT>1989,COT,2014-04-15,315,2014,>1989
GOR>1989,GOR,2014-04-15,709,2014,>1989
MIS>1989,MIS,2014-04-15,479,2014,>1989
OEL>1989,OEL,2014-04-15,945,2014,>1989
ONI>1989,ONI,2014-04-15,594,2014,>1989
RAP>1989,RAP,2014-04-15,578,2014,>1989
COT>1989,COT,2014-05-15,592,2014,>1989
GOR>1989,GOR,2014-05-15,1151,2014,>1989
MIS>1989,MIS,2014-05-15,1238,2014,>1989
OEL>1989,OEL,2014-05-15,807,2014,>1989
ONI>1989,ONI,2014-05-15,638,2014,>1989
RAP>1989,RAP,2014-05-15,391,2014,>1989
COT>1989,COT,2014-06-15,1045,2014,>1989
GOR>1989,GOR,2014-06-15,1099,2014,>1989
MIS>1989,MIS,2014-06-15,2042,2014,>1989
OEL>1989,OEL,2014-06-15,1012,2014,>1989
ONI>1989,ONI,2014-06-15,1364,2014,>1989
RAP>1989,RAP,2014-06-15,1333,2014,>1989
COT>1989,COT,2014-07-15,206,2014,>1989
GOR>1989,GOR,2014-07-15,544,2014,>1989
MIS>1989,MIS,2014-07-15,356,2014,>1989
OEL>1989,OEL,2014-07-15,251,2014,>1989
ONI>1989,ONI,2014-07-15,237,2014,>1989
RAP>1989,RAP,2014-07-15,493,2014,>1989
COT>1989,COT,2014-08-15,716,2014,>1989
GOR>1989,GOR,2014-08-15,622,2014,>1989
MIS>1989,MIS,2014-08-15,1017,2014,>1989
OEL>1989,OEL,2014-08-15,829,2014,>1989
ONI>1989,ONI,2014-08-15,672,2014,>1989
RAP>1989,RAP,2014-08-15,1022,2014,>1989
COT>1989,COT,2014-09-15,533,2014,>1989
GOR>1989,GOR,2014-09-15,800,2014,>1989
MIS>1989,MIS,2014-09-15,366,2014,>1989
OEL>1989,OEL,2014-09-15,974,2014,>1989
ONI>1989,ONI,2014-09-15,190,2014,>1989
RAP>1989,RAP,2014-09-15,806,2014,>1989
COT>1989,COT,2014-10-15,79,2014,>1989
GOR>1989,GOR,2014-10-15,114,2014,>1989
MIS>1989,MIS,2014-10-15,120,2014,>1989
OEL>1989,OEL,2014-10-15,180,2014,>1989
ONI>1989,ONI,2014-10-15,149,2014,>1989
RAP>1989,RAP,2014-10-15,137,2014,>1989
COT>1989,COT,2014-11-15,134,2014,>1989
GOR>1989,GOR,2014-11-15,226,2014,>1989
MIS>1989,MIS,2014-11-15,203,2014,>1989
OEL>1989,OEL,2014-11-15,153,2014,>1989
ONI>1989,ONI,2014-11-15,140,2014,>1989
RAP>1989,RAP,2014-11-15,207,2014,>1989
COT>1989,COT,2014-12-15,103,2014,>1989
GOR>1989,GOR,2014-12-15,320,2014,>1989
MIS>1989,MIS,2014-12-15,333,2014,>1989
OEL>1989,OEL,2014-12-15,94,2014,>1989
ONI>1989,ONI,2014-12-15,125,2014,>1989
RAP>1989,RAP,2014-12-15,107,2014,>1989
COT>1989,COT,2015-01-15,0,2015,>1989
GOR>1989,GOR,2015-01-15,36,2015,>1989
MIS>1989,MIS,2015-01-15,26,2015,>1989
OEL>1989,OEL,2015-01-15,61,2015,>1989
ONI>1989,ONI,2015-01-15,65,2015,>1989
RAP>1989,RAP,2015-01-15,47,2015,>1989
COT>1989,COT,2015-02-15,46,2015,>1989
GOR>1989,GOR,2015-02-15,105,2015,>1989
MIS>1989,MIS,2015-02-15,174,2015,>1989
OEL>1989,OEL,2015-02-15,112,2015,>1989
ONI>1989,ONI,2015-02-15,79,2015,>1989
RAP>1989,RAP,2015-02-15,63,2015,>1989
COT>1989,COT,2015-03-15,25,2015,>1989
GOR>1989,GOR,2015-03-15,41,2015,>1989
MIS>1989,MIS,2015-03-15,28,2015,>1989
OEL>1989,OEL,2015-03-15,51,2015,>1989
ONI>1989,ONI,2015-03-15,29,2015,>1989
RAP>1989,RAP,2015-03-15,25,2015,>1989
COT>1989,COT,2015-04-15,203,2015,>1989
GOR>1989,GOR,2015-04-15,718,2015,>1989
MIS>1989,MIS,2015-04-15,569,2015,>1989
OEL>1989,OEL,2015-04-15,414,2015,>1989
ONI>1989,ONI,2015-04-15,118,2015,>1989
RAP>1989,RAP,2015-04-15,168,2015,>1989
COT>1989,COT,2015-05-15,1752,2015,>1989
GOR>1989,GOR,2015-05-15,1868,2015,>1989
MIS>1989,MIS,2015-05-15,1983,2015,>1989
OEL>1989,OEL,2015-05-15,1506,2015,>1989
ONI>1989,ONI,2015-05-15,1389,2015,>1989
RAP>1989,RAP,2015-05-15,1742,2015,>1989
COT>1989,COT,2015-06-15,1725,2015,>1989
GOR>1989,GOR,2015-06-15,1241,2015,>1989
MIS>1989,MIS,2015-06-15,910,2015,>1989
OEL>1989,OEL,2015-06-15,1538,2015,>1989
ONI>1989,ONI,2015-06-15,842,2015,>1989
RAP>1989,RAP,2015-06-15,1810,2015,>1989
COT>1989,COT,2015-07-15,244,2015,>1989
GOR>1989,GOR,2015-07-15,661,2015,>1989
MIS>1989,MIS,2015-07-15,526,2015,>1989
OEL>1989,OEL,2015-07-15,384,2015,>1989
ONI>1989,ONI,2015-07-15,343,2015,>1989
RAP>1989,RAP,2015-07-15,1019,2015,>1989
COT>1989,COT,2015-08-15,774,2015,>1989
GOR>1989,GOR,2015-08-15,460,2015,>1989
MIS>1989,MIS,2015-08-15,587,2015,>1989
OEL>1989,OEL,2015-08-15,394,2015,>1989
ONI>1989,ONI,2015-08-15,708,2015,>1989
RAP>1989,RAP,2015-08-15,867,2015,>1989
COT>1989,COT,2015-09-15,229,2015,>1989
GOR>1989,GOR,2015-09-15,255,2015,>1989
MIS>1989,MIS,2015-09-15,646,2015,>1989
OEL>1989,OEL,2015-09-15,132,2015,>1989
ONI>1989,ONI,2015-09-15,486,2015,>1989
RAP>1989,RAP,2015-09-15,64,2015,>1989
COT>1989,COT,2015-10-15,366,2015,>1989
GOR>1989,GOR,2015-10-15,370,2015,>1989
MIS>1989,MIS,2015-10-15,297,2015,>1989
OEL>1989,OEL,2015-10-15,452,2015,>1989
ONI>1989,ONI,2015-10-15,343,2015,>1989
RAP>1989,RAP,2015-10-15,333,2015,>1989
COT>1989,COT,2015-11-15,201,2015,>1989
GOR>1989,GOR,2015-11-15,214,2015,>1989
MIS>1989,MIS,2015-11-15,236,2015,>1989
OEL>1989,OEL,2015-11-15,314,2015,>1989
ONI>1989,ONI,2015-11-15,256,2015,>1989
RAP>1989,RAP,2015-11-15,118,2015,>1989
COT>1989,COT,2015-12-15,374,2015,>1989
GOR>1989,GOR,2015-12-15,353,2015,>1989
MIS>1989,MIS,2015-12-15,390,2015,>1989
OEL>1989,OEL,2015-12-15,221,2015,>1989
ONI>1989,ONI,2015-12-15,314,2015,>1989
RAP>1989,RAP,2015-12-15,161,2015,>1989
COT>1989,COT,2016-01-15,31,2016,>1989
GOR>1989,GOR,2016-01-15,51,2016,>1989
MIS>1989,MIS,2016-01-15,134,2016,>1989
OEL>1989,OEL,2016-01-15,30,2016,>1989
ONI>1989,ONI,2016-01-15,72,2016,>1989
RAP>1989,RAP,2016-01-15,54,2016,>1989
COT>1989,COT,2016-02-15,48,2016,>1989
GOR>1989,GOR,2016-02-15,84,2016,>1989
MIS>1989,MIS,2016-02-15,43,2016,>1989
OEL>1989,OEL,2016-02-15,147,2016,>1989
ONI>1989,ONI,2016-02-15,309,2016,>1989
RAP>1989,RAP,2016-02-15,163,2016,>1989
COT>1989,COT,2016-03-15,387,2016,>1989
GOR>1989,GOR,2016-03-15,371,2016,>1989
MIS>1989,MIS,2016-03-15,343,2016,>1989
OEL>1989,OEL,2016-03-15,315,2016,>1989
ONI>1989,ONI,2016-03-15,235,2016,>1989
RAP>1989,RAP,2016-03-15,278,2016,>1989
COT>1989,COT,2016-04-15,793,2016,>1989
GOR>1989,GOR,2016-04-15,1117,2016,>1989
MIS>1989,MIS,2016-04-15,1002,2016,>1989
OEL>1989,OEL,2016-04-15,619,2016,>1989
ONI>1989,ONI,2016-04-15,1339,2016,>1989
RAP>1989,RAP,2016-04-15,470,2016,>1989
COT>1989,COT,2016-05-15,239,2016,>1989
GOR>1989,GOR,2016-05-15,461,2016,>1989
MIS>1989,MIS,2016-05-15,1191,2016,>1989
OEL>1989,OEL,2016-05-15,531,2016,>1989
ONI>1989,ONI,2016-05-15,435,2016,>1989
RAP>1989,RAP,2016-05-15,214,2016,>1989
COT>1989,COT,2016-06-15,268,2016,>1989
GOR>1989,GOR,2016-06-15,282,2016,>1989
MIS>1989,MIS,2016-06-15,961,2016,>1989
OEL>1989,OEL,2016-06-15,594,2016,>1989
ONI>1989,ONI,2016-06-15,566,2016,>1989
RAP>1989,RAP,2016-06-15,311,2016,>1989
COT>1989,COT,2016-07-15,795,2016,>1989
GOR>1989,GOR,2016-07-15,780,2016,>1989
MIS>1989,MIS,2016-07-15,1418,2016,>1989
OEL>1989,OEL,2016-07-15,239,2016,>1989
ONI>1989,ONI,2016-07-15,764,2016,>1989
RAP>1989,RAP,2016-07-15,720,2016,>1989
COT>1989,COT,2016-08-15,628,2016,>1989
GOR>1989,GOR,2016-08-15,361,2016,>1989
MIS>1989,MIS,2016-08-15,402,2016,>1989
OEL>1989,OEL,2016-08-15,340,2016,>1989
ONI>1989,ONI,2016-08-15,510,2016,>1989
RAP>1989,RAP,2016-08-15,580,2016,>1989
COT>1989,COT,2016-09-15,29,2016,>1989
GOR>1989,GOR,2016-09-15,163,2016,>1989
MIS>1989,MIS,2016-09-15,325,2016,>1989
OEL>1989,OEL,2016-09-15,384,2016,>1989
ONI>1989,ONI,2016-09-15,499,2016,>1989
RAP>1989,RAP,2016-09-15,213,2016,>1989
COT>1989,COT,2016-10-15,80,2016,>1989
GOR>1989,GOR,2016-10-15,140,2016,>1989
MIS>1989,MIS,2016-10-15,363,2016,>1989
OEL>1989,OEL,2016-10-15,130,2016,>1989
ONI>1989,ONI,2016-10-15,183,2016,>1989
RAP>1989,RAP,2016-10-15,117,2016,>1989
COT>1989,COT,2016-11-15,41,2016,>1989
GOR>1989,GOR,2016-11-15,101,2016,>1989
MIS>1989,MIS,2016-11-15,219,2016,>1989
OEL>1989,OEL,2016-11-15,38,2016,>1989
ONI>1989,ONI,2016-11-15,255,2016,>1989
RAP>1989,RAP,2016-11-15,59,2016,>1989
COT>1989,COT,2016-12-15,172,2016,>1989
GOR>1989,GOR,2016-12-15,240,2016,>1989
MIS>1989,MIS,2016-12-15,262,2016,>1989
OEL>1989,OEL,2016-12-15,271,2016,>1989
ONI>1989,ONI,2016-12-15,418,2016,>1989
RAP>1989,RAP,2016-12-15,196,2016,>1989
COT>1989,COT,2017-01-15,224,2017,>1989
GOR>1989,GOR,2017-01-15,376,2017,>1989
MIS>1989,MIS,2017-01-15,245,2017,>1989
OEL>1989,OEL,2017-01-15,206,2017,>1989
ONI>1989,ONI,2017-01-15,213,2017,>1989
RAP>1989,RAP,2017-01-15,90,2017,>1989
COT>1989,COT,2017-02-15,77,2017,>1989
GOR>1989,GOR,2017-02-15,274,2017,>1989
MIS>1989,MIS,2017-02-15,183,2017,>1989
OEL>1989,OEL,2017-02-15,350,2017,>1989
ONI>1989,ONI,2017-02-15,104,2017,>1989
RAP>1989,RAP,2017-02-15,119,2017,>1989
COT>1989,COT,2017-03-15,194,2017,>1989
GOR>1989,GOR,2017-03-15,450,2017,>1989
MIS>1989,MIS,2017-03-15,197,2017,>1989
OEL>1989,OEL,2017-03-15,330,2017,>1989
ONI>1989,ONI,2017-03-15,123,2017,>1989
RAP>1989,RAP,2017-03-15,135,2017,>1989
COT>1989,COT,2017-04-15,586,2017,>1989
GOR>1989,GOR,2017-04-15,606,2017,>1989
MIS>1989,MIS,2017-04-15,432,2017,>1989
OEL>1989,OEL,2017-04-15,709,2017,>1989
ONI>1989,ONI,2017-04-15,393,2017,>1989
RAP>1989,RAP,2017-04-15,450,2017,>1989
COT>1989,COT,2017-05-15,275,2017,>1989
GOR>1989,GOR,2017-05-15,1125,2017,>1989
MIS>1989,MIS,2017-05-15,1266,2017,>1989
OEL>1989,OEL,2017-05-15,533,2017,>1989
ONI>1989,ONI,2017-05-15,202,2017,>1989
RAP>1989,RAP,2017-05-15,296,2017,>1989
COT>1989,COT,2017-06-15,799,2017,>1989
GOR>1989,GOR,2017-06-15,701,2017,>1989
MIS>1989,MIS,2017-06-15,113,2017,>1989
OEL>1989,OEL,2017-06-15,580,2017,>1989
ONI>1989,ONI,2017-06-15,737,2017,>1989
RAP>1989,RAP,2017-06-15,445,2017,>1989
COT>1989,COT,2017-07-15,404,2017,>1989
GOR>1989,GOR,2017-07-15,605,2017,>1989
MIS>1989,MIS,2017-07-15,325,2017,>1989
OEL>1989,OEL,2017-07-15,355,2017,>1989
ONI>1989,ONI,2017-07-15,344,2017,>1989
RAP>1989,RAP,2017-07-15,272,2017,>1989
COT>1989,COT,2017-08-15,94,2017,>1989
GOR>1989,GOR,2017-08-15,548,2017,>1989
MIS>1989,MIS,2017-08-15,1119,2017,>1989
