sta,date,prcp
GOR,1975-07-15,473
GOR,1976-07-15,1199
GOR,1977-07-15,388
GOR,1978-07-15,670
GOR,1979-07-15,914
GOR,1980-07-15,367
GOR,1981-07-15,1288
GOR,1982-07-15,556
GOR,1983-07-15,929
GOR,1984-07-15,2053
GOR,1985-07-15,1296
GOR,1986-07-15,650
GOR,1987-07-15,2223
GOR,1988-07-15,858
GOR,1989-07-15,263
GOR,1990-07-15,595
GOR,1991-07-15,586
GOR,1992-07-15,1057
GOR,1993-07-15,936
GOR,1994-07-15,638
GOR,1995-07-15,797
GOR,1996-07-15,381
GOR,1997-07-15,1392
GOR,1998-07-15,1159
GOR,1999-07-15,1345
GOR,2000-07-15,258
GOR,2001-07-15,1092
GOR,2002-07-15,135
GOR,2003-07-15,51
GOR,2004-07-15,783
GOR,2005-07-15,228
GOR,2006-07-15,376
GOR,2007-07-15,143
GOR,2008-07-15,855
GOR,2009-07-15,283
GOR,2010-07-15,971
GOR,2011-07-15,623
GOR,2012-07-15,265
GOR,2013-07-15,434
GOR,2014-07-15,544
GOR,2015-07-15,661
GOR,2016-07-15,780
GOR,2017-07-15,605
GOR,2018-07-15,953
GOR,1959-08-15,114
GOR,1960-08-15,683
GOR,1961-08-15,452
GOR,1962-08-15,254
GOR,1963-08-15,485
GOR,1964-08-15,488
GOR,1965-08-15,467
GOR,1966-08-15,1168
GOR,1967-08-15,92
GOR,1968-08-15,1178
GOR,1969-08-15,196
GOR,1970-08-15,8
GOR,1971-08-15,124
GOR,1972-08-15,209
GOR,1973-08-15,384
GOR,1974-08-15,627
GOR,1975-08-15,232
GOR,1976-08-15,94
GOR,1977-08-15,1089
GOR,1978-08-15,940
GOR,1979-08-15,524
GOR,1980-08-15,533
GOR,1981-08-15,401
GOR,1982-08-15,540
GOR,1983-08-15,178
GOR,1984-08-15,269
GOR,1985-08-15,1455
GOR,1986-08-15,497
GOR,1987-08-15,417
GOR,1988-08-15,111
GOR,1989-08-15,539
GOR,1990-08-15,529
GOR,1991-08-15,477
GOR,1992-08-15,515
GOR,1993-08-15,325
GOR,1994-08-15,99
GOR,1995-08-15,218
GOR,1996-08-15,591
GOR,1997-08-15,465
GOR,1998-08-15,405
GOR,1999-08-15,262
GOR,2000-08-15,155
GOR,2001-08-15,158
GOR,2002-08-15,520
GOR,2003-08-15,364
GOR,2004-08-15,399
GOR,2005-08-15,610
GOR,2006-08-15,746
GOR,2007-08-15,500
GOR,2008-08-15,716
GOR,2009-08-15,892
GOR,2010-08-15,313
GOR,2011-08-15,628
GOR,2012-08-15,127
GOR,2013-08-15,1394
GOR,2014-08-15,622
GOR,2015-08-15,460
GOR,2016-08-15,361
GOR,2017-08-15,548
GOR,2018-08-15,203
GOR,1959-09-15,562
GOR,1960-09-15,94
GOR,1961-09-15,364
GOR,1962-09-15,97
GOR,1963-09-15,558
GOR,1964-09-15,196
GOR,1965-09-15,897
GOR,1966-09-15,327
GOR,1967-09-15,270
GOR,1968-09-15,188
GOR,1969-09-15,81
GOR,1970-09-15,156
GOR,1971-09-15,567
GOR,1972-09-15,256
GOR,1973-09-15,1175
GOR,1974-09-15,211
GOR,1975-09-15,121
GOR,1976-09-15,62
GOR,1977-09-15,609
GOR,1978-09-15,139
GOR,1979-09-15,79
GOR,1980-09-15,56
GOR,1981-09-15,127
GOR,1982-09-15,410
GOR,1983-09-15,106
GOR,1984-09-15,117
GOR,1985-09-15,953
GOR,1986-09-15,850
GOR,1987-09-15,590
GOR,1988-09-15,422
GOR,1989-09-15,1179
GOR,1990-09-15,282
GOR,1991-09-15,475
GOR,1992-09-15,501
GOR,1993-09-15,756
GOR,1994-09-15,191
GOR,1995-09-15,245
GOR,1996-09-15,694
GOR,1997-09-15,184
GOR,1998-09-15,514
GOR,1999-09-15,532
GOR,2000-09-15,223
GOR,2001-09-15,66
GOR,2002-09-15,907
GOR,2003-09-15,315
GOR,2004-09-15,796
GOR,2005-09-15,85
GOR,2006-09-15,687
GOR,2007-09-15,231
GOR,2008-09-15,657
GOR,2009-09-15,71
GOR,2010-09-15,312
GOR,2011-09-15,305
GOR,2012-09-15,155
GOR,2013-09-15,279
GOR,2014-09-15,800
GOR,2015-09-15,255
GOR,2016-09-15,163
GOR,2017-09-15,439
GOR,2018-09-15,395
GOR,1958-10-15,129
GOR,1959-10-15,254
GOR,1960-10-15,53
GOR,1961-10-15,214
GOR,1962-10-15,208
GOR,1963-10-15,163
GOR,1964-10-15,0
GOR,1965-10-15,361
GOR,1966-10-15,253
GOR,1967-10-15,184
GOR,1968-10-15,132
GOR,1969-10-15,341
GOR,1970-10-15,267
GOR,1971-10-15,425
GOR,1972-10-15,64
GOR,1973-10-15,204
GOR,1974-10-15,59
GOR,1975-10-15,107
GOR,1976-10-15,122
GOR,1977-10-15,209
GOR,1978-10-15,83
GOR,1979-10-15,648
GOR,1980-10-15,206
GOR,1981-10-15,315
GOR,1982-10-15,1143
GOR,1983-10-15,291
GOR,1984-10-15,161
GOR,1985-10-15,119
GOR,1986-10-15,511
GOR,1987-10-15,51
GOR,1988-10-15,61
GOR,1989-10-15,63
GOR,1990-10-15,226
GOR,1991-10-15,259
GOR,1992-10-15,150
GOR,1993-10-15,589
GOR,1994-10-15,785
GOR,1995-10-15,668
GOR,1996-10-15,622
GOR,1997-10-15,535
GOR,1998-10-15,1199
GOR,1999-10-15,61
GOR,2000-10-15,328
GOR,2001-10-15,254
GOR,2002-10-15,299
GOR,2003-10-15,176
GOR,2004-10-15,569
GOR,2005-10-15,198
GOR,2006-10-15,155
GOR,2007-10-15,583
GOR,2008-10-15,299
GOR,2009-10-15,869
GOR,2010-10-15,293
GOR,2011-10-15,488
GOR,2012-10-15,152
GOR,2013-10-15,1088
GOR,2014-10-15,114
GOR,2015-10-15,370
GOR,2016-10-15,140
GOR,2017-10-15,292
GOR,2018-10-15,276
GOR,1958-11-15,16
GOR,1959-11-15,56
GOR,1960-11-15,122
GOR,1961-11-15,28
GOR,1962-11-15,8
GOR,1963-11-15,8
GOR,1964-11-15,13
GOR,1965-11-15,10
GOR,1966-11-15,33
GOR,1967-11-15,61
GOR,1968-11-15,80
GOR,1969-11-15,85
GOR,1970-11-15,74
GOR,1971-11-15,129
GOR,1972-11-15,300
GOR,1973-11-15,217
GOR,1974-11-15,61
GOR,1975-11-15,157
GOR,1976-11-15,43
GOR,1977-11-15,191
GOR,1978-11-15,111
GOR,1979-11-15,31
GOR,1980-11-15,39
GOR,1981-11-15,140
GOR,1982-11-15,255
GOR,1983-11-15,235
GOR,1984-11-15,646
GOR,1985-11-15,634
GOR,1986-11-15,231
GOR,1987-11-15,69
GOR,1988-11-15,104
GOR,1989-11-15,31
GOR,1990-11-15,102
GOR,1991-11-15,294
GOR,1992-11-15,313
GOR,1993-11-15,330
GOR,1994-11-15,104
GOR,1995-11-15,231
GOR,1996-11-15,121
GOR,1997-11-15,99
GOR,1998-11-15,306
GOR,1999-11-15,71
GOR,2000-11-15,275
GOR,2001-11-15,181
GOR,2002-11-15,56
GOR,2003-11-15,188
GOR,2004-11-15,153
GOR,2005-11-15,84
GOR,2006-11-15,92
GOR,2007-11-15,0
GOR,2008-11-15,505
GOR,2009-11-15,138
GOR,2010-11-15,88
GOR,2011-11-15,96
GOR,2012-11-15,180
GOR,2013-11-15,270
GOR,2014-11-15,226
GOR,2015-11-15,214
GOR,2016-11-15,101
GOR,2017-11-15,138
GOR,1958-12-15,61
GOR,1959-12-15,3
GOR,1960-12-15,100
GOR,1961-12-15,67
GOR,1962-12-15,64
GOR,1963-12-15,124
GOR,1964-12-15,130
GOR,1965-12-15,180
GOR,1966-12-15,115
GOR,1967-12-15,244
GOR,1968-12-15,183
GOR,1969-12-15,71
GOR,1970-12-15,62
GOR,1971-12-15,33
GOR,1972-12-15,116
GOR,1973-12-15,179
GOR,1974-12-15,73
GOR,1975-12-15,91
GOR,1976-12-15,8
GOR,1977-12-15,272
GOR,1978-12-15,196
GOR,1979-12-15,10
GOR,1980-12-15,44
GOR,1981-12-15,280
GOR,1982-12-15,58
GOR,1983-12-15,173
GOR,1984-12-15,58
GOR,1985-12-15,91
GOR,1986-12-15,0
GOR,1987-12-15,436
GOR,1988-12-15,144
GOR,1989-12-15,87
GOR,1990-12-15,190
GOR,1991-12-15,0
GOR,1992-12-15,114
GOR,1993-12-15,185
GOR,1994-12-15,117
GOR,1995-12-15,18
GOR,1996-12-15,130
GOR,1997-12-15,72
GOR,1998-12-15,43
GOR,1999-12-15,61
GOR,2000-12-15,102
GOR,2001-12-15,0
GOR,2002-12-15,56
GOR,2003-12-15,120
GOR,2004-12-15,13
GOR,2005-12-15,71
GOR,2006-12-15,114
GOR,2007-12-15,199
GOR,2008-12-15,5
GOR,2009-12-15,235
GOR,2010-12-15,76
GOR,2011-12-15,78
GOR,2012-12-15,121
GOR,2013-12-15,120
GOR,2014-12-15,320
GOR,2015-12-15,353
GOR,2016-12-15,240
GOR,2017-12-15,166
MIS,1959-01-15,28
MIS,1960-01-15,33
MIS,1961-01-15,8
MIS,1962-01-15,44
MIS,1963-01-15,49
MIS,1964-01-15,25
MIS,1965-01-15,51
MIS,1966-01-15,13
MIS,1967-01-15,76
MIS,1968-01-15,96
MIS,1969-01-15,58
MIS,1970-01-15,8
MIS,1971-01-15,33
MIS,1972-01-15,33
MIS,1973-01-15,139
MIS,1974-01-15,10
MIS,1975-01-15,179
MIS,1976-01-15,152
MIS,1977-01-15,68
MIS,1978-01-15,64
MIS,1979-01-15,255
MIS,1980-01-15,20
MIS,1981-01-15,20
MIS,1982-01-15,125
MIS,1983-01-15,5
MIS,1984-01-15,18
MIS,1985-01-15,343
MIS,1986-01-15,129
MIS,1987-01-15,13
MIS,1988-01-15,173
MIS,1989-01-15,0
MIS,1990-01-15,10
MIS,1991-01-15,70
MIS,1992-01-15,221
MIS,1993-01-15,57
MIS,1994-01-15,158
MIS,1995-01-15,21
MIS,1996-01-15,259
MIS,1997-01-15,130
MIS,1998-01-15,51
MIS,1999-01-15,48
MIS,2000-01-15,49
MIS,2001-01-15,234
MIS,2002-01-15,38
MIS,2003-01-15,96
MIS,2004-01-15,23
MIS,2005-01-15,89
MIS,2006-01-15,43
MIS,2007-01-15,46
MIS,2008-01-15,66
MIS,2009-01-15,104
MIS,2010-01-15,107
MIS,2011-01-15,200
MIS,2012-01-15,102
MIS,2013-01-15,78
MIS,2014-01-15,8
MIS,2015-01-15,26
MIS,2016-01-15,134
MIS,2017-01-15,245
MIS,2018-01-15,179
MIS,1959-02-15,38
MIS,1960-02-15,403
MIS,1961-02-15,43
MIS,1962-02-15,335
MIS,1963-02-15,20
MIS,1964-02-15,45
MIS,1965-02-15,10
MIS,1966-02-15,97
MIS,1967-02-15,5
MIS,1968-02-15,156
MIS,1969-02-15,320
MIS,1970-02-15,0
MIS,1971-02-15,216
MIS,1972-02-15,25
MIS,1973-02-15,68
MIS,1974-02-15,53
MIS,1975-02-15,46
MIS,1976-02-15,36
MIS,1977-02-15,294
MIS,1978-02-15,385
MIS,1979-02-15,25
MIS,1980-02-15,102
MIS,1981-02-15,25
MIS,1982-02-15,26
MIS,1983-02-15,0
MIS,1984-02-15,140
MIS,1985-02-15,23
MIS,1986-02-15,102
MIS,1987-02-15,342
MIS,1988-02-15,142
MIS,1989-02-15,104
MIS,1990-02-15,104
MIS,1991-02-15,173
MIS,1992-02-15,194
MIS,1993-02-15,289
MIS,1994-02-15,117
MIS,1995-02-15,132
MIS,1996-02-15,117
MIS,1997-02-15,125
MIS,1998-02-15,171
MIS,1999-02-15,186
MIS,2000-02-15,565
MIS,2001-02-15,186
MIS,2002-02-15,66
MIS,2003-02-15,143
MIS,2004-02-15,76
MIS,2005-02-15,31
MIS,2006-02-15,97
MIS,2007-02-15,284
MIS,2008-02-15,96
MIS,2009-02-15,265
MIS,2010-02-15,49
MIS,2011-02-15,233
MIS,2012-02-15,420
MIS,2013-02-15,237
MIS,2014-02-15,65
MIS,2015-02-15,174
MIS,2016-02-15,43
MIS,2017-02-15,183
MIS,2018-02-15,121
MIS,1959-03-15,208
MIS,1960-03-15,127
MIS,1961-03-15,88
MIS,1962-03-15,202
MIS,1963-03-15,406
MIS,1964-03-15,104
MIS,1965-03-15,5
MIS,1966-03-15,91
MIS,1967-03-15,76
MIS,1968-03-15,177
MIS,1969-03-15,178
MIS,1970-03-15,358
MIS,1971-03-15,77
MIS,1972-03-15,73
MIS,1973-03-15,612
MIS,1974-03-15,239
MIS,1975-03-15,551
MIS,1976-03-15,43
MIS,1977-03-15,1985
MIS,1978-03-15,94
MIS,1979-03-15,289
MIS,1980-03-15,359
MIS,1981-03-15,459
MIS,1982-03-15,280
MIS,1983-03-15,530
MIS,1984-03-15,229
MIS,1985-03-15,206
MIS,1986-03-15,486
MIS,1987-03-15,602
MIS,1988-03-15,346
MIS,1989-03-15,213
MIS,1990-03-15,361
MIS,1991-03-15,280
MIS,1992-03-15,284
MIS,1993-03-15,209
MIS,1994-03-15,116
MIS,1995-03-15,284
MIS,1996-03-15,181
MIS,1997-03-15,29
MIS,1998-03-15,392
MIS,1999-03-15,78
MIS,2000-03-15,125
MIS,2001-03-15,88
MIS,2002-03-15,168
MIS,2003-03-15,335
MIS,2004-03-15,755
MIS,2005-03-15,329
MIS,2006-03-15,371
MIS,2007-03-15,558
MIS,2008-03-15,214
MIS,2009-03-15,446
MIS,2010-03-15,349
MIS,2011-03-15,181
MIS,2012-03-15,99
MIS,2013-03-15,397
MIS,2014-03-15,74
MIS,2015-03-15,28
MIS,2016-03-15,343
MIS,2017-03-15,197
MIS,2018-03-15,334
MIS,1959-04-15,229
MIS,1960-04-15,1059
MIS,1961-04-15,132
MIS,1962-04-15,148
MIS,1963-04-15,746
MIS,1964-04-15,1033
MIS,1965-04-15,138
MIS,1966-04-15,251
MIS,1967-04-15,109
MIS,1968-04-15,1188
MIS,1969-04-15,213
MIS,1970-04-15,1207
MIS,1971-04-15,1212
MIS,1972-04-15,655
MIS,1973-04-15,547
MIS,1974-04-15,518
MIS,1975-04-15,140
MIS,1976-04-15,465
MIS,1977-04-15,467
MIS,1978-04-15,813
MIS,1979-04-15,335
MIS,1980-04-15,129
MIS,1981-04-15,137
MIS,1982-04-15,180
MIS,1983-04-15,553
MIS,1984-04-15,864
MIS,1985-04-15,481
MIS,1986-04-15,1071
MIS,1987-04-15,166
MIS,1988-04-15,427
MIS,1989-04-15,183
MIS,1990-04-15,346
MIS,1991-04-15,693
MIS,1992-04-15,191
MIS,1993-04-15,885
MIS,1994-04-15,585
MIS,1995-04-15,986
MIS,1996-04-15,373
MIS,1997-04-15,1053
MIS,1998-04-15,168
MIS,1999-04-15,956
MIS,2000-04-15,734
MIS,2001-04-15,1578
MIS,2002-04-15,370
MIS,2003-04-15,434
MIS,2004-04-15,160
MIS,2005-04-15,1254
MIS,2006-04-15,721
MIS,2007-04-15,416
MIS,2008-04-15,988
MIS,2009-04-15,928
MIS,2010-04-15,1127
MIS,2011-04-15,390
MIS,2012-04-15,899
MIS,2013-04-15,602
MIS,2014-04-15,479
MIS,2015-04-15,569
MIS,2016-04-15,1002
MIS,2017-04-15,432
MIS,2018-04-15,524
MIS,1959-05-15,525
MIS,1960-05-15,1318
MIS,1961-05-15,959
MIS,1962-05-15,1791
MIS,1963-05-15,437
MIS,1964-05-15,419
MIS,1965-05-15,804
MIS,1966-05-15,145
MIS,1967-05-15,612
MIS,1968-05-15,501
MIS,1969-05-15,729
MIS,1970-05-15,815
MIS,1971-05-15,753
MIS,1972-05-15,927
MIS,1973-05-15,1077
MIS,1974-05-15,642
MIS,1975-05-15,580
MIS,1976-05-15,489
MIS,1977-05-15,1975
MIS,1978-05-15,970
MIS,1979-05-15,737
MIS,1980-05-15,452
MIS,1981-05-15,945
MIS,1982-05-15,1851
MIS,1983-05-15,836
MIS,1984-05-15,696
MIS,1985-05-15,168
MIS,1986-05-15,868
MIS,1987-05-15,949
MIS,1988-05-15,1190
MIS,1989-05-15,256
MIS,1990-05-15,1339
MIS,1991-05-15,1244
MIS,1992-05-15,120
MIS,1993-05-15,381
MIS,1994-05-15,335
MIS,1995-05-15,1830
MIS,1996-05-15,1319
MIS,1997-05-15,654
MIS,1998-05-15,820
MIS,1999-05-15,1468
MIS,2000-05-15,1260
MIS,2001-05-15,747
MIS,2002-05-15,524
MIS,2003-05-15,559
MIS,2004-05-15,1132
MIS,2005-05-15,750
MIS,2006-05-15,85
MIS,2007-05-15,1328
MIS,2008-05-15,808
MIS,2009-05-15,143
MIS,2010-05-15,554
MIS,2011-05-15,962
MIS,2012-05-15,226
MIS,2013-05-15,1434
MIS,2014-05-15,1238
MIS,2015-05-15,1983
MIS,2016-05-15,1191
MIS,2017-05-15,1266
MIS,2018-05-15,965
MIS,1959-06-15,452
MIS,1960-06-15,432
MIS,1961-06-15,628
MIS,1962-06-15,1725
MIS,1963-06-15,763
MIS,1964-06-15,1485
MIS,1965-06-15,939
MIS,1966-06-15,676
MIS,1967-06-15,1767
MIS,1968-06-15,978
MIS,1969-06-15,635
MIS,1970-06-15,653
MIS,1971-06-15,358
MIS,1972-06-15,759
MIS,1973-06-15,186
MIS,1974-06-15,407
MIS,1975-06-15,1014
MIS,1976-06-15,135
MIS,1977-06-15,995
MIS,1978-06-15,642
MIS,1979-06-15,1354
MIS,1980-06-15,2088
MIS,1981-06-15,486
MIS,1982-06-15,392
MIS,1983-06-15,589
MIS,1984-06-15,483
MIS,1985-06-15,361
MIS,1986-06-15,762
MIS,1987-06-15,263
MIS,1988-06-15,948
MIS,1989-06-15,242
MIS,1990-06-15,591
MIS,1991-06-15,894
MIS,1992-06-15,1067
MIS,1993-06-15,1192
MIS,1994-06-15,1330
MIS,1995-06-15,975
MIS,1996-06-15,243
MIS,1997-06-15,852
MIS,1998-06-15,1419
MIS,1999-06-15,1107
MIS,2000-06-15,1193
MIS,2001-06-15,568
MIS,2002-06-15,325
MIS,2003-06-15,742
MIS,2004-06-15,605
MIS,2005-06-15,1474
MIS,2006-06-15,1360
MIS,2007-06-15,683
MIS,2008-06-15,1209
MIS,2009-06-15,1300
MIS,2010-06-15,1388
MIS,2011-06-15,1638
MIS,2012-06-15,654
MIS,2013-06-15,275
MIS,2014-06-15,2042
MIS,2015-06-15,910
MIS,2016-06-15,961
MIS,2017-06-15,113
MIS,2018-06-15,1744
MIS,1959-07-15,206
MIS,1960-07-15,292
MIS,1961-07-15,604
MIS,1962-07-15,1430
MIS,1963-07-15,337
MIS,1964-07-15,723
MIS,1965-07-15,613
MIS,1966-07-15,1069
MIS,1967-07-15,220
MIS,1968-07-15,127
MIS,1969-07-15,1127
MIS,1970-07-15,528
MIS,1971-07-15,286
MIS,1972-07-15,1503
MIS,1973-07-15,960
MIS,1974-07-15,336
MIS,1975-07-15,495
MIS,1976-07-15,628
MIS,1977-07-15,444
MIS,1978-07-15,1153
MIS,1979-07-15,929
MIS,1980-07-15,330
MIS,1981-07-15,1186
MIS,1982-07-15,916
MIS,1983-07-15,628
MIS,1984-07-15,845
MIS,1985-07-15,726
MIS,1986-07-15,628
MIS,1987-07-15,1212
MIS,1988-07-15,721
MIS,1989-07-15,312
MIS,1990-07-15,1016
MIS,1991-07-15,518
MIS,1992-07-15,905
MIS,1993-07-15,644
MIS,1994-07-15,1109
MIS,1995-07-15,449
MIS,1996-07-15,259
MIS,1997-07-15,1789
MIS,1998-07-15,2039
MIS,1999-07-15,681
MIS,2000-07-15,1072
MIS,2001-07-15,903
MIS,2002-07-15,208
MIS,2003-07-15,251
MIS,2004-07-15,561
MIS,2005-07-15,316
MIS,2006-07-15,117
MIS,2007-07-15,228
MIS,2008-07-15,611
MIS,2009-07-15,1300
MIS,2010-07-15,672
MIS,2011-07-15,1607
MIS,2012-07-15,270
MIS,2013-07-15,409
MIS,2014-07-15,356
MIS,2015-07-15,526
MIS,2016-07-15,1418
MIS,2017-07-15,325
MIS,2018-07-15,1648
MIS,1959-08-15,1107
MIS,1960-08-15,769
MIS,1961-08-15,356
MIS,1962-08-15,289
MIS,1963-08-15,196
MIS,1964-08-15,195
MIS,1965-08-15,64
MIS,1966-08-15,1270
MIS,1967-08-15,183
MIS,1968-08-15,795
MIS,1969-08-15,182
MIS,1970-08-15,233
MIS,1971-08-15,458
MIS,1972-08-15,537
MIS,1973-08-15,410
MIS,1974-08-15,609
MIS,1975-08-15,262
MIS,1976-08-15,432
MIS,1977-08-15,1289
MIS,1978-08-15,386
MIS,1979-08-15,165
MIS,1980-08-15,1297
MIS,1981-08-15,781
MIS,1982-08-15,552
MIS,1983-08-15,310
MIS,1984-08-15,521
MIS,1985-08-15,709
MIS,1986-08-15,377
MIS,1987-08-15,709
MIS,1988-08-15,239
MIS,1989-08-15,637
MIS,1990-08-15,488
MIS,1991-08-15,655
MIS,1992-08-15,754
MIS,1993-08-15,688
MIS,1994-08-15,870
MIS,1995-08-15,356
MIS,1996-08-15,379
MIS,1997-08-15,153
MIS,1998-08-15,412
MIS,1999-08-15,511
MIS,2000-08-15,254
MIS,2001-08-15,139
MIS,2002-08-15,390
MIS,2003-08-15,147
MIS,2004-08-15,181
MIS,2005-08-15,491
MIS,2006-08-15,751
MIS,2007-08-15,2169
MIS,2008-08-15,220
MIS,2009-08-15,718
MIS,2010-08-15,529
MIS,2011-08-15,514
MIS,2012-08-15,277
MIS,2013-08-15,399
MIS,2014-08-15,1017
MIS,2015-08-15,587
MIS,2016-08-15,402
MIS,2017-08-15,1119
MIS,2018-08-15,406
MIS,1959-09-15,592
MIS,1960-09-15,228
MIS,1961-09-15,565
MIS,1962-09-15,168
MIS,1963-09-15,870
MIS,1964-09-15,271
MIS,1965-09-15,847
MIS,1966-09-15,985
MIS,1967-09-15,371
MIS,1968-09-15,210
MIS,1969-09-15,353
MIS,1970-09-15,197
MIS,1971-09-15,239
MIS,1972-09-15,78
MIS,1973-09-15,1075
MIS,1974-09-15,106
MIS,1975-09-15,121
MIS,1976-09-15,348
MIS,1977-09-15,661
MIS,1978-09-15,241
MIS,1979-09-15,387
MIS,1980-09-15,129
MIS,1981-09-15,106
MIS,1982-09-15,826
MIS,1983-09-15,335
MIS,1984-09-15,285
MIS,1985-09-15,622
MIS,1986-09-15,787
MIS,1987-09-15,195
MIS,1988-09-15,398
MIS,1989-09-15,848
MIS,1990-09-15,84
MIS,1991-09-15,290
MIS,1992-09-15,453
MIS,1993-09-15,524
MIS,1994-09-15,162
MIS,1995-09-15,542
MIS,1996-09-15,1280
MIS,1997-09-15,319
MIS,1998-09-15,295
MIS,1999-09-15,1141
MIS,2000-09-15,124
MIS,2001-09-15,612
MIS,2002-09-15,592
MIS,2003-09-15,208
MIS,2004-09-15,724
MIS,2005-09-15,312
MIS,2006-09-15,534
MIS,2007-09-15,267
MIS,2008-09-15,704
MIS,2009-09-15,165
MIS,2010-09-15,231
MIS,2011-09-15,368
MIS,2012-09-15,51
MIS,2013-09-15,288
MIS,2014-09-15,366
MIS,2015-09-15,646
MIS,2016-09-15,325
MIS,2017-09-15,685
MIS,2018-09-15,484
MIS,1958-10-15,0
MIS,1959-10-15,198
MIS,1960-10-15,112
MIS,1961-10-15,132
MIS,1962-10-15,333
MIS,1963-10-15,409
MIS,1964-10-15,0
MIS,1965-10-15,241
MIS,1966-10-15,223
MIS,1967-10-15,331
MIS,1968-10-15,109
MIS,1969-10-15,629
MIS,1970-10-15,340
MIS,1971-10-15,643
MIS,1972-10-15,117
MIS,1973-10-15,343
MIS,1974-10-15,206
MIS,1975-10-15,121
MIS,1976-10-15,76
MIS,1977-10-15,514
MIS,1978-10-15,56
MIS,1979-10-15,595
MIS,1980-10-15,442
MIS,1981-10-15,713
MIS,1982-10-15,1036
MIS,1983-10-15,369
MIS,1984-10-15,154
MIS,1985-10-15,224
MIS,1986-10-15,295
MIS,1987-10-15,254
MIS,1988-10-15,41
MIS,1989-10-15,226
MIS,1990-10-15,246
MIS,1991-10-15,481
MIS,1992-10-15,48
MIS,1993-10-15,184
MIS,1994-10-15,397
MIS,1995-10-15,1328
MIS,1996-10-15,471
MIS,1997-10-15,597
MIS,1998-10-15,917
MIS,1999-10-15,35
MIS,2000-10-15,575
MIS,2001-10-15,148
MIS,2002-10-15,324
MIS,2003-10-15,141
MIS,2004-10-15,508
MIS,2005-10-15,216
MIS,2006-10-15,206
MIS,2007-10-15,968
MIS,2008-10-15,560
MIS,2009-10-15,597
MIS,2010-10-15,319
MIS,2011-10-15,295
MIS,2012-10-15,145
MIS,2013-10-15,796
MIS,2014-10-15,120
MIS,2015-10-15,297
MIS,2016-10-15,363
MIS,2017-10-15,224
MIS,2018-10-15,518
MIS,1958-11-15,0
MIS,1959-11-15,89
MIS,1960-11-15,246
MIS,1961-11-15,23
MIS,1962-11-15,0
MIS,1963-11-15,114
MIS,1964-11-15,5
MIS,1965-11-15,25
MIS,1966-11-15,89
MIS,1967-11-15,48
MIS,1968-11-15,91
MIS,1969-11-15,104
MIS,1970-11-15,134
MIS,1971-11-15,76
MIS,1972-11-15,267
MIS,1973-11-15,244
MIS,1974-11-15,13
MIS,1975-11-15,242
MIS,1976-11-15,10
MIS,1977-11-15,58
MIS,1978-11-15,152
MIS,1979-11-15,211
MIS,1980-11-15,46
MIS,1981-11-15,183
MIS,1982-11-15,152
MIS,1983-11-15,372
MIS,1984-11-15,186
MIS,1985-11-15,577
MIS,1986-11-15,145
MIS,1987-11-15,542
MIS,1988-11-15,127
MIS,1989-11-15,81
MIS,1990-11-15,104
MIS,1991-11-15,307
MIS,1992-11-15,305
MIS,1993-11-15,330
MIS,1994-11-15,165
MIS,1995-11-15,198
MIS,1996-11-15,226
MIS,1997-11-15,188
MIS,1998-11-15,374
MIS,1999-11-15,36
MIS,2000-11-15,294
MIS,2001-11-15,444
MIS,2002-11-15,20
MIS,2003-11-15,170
MIS,2004-11-15,69
MIS,2005-11-15,246
MIS,2006-11-15,102
MIS,2007-11-15,0
MIS,2008-11-15,249
MIS,2009-11-15,23
MIS,2010-11-15,87
MIS,2011-11-15,132
MIS,2012-11-15,77
MIS,2013-11-15,118
MIS,2014-11-15,203
MIS,2015-11-15,236
MIS,2016-11-15,219
MIS,2017-11-15,190
MIS,1958-12-15,33
MIS,1959-12-15,0
MIS,1960-12-15,66
MIS,1961-12-15,26
MIS,1962-12-15,13
MIS,1963-12-15,30
MIS,1964-12-15,109
MIS,1965-12-15,64
MIS,1966-12-15,152
MIS,1967-12-15,125
MIS,1968-12-15,56
MIS,1969-12-15,84
MIS,1970-12-15,195
MIS,1971-12-15,114
MIS,1972-12-15,89
MIS,1973-12-15,39
MIS,1974-12-15,0
MIS,1975-12-15,74
MIS,1976-12-15,73
MIS,1977-12-15,127
MIS,1978-12-15,140
MIS,1979-12-15,5
MIS,1980-12-15,175
MIS,1981-12-15,257
MIS,1982-12-15,112
MIS,1983-12-15,241
MIS,1984-12-15,41
MIS,1985-12-15,147
MIS,1986-12-15,46
MIS,1987-12-15,494
MIS,1988-12-15,103
MIS,1989-12-15,224
MIS,1990-12-15,132
MIS,1991-12-15,0
MIS,1992-12-15,36
MIS,1993-12-15,258
MIS,1994-12-15,86
MIS,1995-12-15,56
MIS,1996-12-15,198
MIS,1997-12-15,58
MIS,1998-12-15,13
MIS,1999-12-15,86
MIS,2000-12-15,104
MIS,2001-12-15,0
MIS,2002-12-15,20
MIS,2003-12-15,99
MIS,2004-12-15,0
MIS,2005-12-15,125
MIS,2006-12-15,338
MIS,2007-12-15,200
MIS,2008-12-15,145
MIS,2009-12-15,310
MIS,2010-12-15,148
MIS,2011-12-15,41
MIS,2012-12-15,85
MIS,2013-12-15,171
MIS,2014-12-15,333
MIS,2015-12-15,390
MIS,2016-12-15,262
MIS,2017-12-15,181
OEL,1959-01-15,149
OEL,1960-01-15,185
