sta,date,prcp
OEL,1961-01-15,15
OEL,1962-01-15,53
OEL,1963-01-15,340
OEL,1964-01-15,33
OEL,1965-01-15,220
OEL,1966-01-15,79
OEL,1967-01-15,108
OEL,1968-01-15,116
OEL,1969-01-15,102
OEL,1970-01-15,61
OEL,1971-01-15,104
OEL,1972-01-15,36
OEL,1973-01-15,79
OEL,1974-01-15,153
OEL,1975-01-15,142
OEL,1976-01-15,155
OEL,1977-01-15,63
OEL,1978-01-15,144
OEL,1979-01-15,168
OEL,1980-01-15,79
OEL,1981-01-15,51
OEL,1982-01-15,153
OEL,1983-01-15,62
OEL,1984-01-15,87
OEL,1985-01-15,127
OEL,1986-01-15,204
OEL,1987-01-15,0
OEL,1988-01-15,79
OEL,1989-01-15,0
OEL,1990-01-15,10
OEL,1991-01-15,15
OEL,1992-01-15,115
OEL,1993-01-15,101
OEL,1994-01-15,123
OEL,1995-01-15,160
OEL,1996-01-15,113
OEL,1997-01-15,244
OEL,1998-01-15,70
OEL,1999-01-15,129
OEL,2000-01-15,198
OEL,2001-01-15,90
OEL,2002-01-15,14
OEL,2003-01-15,126
OEL,2004-01-15,44
OEL,2005-01-15,89
OEL,2006-01-15,156
OEL,2007-01-15,33
OEL,2008-01-15,51
OEL,2009-01-15,126
OEL,2010-01-15,43
OEL,2011-01-15,135
OEL,2012-01-15,178
OEL,2013-01-15,120
OEL,2014-01-15,13
OEL,2015-01-15,61
OEL,2016-01-15,30
OEL,2017-01-15,206
OEL,2018-01-15,133
OEL,1959-02-15,138
OEL,1960-02-15,267
OEL,1961-02-15,82
OEL,1962-02-15,331
OEL,1963-02-15,96
OEL,1964-02-15,122
OEL,1965-02-15,206
OEL,1966-02-15,218
OEL,1967-02-15,30
OEL,1968-02-15,81
OEL,1969-02-15,133
OEL,1970-02-15,44
OEL,1971-02-15,218
OEL,1972-02-15,34
OEL,1973-02-15,96
OEL,1974-02-15,69
OEL,1975-02-15,163
OEL,1976-02-15,121
OEL,1977-02-15,40
OEL,1978-02-15,171
OEL,1979-02-15,40
OEL,1980-02-15,165
OEL,1981-02-15,65
OEL,1982-02-15,87
OEL,1983-02-15,10
OEL,1984-02-15,120
OEL,1985-02-15,80
OEL,1986-02-15,213
OEL,1987-02-15,378
OEL,1988-02-15,23
OEL,1989-02-15,82
OEL,1990-02-15,113
OEL,1991-02-15,211
OEL,1992-02-15,234
OEL,1993-02-15,226
OEL,1994-02-15,69
OEL,1995-02-15,130
OEL,1996-02-15,0
OEL,1997-02-15,160
OEL,1998-02-15,196
OEL,1999-02-15,61
OEL,2000-02-15,197
OEL,2001-02-15,285
OEL,2002-02-15,38
OEL,2003-02-15,56
OEL,2004-02-15,130
OEL,2005-02-15,23
OEL,2006-02-15,118
OEL,2007-02-15,20
OEL,2008-02-15,24
OEL,2009-02-15,158
OEL,2010-02-15,115
OEL,2011-02-15,153
OEL,2012-02-15,115
OEL,2013-02-15,25
OEL,2014-02-15,73
OEL,2015-02-15,112
OEL,2016-02-15,147
OEL,2017-02-15,350
OEL,2018-02-15,183
OEL,1959-03-15,369
OEL,1960-03-15,183
OEL,1961-03-15,329
OEL,1962-03-15,269
OEL,1963-03-15,516
OEL,1964-03-15,346
OEL,1965-03-15,244
OEL,1966-03-15,132
OEL,1967-03-15,303
OEL,1968-03-15,249
OEL,1969-03-15,132
OEL,1970-03-15,265
OEL,1971-03-15,259
OEL,1972-03-15,206
OEL,1973-03-15,478
OEL,1974-03-15,54
OEL,1975-03-15,386
OEL,1976-03-15,214
OEL,1977-03-15,432
OEL,1978-03-15,20
OEL,1979-03-15,126
OEL,1980-03-15,341
OEL,1981-03-15,109
OEL,1982-03-15,295
OEL,1983-03-15,392
OEL,1984-03-15,129
OEL,1985-03-15,255
OEL,1986-03-15,297
OEL,1987-03-15,588
OEL,1988-03-15,51
OEL,1989-03-15,276
OEL,1990-03-15,327
OEL,1991-03-15,131
OEL,1992-03-15,502
OEL,1993-03-15,234
OEL,1994-03-15,84
OEL,1995-03-15,82
OEL,1996-03-15,170
OEL,1997-03-15,69
OEL,1998-03-15,423
OEL,1999-03-15,115
OEL,2000-03-15,571
OEL,2001-03-15,357
OEL,2002-03-15,446
OEL,2003-03-15,966
OEL,2004-03-15,236
OEL,2005-03-15,143
OEL,2006-03-15,470
OEL,2007-03-15,249
OEL,2008-03-15,97
OEL,2009-03-15,364
OEL,2010-03-15,117
OEL,2011-03-15,126
OEL,2012-03-15,30
OEL,2013-03-15,83
OEL,2014-03-15,157
OEL,2015-03-15,51
OEL,2016-03-15,315
OEL,2017-03-15,330
OEL,2018-03-15,240
OEL,1959-04-15,300
OEL,1960-04-15,688
OEL,1961-04-15,279
OEL,1962-04-15,99
OEL,1963-04-15,569
OEL,1964-04-15,762
OEL,1965-04-15,353
OEL,1966-04-15,637
OEL,1967-04-15,696
OEL,1968-04-15,439
OEL,1969-04-15,361
OEL,1970-04-15,965
OEL,1971-04-15,929
OEL,1972-04-15,515
OEL,1973-04-15,970
OEL,1974-04-15,572
OEL,1975-04-15,586
OEL,1976-04-15,755
OEL,1977-04-15,642
OEL,1978-04-15,527
OEL,1979-04-15,213
OEL,1980-04-15,200
OEL,1981-04-15,228
OEL,1982-04-15,263
OEL,1983-04-15,247
OEL,1984-04-15,752
OEL,1985-04-15,310
OEL,1986-04-15,1070
OEL,1987-04-15,0
OEL,1988-04-15,145
OEL,1989-04-15,397
OEL,1990-04-15,387
OEL,1991-04-15,594
OEL,1992-04-15,145
OEL,1993-04-15,401
OEL,1994-04-15,144
OEL,1995-04-15,428
OEL,1996-04-15,526
OEL,1997-04-15,804
OEL,1998-04-15,28
OEL,1999-04-15,940
OEL,2000-04-15,1179
OEL,2001-04-15,457
OEL,2002-04-15,312
OEL,2003-04-15,681
OEL,2004-04-15,148
OEL,2005-04-15,765
OEL,2006-04-15,562
OEL,2007-04-15,378
OEL,2008-04-15,375
OEL,2009-04-15,834
OEL,2010-04-15,1070
OEL,2011-04-15,321
OEL,2012-04-15,448
OEL,2013-04-15,604
OEL,2014-04-15,945
OEL,2015-04-15,414
OEL,2016-04-15,619
OEL,2017-04-15,709
OEL,2018-04-15,319
OEL,1959-05-15,796
OEL,1960-05-15,435
OEL,1961-05-15,757
OEL,1962-05-15,1362
OEL,1963-05-15,595
OEL,1964-05-15,662
OEL,1965-05-15,1682
OEL,1966-05-15,96
OEL,1967-05-15,845
OEL,1968-05-15,996
OEL,1969-05-15,283
OEL,1970-05-15,399
OEL,1971-05-15,1618
OEL,1972-05-15,803
OEL,1973-05-15,566
OEL,1974-05-15,191
OEL,1975-05-15,528
OEL,1976-05-15,664
OEL,1977-05-15,661
OEL,1978-05-15,828
OEL,1979-05-15,640
OEL,1980-05-15,493
OEL,1981-05-15,944
OEL,1982-05-15,1878
OEL,1983-05-15,783
OEL,1984-05-15,589
OEL,1985-05-15,276
OEL,1986-05-15,342
OEL,1987-05-15,1098
OEL,1988-05-15,1074
OEL,1989-05-15,253
OEL,1990-05-15,859
OEL,1991-05-15,2166
OEL,1992-05-15,826
OEL,1993-05-15,490
OEL,1994-05-15,261
OEL,1995-05-15,1009
OEL,1996-05-15,979
OEL,1997-05-15,944
OEL,1998-05-15,628
OEL,1999-05-15,787
OEL,2000-05-15,616
OEL,2001-05-15,333
OEL,2002-05-15,607
OEL,2003-05-15,542
OEL,2004-05-15,197
OEL,2005-05-15,802
OEL,2006-05-15,488
OEL,2007-05-15,564
OEL,2008-05-15,1403
OEL,2009-05-15,420
OEL,2010-05-15,1185
OEL,2011-05-15,1384
OEL,2012-05-15,675
OEL,2013-05-15,608
OEL,2014-05-15,807
OEL,2015-05-15,1506
OEL,2016-05-15,531
OEL,2017-05-15,533
OEL,2018-05-15,1542
OEL,1959-06-15,1068
OEL,1960-06-15,460
OEL,1961-06-15,157
OEL,1962-06-15,1597
OEL,1963-06-15,1243
OEL,1964-06-15,931
OEL,1965-06-15,1073
OEL,1966-06-15,360
OEL,1967-06-15,1962
OEL,1968-06-15,1040
OEL,1969-06-15,492
OEL,1970-06-15,700
OEL,1971-06-15,272
OEL,1972-06-15,879
OEL,1973-06-15,222
OEL,1974-06-15,252
OEL,1975-06-15,873
OEL,1976-06-15,655
OEL,1977-06-15,384
OEL,1978-06-15,351
OEL,1979-06-15,618
OEL,1980-06-15,1350
OEL,1981-06-15,306
OEL,1982-06-15,1109
OEL,1983-06-15,740
OEL,1984-06-15,691
OEL,1985-06-15,332
OEL,1986-06-15,1781
OEL,1987-06-15,491
OEL,1988-06-15,590
OEL,1989-06-15,398
OEL,1990-06-15,363
OEL,1991-06-15,1077
OEL,1992-06-15,723
OEL,1993-06-15,1519
OEL,1994-06-15,559
OEL,1995-06-15,838
OEL,1996-06-15,224
OEL,1997-06-15,1094
OEL,1998-06-15,789
OEL,1999-06-15,1583
OEL,2000-06-15,259
OEL,2001-06-15,931
OEL,2002-06-15,249
OEL,2003-06-15,1227
OEL,2004-06-15,165
OEL,2005-06-15,1455
OEL,2006-06-15,669
OEL,2007-06-15,257
OEL,2008-06-15,641
OEL,2009-06-15,947
OEL,2010-06-15,994
OEL,2011-06-15,687
OEL,2012-06-15,1220
OEL,2013-06-15,469
OEL,2014-06-15,1012
OEL,2015-06-15,1538
OEL,2016-06-15,594
OEL,2017-06-15,580
OEL,2018-06-15,986
OEL,1959-07-15,261
OEL,1960-07-15,276
OEL,1961-07-15,470
OEL,1962-07-15,821
OEL,1963-07-15,785
OEL,1964-07-15,135
OEL,1965-07-15,530
OEL,1966-07-15,823
OEL,1967-07-15,521
OEL,1968-07-15,685
OEL,1969-07-15,1771
OEL,1970-07-15,234
OEL,1971-07-15,151
OEL,1972-07-15,312
OEL,1973-07-15,965
OEL,1974-07-15,391
OEL,1975-07-15,115
OEL,1976-07-15,702
OEL,1977-07-15,502
OEL,1978-07-15,765
OEL,1979-07-15,631
OEL,1980-07-15,457
OEL,1981-07-15,778
OEL,1982-07-15,183
OEL,1983-07-15,607
OEL,1984-07-15,560
OEL,1985-07-15,402
OEL,1986-07-15,380
OEL,1987-07-15,153
OEL,1988-07-15,739
OEL,1989-07-15,477
OEL,1990-07-15,800
OEL,1991-07-15,203
OEL,1992-07-15,904
OEL,1993-07-15,873
OEL,1994-07-15,442
OEL,1995-07-15,874
OEL,1996-07-15,277
OEL,1997-07-15,1298
OEL,1998-07-15,838
OEL,1999-07-15,265
OEL,2000-07-15,257
OEL,2001-07-15,313
OEL,2002-07-15,173
OEL,2003-07-15,59
OEL,2004-07-15,426
OEL,2005-07-15,831
OEL,2006-07-15,382
OEL,2007-07-15,154
OEL,2008-07-15,754
OEL,2009-07-15,547
OEL,2010-07-15,379
OEL,2011-07-15,192
OEL,2012-07-15,164
OEL,2013-07-15,1057
OEL,2014-07-15,251
OEL,2015-07-15,384
OEL,2016-07-15,239
OEL,2017-07-15,355
OEL,2018-07-15,1102
OEL,1959-08-15,62
OEL,1960-08-15,249
OEL,1961-08-15,13
OEL,1962-08-15,345
OEL,1963-08-15,503
OEL,1964-08-15,186
OEL,1965-08-15,650
OEL,1966-08-15,1201
OEL,1967-08-15,63
OEL,1968-08-15,1184
OEL,1969-08-15,101
OEL,1970-08-15,25
OEL,1971-08-15,41
OEL,1972-08-15,326
OEL,1973-08-15,138
OEL,1974-08-15,1318
OEL,1975-08-15,218
OEL,1976-08-15,165
OEL,1977-08-15,725
OEL,1978-08-15,305
OEL,1979-08-15,840
OEL,1980-08-15,758
OEL,1981-08-15,160
OEL,1982-08-15,647
OEL,1983-08-15,576
OEL,1984-08-15,110
OEL,1985-08-15,267
OEL,1986-08-15,172
OEL,1987-08-15,262
OEL,1988-08-15,261
OEL,1989-08-15,450
OEL,1990-08-15,208
OEL,1991-08-15,540
OEL,1992-08-15,366
OEL,1993-08-15,328
OEL,1994-08-15,429
OEL,1995-08-15,43
OEL,1996-08-15,907
OEL,1997-08-15,460
OEL,1998-08-15,771
OEL,1999-08-15,550
OEL,2000-08-15,99
OEL,2001-08-15,217
OEL,2002-08-15,656
OEL,2003-08-15,210
OEL,2004-08-15,215
OEL,2005-08-15,404
OEL,2006-08-15,423
OEL,2007-08-15,643
OEL,2008-08-15,119
OEL,2009-08-15,651
OEL,2010-08-15,222
OEL,2011-08-15,387
OEL,2012-08-15,49
OEL,2013-08-15,519
OEL,2014-08-15,829
OEL,2015-08-15,394
OEL,2016-08-15,340
OEL,2017-08-15,198
OEL,2018-08-15,572
OEL,1959-09-15,849
OEL,1960-09-15,138
OEL,1961-09-15,385
OEL,1962-09-15,168
OEL,1963-09-15,380
OEL,1964-09-15,97
OEL,1965-09-15,507
OEL,1966-09-15,575
OEL,1967-09-15,289
OEL,1968-09-15,195
OEL,1969-09-15,122
OEL,1970-09-15,309
OEL,1971-09-15,689
OEL,1972-09-15,142
OEL,1973-09-15,782
OEL,1974-09-15,289
OEL,1975-09-15,38
OEL,1976-09-15,178
OEL,1977-09-15,343
OEL,1978-09-15,90
OEL,1979-09-15,48
OEL,1980-09-15,38
OEL,1981-09-15,137
OEL,1982-09-15,660
OEL,1983-09-15,77
OEL,1984-09-15,105
OEL,1985-09-15,627
OEL,1986-09-15,728
OEL,1987-09-15,187
OEL,1988-09-15,351
OEL,1989-09-15,794
OEL,1990-09-15,295
OEL,1991-09-15,175
OEL,1992-09-15,58
OEL,1993-09-15,399
OEL,1994-09-15,112
OEL,1995-09-15,579
OEL,1996-09-15,412
OEL,1997-09-15,217
OEL,1998-09-15,602
OEL,1999-09-15,434
OEL,2000-09-15,304
OEL,2001-09-15,107
OEL,2002-09-15,807
OEL,2003-09-15,418
OEL,2004-09-15,734
OEL,2005-09-15,247
OEL,2006-09-15,300
OEL,2007-09-15,307
OEL,2008-09-15,503
OEL,2009-09-15,196
OEL,2010-09-15,259
OEL,2011-09-15,325
OEL,2012-09-15,46
OEL,2013-09-15,461
OEL,2014-09-15,974
OEL,2015-09-15,132
OEL,2016-09-15,384
OEL,2017-09-15,308
OEL,2018-09-15,302
OEL,1958-10-15,21
OEL,1959-10-15,108
OEL,1960-10-15,36
OEL,1961-10-15,244
OEL,1962-10-15,328
OEL,1963-10-15,227
OEL,1964-10-15,249
OEL,1965-10-15,112
OEL,1966-10-15,381
OEL,1967-10-15,129
OEL,1968-10-15,132
OEL,1969-10-15,261
OEL,1970-10-15,388
OEL,1971-10-15,481
OEL,1972-10-15,206
OEL,1973-10-15,196
OEL,1974-10-15,417
OEL,1975-10-15,258
OEL,1976-10-15,191
OEL,1977-10-15,228
OEL,1978-10-15,92
OEL,1979-10-15,278
OEL,1980-10-15,442
OEL,1981-10-15,272
OEL,1982-10-15,760
OEL,1983-10-15,213
OEL,1984-10-15,115
OEL,1985-10-15,495
OEL,1986-10-15,425
OEL,1987-10-15,145
OEL,1988-10-15,58
OEL,1989-10-15,66
OEL,1990-10-15,119
OEL,1991-10-15,350
OEL,1992-10-15,117
OEL,1993-10-15,366
OEL,1994-10-15,1025
OEL,1995-10-15,514
OEL,1996-10-15,406
OEL,1997-10-15,491
OEL,1998-10-15,708
OEL,1999-10-15,48
OEL,2000-10-15,449
OEL,2001-10-15,210
OEL,2002-10-15,168
OEL,2003-10-15,109
OEL,2004-10-15,315
OEL,2005-10-15,183
OEL,2006-10-15,36
OEL,2007-10-15,310
OEL,2008-10-15,310
OEL,2009-10-15,759
OEL,2010-10-15,68
OEL,2011-10-15,237
OEL,2012-10-15,206
OEL,2013-10-15,1253
OEL,2014-10-15,180
OEL,2015-10-15,452
OEL,2016-10-15,130
OEL,2017-10-15,190
OEL,2018-10-15,269
OEL,1958-11-15,81
OEL,1959-11-15,311
OEL,1960-11-15,304
OEL,1961-11-15,170
OEL,1962-11-15,46
OEL,1963-11-15,13
OEL,1964-11-15,66
OEL,1965-11-15,56
OEL,1966-11-15,207
OEL,1967-11-15,81
OEL,1968-11-15,107
OEL,1969-11-15,53
OEL,1970-11-15,104
OEL,1971-11-15,193
OEL,1972-11-15,60
OEL,1973-11-15,231
OEL,1974-11-15,56
OEL,1975-11-15,54
OEL,1976-11-15,117
OEL,1977-11-15,265
OEL,1978-11-15,177
OEL,1979-11-15,139
OEL,1980-11-15,132
OEL,1981-11-15,36
OEL,1982-11-15,194
OEL,1983-11-15,459
OEL,1984-11-15,115
OEL,1985-11-15,405
OEL,1986-11-15,104
OEL,1987-11-15,165
OEL,1988-11-15,232
OEL,1989-11-15,33
OEL,1990-11-15,124
OEL,1991-11-15,209
OEL,1992-11-15,226
OEL,1993-11-15,223
OEL,1994-11-15,46
OEL,1995-11-15,195
OEL,1996-11-15,86
OEL,1997-11-15,0
OEL,1998-11-15,404
OEL,1999-11-15,104
OEL,2000-11-15,155
OEL,2001-11-15,115
OEL,2002-11-15,41
OEL,2003-11-15,163
OEL,2004-11-15,164
OEL,2005-11-15,14
OEL,2006-11-15,112
OEL,2007-11-15,0
OEL,2008-11-15,87
OEL,2009-11-15,209
OEL,2010-11-15,117
OEL,2011-11-15,86
OEL,2012-11-15,188
OEL,2013-11-15,123
OEL,2014-11-15,153
OEL,2015-11-15,314
OEL,2016-11-15,38
OEL,2017-11-15,165
OEL,1958-12-15,86
OEL,1959-12-15,102
OEL,1960-12-15,257
OEL,1961-12-15,92
OEL,1962-12-15,112
OEL,1963-12-15,76
OEL,1964-12-15,196
OEL,1965-12-15,104
OEL,1966-12-15,165
OEL,1967-12-15,226
OEL,1968-12-15,120
OEL,1969-12-15,105
OEL,1970-12-15,72
OEL,1971-12-15,23
OEL,1972-12-15,55
OEL,1973-12-15,265
OEL,1974-12-15,15
OEL,1975-12-15,240
OEL,1976-12-15,53
OEL,1977-12-15,137
OEL,1978-12-15,210
OEL,1979-12-15,8
OEL,1980-12-15,137
OEL,1981-12-15,219
OEL,1982-12-15,171
OEL,1983-12-15,167
OEL,1984-12-15,96
OEL,1985-12-15,86
OEL,1986-12-15,28
OEL,1987-12-15,160
OEL,1988-12-15,63
OEL,1989-12-15,69
OEL,1990-12-15,91
OEL,1991-12-15,25
OEL,1992-12-15,90
OEL,1993-12-15,112
OEL,1994-12-15,298
OEL,1995-12-15,30
OEL,1996-12-15,127
OEL,1997-12-15,13
OEL,1998-12-15,84
OEL,1999-12-15,16
OEL,2000-12-15,87
OEL,2001-12-15,13
OEL,2002-12-15,56
OEL,2003-12-15,51
OEL,2004-12-15,6
OEL,2005-12-15,39
OEL,2006-12-15,61
OEL,2007-12-15,141
OEL,2008-12-15,68
OEL,2009-12-15,319
OEL,2010-12-15,99
OEL,2011-12-15,30
OEL,2012-12-15,118
OEL,2013-12-15,120
OEL,2014-12-15,94
OEL,2015-12-15,221
OEL,2016-12-15,271
OEL,2017-12-15,148
ONI,1959-01-15,31
ONI,1960-01-15,142
ONI,1961-01-15,13
ONI,1962-01-15,57
ONI,1963-01-15,219
ONI,1964-01-15,13
ONI,1965-01-15,24
ONI,1966-01-15,44
ONI,1967-01-15,72
ONI,1968-01-15,36
ONI,1969-01-15,79
ONI,1970-01-15,57
ONI,1971-01-15,286
ONI,1972-01-15,124
ONI,1973-01-15,137
ONI,1974-01-15,13
ONI,1975-01-15,290
ONI,1976-01-15,178
ONI,1977-01-15,115
ONI,1978-01-15,236
ONI,1979-01-15,216
ONI,1980-01-15,76
ONI,1981-01-15,30
ONI,1982-01-15,365
ONI,1983-01-15,28
ONI,1984-01-15,13
ONI,1985-01-15,116
ONI,1986-01-15,167
ONI,1987-01-15,64
ONI,1988-01-15,51
ONI,1989-01-15,50
ONI,1990-01-15,67
ONI,1991-01-15,103
ONI,1992-01-15,264
ONI,1993-01-15,198
ONI,1994-01-15,156
ONI,1995-01-15,142
ONI,1996-01-15,257
ONI,1997-01-15,449
ONI,1998-01-15,145
ONI,1999-01-15,95
ONI,2000-01-15,32
ONI,2001-01-15,117
ONI,2002-01-15,130
ONI,2003-01-15,144
ONI,2004-01-15,59
ONI,2005-01-15,41
ONI,2006-01-15,170
ONI,2007-01-15,77
ONI,2008-01-15,75
ONI,2009-01-15,66
ONI,2010-01-15,219
ONI,2011-01-15,199
ONI,2012-01-15,135
ONI,2013-01-15,185
ONI,2014-01-15,64
ONI,2015-01-15,65
ONI,2016-01-15,72
ONI,2017-01-15,213
ONI,2018-01-15,0
ONI,1959-02-15,106
ONI,1960-02-15,375
ONI,1961-02-15,83
ONI,1962-02-15,408
ONI,1963-02-15,86
ONI,1964-02-15,10
ONI,1965-02-15,76
ONI,1966-02-15,173
ONI,1967-02-15,141
ONI,1968-02-15,23
ONI,1969-02-15,182
ONI,1970-02-15,115
ONI,1971-02-15,114
ONI,1972-02-15,183
ONI,1973-02-15,89
ONI,1974-02-15,36
ONI,1975-02-15,13
ONI,1976-02-15,257
ONI,1977-02-15,214
ONI,1978-02-15,107
ONI,1979-02-15,196
ONI,1980-02-15,111
ONI,1981-02-15,75
ONI,1982-02-15,56
ONI,1983-02-15,0
ONI,1984-02-15,102
ONI,1985-02-15,5
ONI,1986-02-15,317
ONI,1987-02-15,521
ONI,1988-02-15,87
ONI,1989-02-15,199
ONI,1990-02-15,123
ONI,1991-02-15,283
ONI,1992-02-15,356
ONI,1993-02-15,261
ONI,1994-02-15,133
ONI,1995-02-15,155
ONI,1996-02-15,208
ONI,1997-02-15,232
ONI,1998-02-15,221
ONI,1999-02-15,37
ONI,2000-02-15,69
ONI,2001-02-15,308
ONI,2002-02-15,21
ONI,2003-02-15,287
ONI,2004-02-15,127
ONI,2005-02-15,70
ONI,2006-02-15,323
ONI,2007-02-15,184
ONI,2008-02-15,57
ONI,2009-02-15,355
ONI,2010-02-15,141
ONI,2011-02-15,386
ONI,2012-02-15,333
ONI,2013-02-15,188
ONI,2014-02-15,158
ONI,2015-02-15,79
ONI,2016-02-15,309
ONI,2017-02-15,104
ONI,2018-02-15,263
ONI,1959-03-15,135
ONI,1960-03-15,133
ONI,1961-03-15,91
ONI,1962-03-15,244
ONI,1963-03-15,129
ONI,1964-03-15,105
ONI,1965-03-15,144
ONI,1966-03-15,495
ONI,1967-03-15,61
ONI,1968-03-15,8
ONI,1969-03-15,69
ONI,1970-03-15,175
ONI,1971-03-15,0
ONI,1972-03-15,262
ONI,1973-03-15,454
ONI,1974-03-15,182
ONI,1975-03-15,891
ONI,1976-03-15,279
ONI,1977-03-15,951
ONI,1978-03-15,81
ONI,1979-03-15,417
ONI,1980-03-15,226
ONI,1981-03-15,541
ONI,1982-03-15,640
ONI,1983-03-15,479
ONI,1984-03-15,353
ONI,1985-03-15,558
ONI,1986-03-15,321
ONI,1987-03-15,525
ONI,1988-03-15,55
ONI,1989-03-15,402
ONI,1990-03-15,480
ONI,1991-03-15,110
ONI,1992-03-15,209
ONI,1993-03-15,265
ONI,1994-03-15,144
ONI,1995-03-15,422
ONI,1996-03-15,203
ONI,1997-03-15,115
ONI,1998-03-15,460
ONI,1999-03-15,138
ONI,2000-03-15,302
ONI,2001-03-15,46
ONI,2002-03-15,188
ONI,2003-03-15,110
ONI,2004-03-15,666
ONI,2005-03-15,120
ONI,2006-03-15,282
ONI,2007-03-15,787
ONI,2008-03-15,227
ONI,2009-03-15,268
ONI,2010-03-15,406
ONI,2011-03-15,283
ONI,2012-03-15,21
ONI,2013-03-15,84
ONI,2014-03-15,284
ONI,2015-03-15,29
ONI,2016-03-15,235
ONI,2017-03-15,123
ONI,2018-03-15,202
ONI,1959-04-15,117
ONI,1960-04-15,921
ONI,1961-04-15,237
ONI,1962-04-15,56
ONI,1963-04-15,714
ONI,1964-04-15,1311
ONI,1965-04-15,788
ONI,1966-04-15,480
ONI,1967-04-15,137
ONI,1968-04-15,1264
ONI,1969-04-15,58
ONI,1970-04-15,789
ONI,1971-04-15,869
ONI,1972-04-15,359
ONI,1973-04-15,401
ONI,1974-04-15,550
ONI,1975-04-15,491
ONI,1976-04-15,489
ONI,1977-04-15,237
ONI,1978-04-15,769
ONI,1979-04-15,423
ONI,1980-04-15,38
ONI,1981-04-15,79
ONI,1982-04-15,334
ONI,1983-04-15,258
ONI,1984-04-15,693
ONI,1985-04-15,279
ONI,1986-04-15,1389
ONI,1987-04-15,67
ONI,1988-04-15,171
ONI,1989-04-15,705
ONI,1990-04-15,664
ONI,1991-04-15,925
ONI,1992-04-15,137
ONI,1993-04-15,322
ONI,1994-04-15,488
ONI,1995-04-15,1223
ONI,1996-04-15,147
ONI,1997-04-15,592
ONI,1998-04-15,284
ONI,1999-04-15,690
ONI,2000-04-15,587
ONI,2001-04-15,792
ONI,2002-04-15,191
ONI,2003-04-15,544
ONI,2004-04-15,114
ONI,2005-04-15,364
ONI,2006-04-15,431
ONI,2007-04-15,718
ONI,2008-04-15,174
ONI,2009-04-15,324
ONI,2010-04-15,552
ONI,2011-04-15,407
ONI,2012-04-15,757
ONI,2013-04-15,509
ONI,2014-04-15,594
ONI,2015-04-15,118
ONI,2016-04-15,1339
ONI,2017-04-15,393
ONI,2018-04-15,506
ONI,1959-05-15,904
ONI,1960-05-15,734
ONI,1961-05-15,1224
ONI,1962-05-15,1795
ONI,1963-05-15,591
ONI,1964-05-15,703
ONI,1965-05-15,964
ONI,1966-05-15,308
ONI,1967-05-15,438
ONI,1968-05-15,446
ONI,1969-05-15,326
ONI,1970-05-15,1051
ONI,1971-05-15,728
ONI,1972-05-15,1015
ONI,1973-05-15,469
ONI,1974-05-15,859
ONI,1975-05-15,483
ONI,1976-05-15,221
ONI,1977-05-15,432
ONI,1978-05-15,479
ONI,1979-05-15,538
ONI,1980-05-15,121
ONI,1981-05-15,957
ONI,1982-05-15,1402
ONI,1983-05-15,953
ONI,1984-05-15,624
ONI,1985-05-15,277
ONI,1986-05-15,863
ONI,1987-05-15,937
ONI,1988-05-15,558
ONI,1989-05-15,267
ONI,1990-05-15,561
ONI,1991-05-15,1333
ONI,1992-05-15,376
ONI,1993-05-15,515
ONI,1994-05-15,488
ONI,1995-05-15,1386
ONI,1996-05-15,1339
ONI,1997-05-15,825
ONI,1998-05-15,712
ONI,1999-05-15,1078
ONI,2000-05-15,1147
ONI,2001-05-15,730
ONI,2002-05-15,213
ONI,2003-05-15,1136
ONI,2004-05-15,941
ONI,2005-05-15,969
ONI,2006-05-15,156
ONI,2007-05-15,1002
ONI,2008-05-15,509
ONI,2009-05-15,226
ONI,2010-05-15,1044
ONI,2011-05-15,819
ONI,2012-05-15,612
ONI,2013-05-15,1592
ONI,2014-05-15,638
ONI,2015-05-15,1389
ONI,2016-05-15,435
ONI,2017-05-15,202
ONI,2018-05-15,587
ONI,1959-06-15,282
ONI,1960-06-15,630
ONI,1961-06-15,142
ONI,1962-06-15,1539
ONI,1963-06-15,732
ONI,1964-06-15,1221
ONI,1965-06-15,439
ONI,1966-06-15,248
ONI,1967-06-15,1138
ONI,1968-06-15,1693
ONI,1969-06-15,1150
ONI,1970-06-15,706
ONI,1971-06-15,1050
ONI,1972-06-15,620
ONI,1973-06-15,588
ONI,1974-06-15,145
ONI,1975-06-15,937
ONI,1976-06-15,209
ONI,1977-06-15,716
ONI,1978-06-15,1137
ONI,1979-06-15,726
ONI,1980-06-15,543
ONI,1981-06-15,570
ONI,1982-06-15,636
ONI,1983-06-15,963
ONI,1984-06-15,1609
ONI,1985-06-15,355
ONI,1986-06-15,709
ONI,1987-06-15,587
ONI,1988-06-15,402
ONI,1989-06-15,282
ONI,1990-06-15,770
ONI,1991-06-15,1425
ONI,1992-06-15,1078
ONI,1993-06-15,1237
ONI,1994-06-15,461
ONI,1995-06-15,982
ONI,1996-06-15,241
ONI,1997-06-15,1443
ONI,1998-06-15,1499
ONI,1999-06-15,1106
ONI,2000-06-15,679
ONI,2001-06-15,523
ONI,2002-06-15,569
ONI,2003-06-15,811
ONI,2004-06-15,820
ONI,2005-06-15,936
ONI,2006-06-15,343
ONI,2007-06-15,1643
ONI,2008-06-15,1275
ONI,2009-06-15,550
