sta,date,prcp,yr,spi_1mo,spi_2mo,spi_3mo,spi_4mo,spi_6mo,spi_9mo,spi_12mo
ONI,2006-07-15,74,2006,-2.0840454664975,-2.33679807266982,-2.00297078826488,-2.21236388564745,-1.99265992814582,-2.11665764217769,-2.29479401792381
ONI,2006-08-15,1499,2006,2.00201533179149,0.979412750113775,-0.337606467894604,-1.37720605995279,-1.35326819522116,-0.915274941798572,-2.45270142641545
ONI,2006-09-15,573,2006,0.497145775752174,1.56709708198242,0.81800762871267,-0.0499713824467585,-1.03093892059625,-0.606867200048845,-0.729271176617641
ONI,2006-10-15,29,2006,-3,-0.554213569115214,0.863214951237193,0.132233977839566,-1.38882458350477,-1.12551208546146,-0.831788825191641
ONI,2006-11-15,64,2006,-0.669306063387929,-2.42401339220699,-0.879512064872527,0.755249788783389,-0.856527651544789,-1.48632299104261,-1.14238068250715
ONI,2006-12-15,206,2006,0.702216367793843,-0.0902836833324812,-1.48241005147577,-0.701896357548276,0.0155088356044348,-1.57616254482443,-1.11471987600962
ONI,2007-01-15,77,2007,-0.48227384606865,0.214914156460568,-0.35677016942538,-1.61202090939522,0.703585786398913,-1.46956389060597,-1.235688559678
ONI,2007-02-15,184,2007,-0.0836183769774854,-0.219068886545331,0.0644089837851757,-0.410483665022501,-0.838839830056254,-0.908651973558027,-1.47940134228114
ONI,2007-03-15,787,2007,2.11615180429828,2.20127535443598,2.20700132316535,1.81439712275858,0.0207267334784896,0.563006961002322,-0.843927009534272
ONI,2007-04-15,718,2007,0.769398949987763,1.83600600212604,1.75997426735681,1.69857634899089,1.34117740643063,1.42210526440835,-0.51585299778378
ONI,2007-05-15,1002,2007,0.65893537829065,0.833119643367712,1.5809155047549,1.61375262534698,1.51434058865338,0.737265671129147,0.39344340021468
ONI,2007-06-15,1643,2007,1.52913771188466,1.86760189867621,1.62314551384501,2.04323652601351,1.96041324711598,1.20786862230444,1.34070077657058
ONI,2007-07-15,142,2007,-1.7400525040233,0.555381271386659,0.651048357014918,0.935528362023417,1.639601721094,1.31152657244727,1.49999990478231
ONI,2007-08-15,1156,2007,1.57207605982405,0.258271660601086,1.55031720330121,1.58739809838764,1.74985182446939,1.75396639578438,1.20996618336225
ONI,2007-09-15,333,2007,-0.0957528340067406,0.835924504611051,0.0482066077461331,1.09606999895923,1.21937352958845,1.52570189684115,1.03548399932561
ONI,2007-10-15,1245,2007,1.5666529142873,1.16586748013889,1.57922042963823,0.981428316438072,1.57107780804642,1.78608476716234,1.69675752563957
ONI,2007-11-15,11,2007,-1.87470013929435,1.3733351498672,0.968120573979785,1.53365897789939,1.61978133593596,1.85065162901663,1.73188286774538
ONI,2007-12-15,75,2007,-0.449787739801378,-1.54197083695659,1.19388352128109,0.806717082350969,0.701228480164638,1.50915193169415,1.74882364881967
ONI,2008-01-15,75,2008,-0.511602908754664,-0.811910968601295,-1.47695571672824,1.02805592681707,1.31216275913031,1.36079069367104,1.71320833876522
ONI,2008-02-15,57,2008,-1.42342986264777,-1.49602474217912,-1.35951490358354,-1.75390991683045,0.454696258254553,1.36673184251387,1.6761695662718
ONI,2008-03-15,227,2008,0.105364919470931,-0.833132129242571,-1.08198707939442,-1.12179861164373,0.742449150553166,0.3336740623357,1.36293867856487
ONI,2008-04-15,174,2008,-1.03152898742301,-1.14229800468537,-1.47364664322109,-1.60169479632086,-1.93968867587848,0.512589612893816,0.923019182659416
ONI,2008-05-15,509,2008,-0.505348838724186,-1.19078992796305,-1.18702231201519,-1.45382379601743,-1.66296929792501,-0.384465942294206,0.495629771902103
ONI,2008-06-15,1275,2008,0.875589977521887,0.0132727126396025,-0.361801494773034,-0.322114180599182,-0.601583654023565,0.185465765792437,0.0142134863457472
ONI,2008-07-15,676,2008,0.332728061222494,0.906332858457839,0.0507904606768117,-0.310527058294169,-0.49068772579583,-0.816731216454134,0.470447756277669
ONI,2008-08-15,174,2008,-1.83395259019366,-0.916532732495949,0.100486485179994,-0.362846482795906,-0.714737613174377,-1.2896900608113,-0.223622190993332
ONI,2008-09-15,513,2008,0.367447095657325,-0.620653025074722,-0.421170968932073,0.194975242345183,-0.529141121258873,-0.867326447612829,0.0503596509231426
ONI,2008-10-15,405,2008,0.233765308288206,0.118143065933174,-0.5941421778377,-0.429702956981891,-0.162752923638799,-0.658110180206817,-1.02115957844601
ONI,2008-11-15,232,2008,0.686299409905439,0.256845139103897,0.180076147855397,-0.560639827204024,0.131448999065644,-0.477825506476934,-0.766048831353268
ONI,2008-12-15,267,2008,1.0253539577614,1.01665730369459,0.51043932781094,0.384441534505442,-0.22965059727047,-0.336845736762981,-0.568829167764839
ONI,2009-01-15,66,2009,-0.647905432769823,0.49257535893983,0.592617140250654,0.357718379831917,-0.504445990808975,-0.0832400669465139,-0.57217155662595
ONI,2009-02-15,355,2009,1.43166732854943,0.678832898158419,0.919550743497762,1.00231272366642,0.524801051650615,0.363580516746588,-0.270496103819116
ONI,2009-03-15,268,2009,0.327146233462867,0.897138006812395,0.493290384821438,0.831291235955038,0.546469942742451,-0.152991681927773,-0.250381572153951
ONI,2009-04-15,324,2009,-0.203189162826747,-0.432104458144972,0.00958471736591497,-0.209634528582796,0.271833703758982,-0.432973463796153,-0.130126904531856
ONI,2009-05-15,226,2009,-1.58604107441012,-1.53144205554702,-1.40429583982456,-1.03292926727576,-0.896000286574847,-0.466414567759142,-0.535974824787613
ONI,2009-06-15,550,2009,-0.842416154649774,-1.37759198798531,-1.57396130501807,-1.55660366344648,-1.39102070082626,-1.14269156203594,-1.14805774919505
ONI,2009-07-15,771,2009,0.628756388433816,-0.425591839462908,-1.11362382681088,-1.25551657226821,-1.00028396498223,-0.84444553902637,-1.06971036326753
ONI,2009-08-15,851,2009,1.10467537039059,1.10790698060876,0.194384316562386,-0.771831410791512,-0.809885436726996,-0.49911801185214,-0.227434122832677
ONI,2009-09-15,48,2009,-1.57603190873992,-0.147160654130233,0.111911273731481,-0.539892756261543,-2.30212880753593,-1.25503008698588,-0.860346026572436
ONI,2009-10-15,1055,2009,1.33651227124294,0.448223053994178,0.679936100174239,0.808927345113876,-0.221395237259845,-0.137631313884892,-0.0710832527354249
ONI,2009-11-15,28,2009,-1.30362744345854,1.10903336843432,0.142897430172052,0.490543205392773,0.168360699532036,-0.552821866313487,-0.308295176781679
ONI,2009-12-15,155,2009,0.368666807220752,-0.663584539686405,1.06154779959099,0.145232268866736,0.631331371810118,-0.603054797610281,-0.440922180773528
ONI,2010-01-15,219,2010,1.05290878679375,0.696960557972777,-0.0915488354298787,1.09440979784263,0.57243867824878,-0.319991952763881,-0.271441912807259
ONI,2010-02-15,141,2010,-0.511986054446299,0.37720240924687,0.268343872351798,-0.363221338197754,0.194970880127194,0.168516747080492,-0.531380150218664
ONI,2010-03-15,406,2010,0.937359720063207,0.562730329011497,0.860855126471804,0.710343107217597,1.34008311898978,0.804339836924757,-0.409968435109981
ONI,2010-04-15,552,2010,0.437297828603161,0.627950476145937,0.406406110222953,0.598024471639083,0.247938699090859,0.635185140518599,-0.196058255818029
ONI,2010-05-15,1044,2010,0.738975527855207,0.630559185746423,0.846277354003327,0.734646781407109,0.828435356145626,0.744834462177649,0.686382444579156
ONI,2010-06-15,984,2010,0.276956378919798,0.440485662722411,0.516943728971039,0.722752925970598,0.748847337689169,1.10051177960807,0.853662005468359
ONI,2010-07-15,501,2010,-0.257769912008858,-0.0788685847660782,0.164594598858209,0.302192576230832,0.423180164896121,0.406199630530455,0.628911678324737
ONI,2010-08-15,191,2010,-1.33957091685467,-1.33086106756142,-0.889993406844781,-0.219145837294307,0.255858747338492,0.187783637199727,0.302768316535443
ONI,2010-09-15,959,2010,1.17242310331908,0.31500648314993,0.0810058959757181,0.19019937267159,0.593207381171261,0.6836204125366,0.973425308414091
ONI,2010-10-15,240,2010,-0.252990987404959,0.606434546801873,-0.106268987052669,-0.253337926633213,0.23035235385404,0.390859143883168,0.287154632190098
ONI,2010-11-15,67,2010,-0.629755372119402,-0.747351366779685,0.400929471688478,-0.333627664882157,-0.324204370175037,0.298412409260792,0.295581320636034
ONI,2010-12-15,381,2010,1.50880469907892,0.802410418304758,0.052073363489428,0.778732762957827,-0.129891356865528,0.386185803669563,0.513452503632065
ONI,2011-01-15,199,2011,0.880083726860457,1.52941544848427,0.894413611295553,0.199206628889942,0.0998866189993614,0.376538650278745,0.488269104502138
ONI,2011-02-15,386,2011,1.68062332087239,1.34968702042545,1.78256773693614,1.37396779211442,1.13590260722194,0.289871911051615,0.694063140084635
ONI,2011-03-15,283,2011,0.402459884635777,1.08905931996547,1.3477590699567,1.79853856390172,0.470127854774823,0.181674350428752,0.620646054568744
ONI,2011-04-15,407,2011,0.0689078449658294,-0.117892708162894,0.347882639643467,0.487273891504715,0.717926577390592,0.218591976257807,0.455301265987291
ONI,2011-05-15,819,2011,0.282637158086331,-0.0258141311147695,0.0254731551957329,0.311492175470081,0.762892018015761,0.83120328331616,0.234771644248449
ONI,2011-06-15,1538,2011,1.35212408681039,1.11787675406338,0.776894084548064,0.797141152960836,1.08998625228662,0.865237900267103,0.616856621492677
ONI,2011-07-15,899,2011,1.00517400753561,1.93381762542527,2.11863519820488,1.18713162867013,1.42164639791607,1.47980454211564,0.985687175331296
ONI,2011-08-15,460,2011,0.240808772890734,0.418233865911174,1.48022911718027,1.28015145497456,0.978845747197611,1.33275984967976,1.24339531804507
ONI,2011-09-15,245,2011,-0.388020911056259,-0.576342262119237,0.00348191868867883,0.924571184252073,0.718463399731071,0.894950322103586,0.779622553166852
ONI,2011-10-15,945,2011,1.19101612400101,0.591933870081619,0.274655454610414,0.601149773847995,1.1095957817967,1.0877221622853,1.15415760895589
ONI,2011-11-15,79,2011,-0.483092913806346,1.01244280744298,0.406508037379281,0.106450419253884,1.21879650149806,0.911434689418298,1.18649356266614
ONI,2011-12-15,48,2011,-1.0475624514299,-1.12459149339097,0.804980948338073,0.202901036222107,0.326551856009349,0.842240990954423,1.01173929794991
ONI,2012-01-15,135,2012,0.249321982007721,-0.494667108098201,-0.816000457433649,0.748593065648645,-0.0935365355063071,0.930918607391338,0.946113816705604
ONI,2012-02-15,333,2012,1.25078615418998,0.888629864082942,0.272466246165193,-0.161471224982039,0.436154905094733,1.29744055795842,0.919819822778138
ONI,2012-03-15,21,2012,-2.31259756172483,-0.414658223926109,-0.461423229854837,-0.708116651575399,0.480497430950329,0.125674456568297,0.746583965469367
ONI,2012-04-15,757,2012,0.838510695253785,0.143069895262278,0.436736576801975,0.412028697162499,-0.0351380769650481,0.106251881446809,1.04833180484712
ONI,2012-05-15,612,2012,-0.21546329856687,0.238087356399056,-0.192955198009203,0.00740940827546293,-0.173671443345904,0.25058905965209,0.956491423982033
ONI,2012-06-15,865,2012,0.00322207445992278,-0.462501863026326,0.0281240385925036,-0.225169499673532,-0.0429645429451441,0.346179584685851,0.12127190136775
ONI,2012-07-15,406,2012,-0.608279560988363,-0.531300148821697,-0.739694464676828,-0.302625223883804,-0.39667876426406,-0.575426416031919,-0.370059713293626
ONI,2012-08-15,203,2012,-1.14513531850154,-1.54851456003252,-1.40761364607962,-1.35012376480589,-1.11650702780565,-1.00711799472631,-0.475690279088151
ONI,2012-09-15,5,2012,-2.53231790245805,-2.54801790341754,-2.25308669892063,-2.53626502715862,-1.80062034916102,-1.5038316588184,-0.765887735167889
