date,year,month,oel,cot,rap,int,ora
1970-11-01,1970,11,10.4,23.7,20.5,11.6,
1970-12-01,1970,12,7.2,7.2,15.5,6.8,
1971-01-01,1971,1,10.4,37.6,30.2,33.1,
1971-02-01,1971,2,21.8,20.3,25.5,13,
1971-03-01,1971,3,25.9,13.9,31.9,3.4,
1971-04-01,1971,4,92.9,101.6,72.7,103.2,
1971-05-01,1971,5,161.8,113.3,94,102.1,155.5
1971-06-01,1971,6,27.2,45.1,48.8,33.1,64.8
1971-07-01,1971,7,15.1,8.4,37.1,23.9,27.2
1971-08-01,1971,8,4.1,117.5,13.2,18.8,6.1
1971-09-01,1971,9,68.9,90.4,58.9,59.8,51
1971-10-01,1971,10,48.1,104.2,51.4,93.1,29.2
1971-11-01,1971,11,19.3,27.7,20.1,10.2,19.3
1971-12-01,1971,12,2.3,8.4,4,10.2,10.5
1972-01-01,1972,1,3.6,3,6,0.8,8.8
1972-02-01,1972,2,3.4,9.4,11.3,1,2.3
1972-03-01,1972,3,20.6,9.7,12.1,10.7,17.2
1972-04-01,1972,4,51.5,17.6,70.7,88.7,35.3
1972-05-01,1972,5,80.3,135.6,83.4,57.1,68.9
1972-06-01,1972,6,87.9,52.3,104.4,35.6,131.8
1972-07-01,1972,7,31.2,97,42.5,60.5,34.1
1972-08-01,1972,8,32.6,33.9,63.3,64.6,41.9
1972-09-01,1972,9,14.2,9.1,6.2,4.1,18
1972-10-01,1972,10,20.6,14.3,19.5,14.3,17.8
1972-11-01,1972,11,6,11.4,9.7,11.4,12.7
1972-12-01,1972,12,5.5,5.4,8.8,0,3.3
1973-01-01,1973,1,7.9,7.7,2.9,7.7,2.8
1973-02-01,1973,2,9.6,2.6,7.9,2.6,7.1
1973-03-01,1973,3,47.8,85.8,68.8,65.2,49.9
1973-04-01,1973,4,97,53.6,68.4,53.6,65.8
1973-05-01,1973,5,56.6,84.7,60.3,84.7,63.1
1973-06-01,1973,6,22.2,18,16.3,21.4,15.9
1973-07-01,1973,7,96.5,35.5,37.1,50.3,71.5
1973-08-01,1973,8,13.8,4.1,18.9,4.1,34.4
1973-09-01,1973,9,78.2,65.2,36.7,65.2,49.2
1973-10-01,1973,10,19.6,27.1,35.1,27.1,40.1
1973-11-01,1973,11,23.1,11,18.6,11,19.6
1973-12-01,1973,12,26.5,4.1,13.7,4.1,12.2
1974-01-01,1974,1,15.3,0,4,0,11.2
1974-02-01,1974,2,6.9,1,7.8,1,2
1974-03-01,1974,3,5.4,7.9,8.8,7.9,3.9
1974-04-01,1974,4,57.2,86,39.5,86,52.6
1974-05-01,1974,5,19.1,32.8,33.6,32.8,16
1974-06-01,1974,6,25.2,30.3,28,30.3,41.9
1974-07-01,1974,7,39.1,84.1,17.4,28.5,17
1974-08-01,1974,8,131.8,51.4,34.7,57.7,67.7
1974-09-01,1974,9,28.9,13,22.4,15.2,28.9
1974-10-01,1974,10,41.7,20.1,29.9,8.1,54.6
1974-11-01,1974,11,5.6,3,3.1,2.8,6.8
1974-12-01,1974,12,1.5,0.9,3.2,0,0.8
1975-01-01,1975,1,14.2,36.5,26.8,16.1,13
1975-02-01,1975,2,16.3,8.6,9,9.2,11.9
1975-03-01,1975,3,38.6,44.6,62.2,48.9,24.1
1975-04-01,1975,4,58.6,54.7,35,53.5,25.4
1975-05-01,1975,5,52.8,16.8,31.3,16.8,43.5
1975-06-01,1975,6,87.3,107.7,143,107.7,120.7
1975-07-01,1975,7,11.5,44.4,40,24.4,24.6
1975-08-01,1975,8,21.8,17.3,22.1,30.5,7.1
1975-09-01,1975,9,3.8,0,0.8,2.5,0.8
1975-10-01,1975,10,25.8,12.5,17.5,13,8.3
1975-11-01,1975,11,5.4,9.6,14.5,4.9,8.9
1975-12-01,1975,12,24,13.9,42,6.6,20
1976-01-01,1976,1,15.5,8.1,7.3,4.6,13.2
1976-02-01,1976,2,12.1,8.5,12,7.4,11.2
1976-03-01,1976,3,21.4,7.7,8.4,0,17.1
1976-04-01,1976,4,75.5,62.6,68.8,76.9,86.8
1976-05-01,1976,5,66.4,48.3,69.6,76.5,50.3
1976-06-01,1976,6,65.5,50.3,122.1,39.4,70.9
1976-07-01,1976,7,70.2,73.5,26.6,52.5,70.4
1976-08-01,1976,8,16.5,17.8,33.6,42.5,53.4
1976-09-01,1976,9,17.8,3.1,7.2,7.7,6.4
1976-10-01,1976,10,19.1,5.8,5.4,5,18.5
1976-11-01,1976,11,11.7,3.8,15.5,3.8,3.8
1976-12-01,1976,12,5.3,6.4,10.5,2.8,4.3
1977-01-01,1977,1,6.3,7.5,21.1,12.2,11.7
1977-02-01,1977,2,4,4.8,6.4,4.8,0
1977-03-01,1977,3,43.2,88.2,66.9,69.1,45.4
1977-04-01,1977,4,64.2,40.7,40,46.4,65.6
1977-05-01,1977,5,66.1,110.8,63.3,97.6,41.7
1977-06-01,1977,6,38.4,24.3,44.8,27,59.1
1977-07-01,1977,7,50.2,50.3,75.8,63.9,113.3
1977-08-01,1977,8,72.5,44.1,45.5,32.3,79.3
1977-09-01,1977,9,34.3,45.2,72.7,54.7,40.3
1977-10-01,1977,10,22.8,47.8,27.1,46.5,20
1977-11-01,1977,11,26.5,34.1,21,40.1,19.1
1977-12-01,1977,12,13.7,17.9,9.3,5.5,11.6
1978-01-01,1978,1,14.4,0,5.1,0,11.7
1978-02-01,1978,2,17.1,18.6,21.5,17,17.8
1978-03-01,1978,3,2,4.6,10.3,1.3,5.1
1978-04-01,1978,4,52.7,69.5,55.7,40.9,34.8
1978-05-01,1978,5,82.8,78.7,79.5,150,76.5
1978-06-01,1978,6,35.1,23.6,51.2,23.9,40.4
1978-07-01,1978,7,76.5,60.2,103.8,78.9,83.8
1978-08-01,1978,8,30.5,79.2,36.2,79.6,56
1978-09-01,1978,9,9,11.7,4.7,21.8,2.3
1978-10-01,1978,10,9.2,5,6.7,10,9.4
1978-11-01,1978,11,17.7,15,16,20.6,10.9
1978-12-01,1978,12,21,5.3,6.4,10.7,13.2
1979-01-01,1979,1,16.8,8.7,12.5,15.5,14.7
1979-02-01,1979,2,4,15,8.5,4.4,5.8
1979-03-01,1979,3,12.6,13.5,11.9,21.6,3.8
1979-04-01,1979,4,21.3,24.6,8.1,28,12
1979-05-01,1979,5,64,27.6,29.7,33.3,39
1979-06-01,1979,6,61.8,158.5,91.4,131,62.2
1979-07-01,1979,7,63.1,89,104.5,74.7,98
1979-08-01,1979,8,84,51.7,59,54.6,61.7
1979-09-01,1979,9,4.8,0.8,1.8,0.8,4.1
1979-10-01,1979,10,27.8,41.6,23,45.3,18.8
1979-11-01,1979,11,13.9,1.8,3.8,2.8,4.5
1979-12-01,1979,12,0.8,0,1.8,0.5,1
1980-01-01,1980,1,7.9,2.1,5.2,3.9,6.4
1980-02-01,1980,2,16.5,7.6,13.1,8.6,12.2
1980-03-01,1980,3,34.1,23.9,21.9,22.2,17.6
1980-04-01,1980,4,20,25.9,28.7,36.9,24.1
1980-05-01,1980,5,49.3,12.4,40.2,35,52.3
1980-06-01,1980,6,135,73.8,120.6,53.4,71.9
1980-07-01,1980,7,45.7,51,45.4,35.2,33
1980-08-01,1980,8,75.8,42.8,60.4,40.2,47.2
1980-09-01,1980,9,3.8,15.3,12.2,5.8,12.4
1980-10-01,1980,10,44.2,64,57.9,74.3,42.4
1980-11-01,1980,11,13.2,16.5,14.4,11.2,8.4
1980-12-01,1980,12,13.7,30.2,16.9,24.2,14.5
1981-01-01,1981,1,5.1,1.1,3.6,3.9,1
1981-02-01,1981,2,6.5,1.5,2.3,0.3,3.1
1981-03-01,1981,3,10.9,3.6,3.2,1.8,10.7
1981-04-01,1981,4,22.8,4.4,8.2,17.1,13.9
1981-05-01,1981,5,94.4,63.7,71.5,63.6,97.1
1981-06-01,1981,6,30.6,116.1,48.1,68.3,26.7
1981-07-01,1981,7,77.8,114,113.7,86.6,122.4
1981-08-01,1981,8,16,75.8,44.2,69.6,23.8
1981-09-01,1981,9,13.7,3.1,4.2,6.1,3.3
1981-10-01,1981,10,27.2,41.6,45.8,40.9,39.7
1981-11-01,1981,11,3.6,3.3,5.9,3.3,3.3
1981-12-01,1981,12,21.9,7.7,8.9,7.7,15.8
1982-01-01,1982,1,15.3,11,10.1,24.8,11.1
1982-02-01,1982,2,8.7,2.8,9.4,2.5,7.1
1982-03-01,1982,3,29.5,46.3,34.3,35.7,25.9
1982-04-01,1982,4,26.3,14,17.6,18.1,20.3
1982-05-01,1982,5,187.8,182.5,165.1,184.9,174.6
1982-06-01,1982,6,110.9,65.5,73.6,74.4,103
1982-07-01,1982,7,18.3,79.1,46.2,110.8,29.5
1982-08-01,1982,8,64.7,39.3,122.8,47.4,43.4
1982-09-01,1982,9,66,41.4,68.3,34.6,66.7
1982-10-01,1982,10,76,99.7,97.1,106.2,29.9
1982-11-01,1982,11,19.4,0,6.9,5.9,21.6
1982-12-01,1982,12,17.1,8.6,9.2,3.8,11.2
1983-01-01,1983,1,6.2,3.1,8.7,5.4,4.3
1983-02-01,1983,2,1,0.8,4.7,0.8,0
1983-03-01,1983,3,39.2,30.4,21.5,42,29.1
1983-04-01,1983,4,24.7,27.5,25.3,39.2,14.5
1983-05-01,1983,5,78.3,105.7,55.5,85.5,138.8
1983-06-01,1983,6,74,56.3,76.5,65.8,75.5
1983-07-01,1983,7,60.7,33.1,49.3,47.5,33.3
1983-08-01,1983,8,57.6,21.6,60.7,27.5,53.5
1983-09-01,1983,9,7.7,7.7,8.3,7.5,10.4
1983-10-01,1983,10,21.3,46,44.3,26.9,36.3
1983-11-01,1983,11,45.9,37.1,27.2,46.3,30
1983-12-01,1983,12,16.7,12.2,12.1,11.1,17.5
1984-01-01,1984,1,8.7,0.5,2.6,3.9,9.7
1984-02-01,1984,2,12,3.3,4.7,4.3,9.6
1984-03-01,1984,3,12.9,10.6,17.7,13.7,29
1984-04-01,1984,4,75.2,56.9,78.7,55.5,84
1984-05-01,1984,5,58.9,80.2,39.7,60.5,64.6
1984-06-01,1984,6,69.1,166.9,120,90.5,64.2
1984-07-01,1984,7,56,34.4,39.8,32.7,66.5
1984-08-01,1984,8,11,25.9,25.4,33.1,23.2
1984-09-01,1984,9,10.5,11.3,18.7,11.3,28.9
1984-10-01,1984,10,11.5,1.3,17.1,1,14.6
1984-11-01,1984,11,11.5,15.8,12.9,21.3,13.7
1984-12-01,1984,12,9.6,9.7,9.8,8.8,9.4
1985-01-01,1985,1,12.7,14.9,11.8,16,9.9
1985-02-01,1985,2,8,0.3,1.7,0.5,5.1
1985-03-01,1985,3,25.5,30.9,39.4,21.9,10.1
1985-04-01,1985,4,31,20,8,23.1,25.7
1985-05-01,1985,5,27.6,18.3,31.5,10.6,27.4
1985-06-01,1985,6,33.2,49.5,40.2,40.2,31.9
1985-07-01,1985,7,40.2,48.1,26.3,50.7,44.2
1985-08-01,1985,8,26.7,40.3,47.4,37.1,26.7
1985-09-01,1985,9,62.7,36.5,40,47.8,65.2
1985-10-01,1985,10,49.5,30.8,24.9,28,16.8
1985-11-01,1985,11,40.5,41.5,56.4,38.6,49
1985-12-01,1985,12,8.6,11.9,19.8,14.7,5.7
1986-01-01,1986,1,20.4,13.4,12.6,7.7,5.9
1986-02-01,1986,2,21.3,16.8,23.5,13.4,22.9
1986-03-01,1986,3,29.7,46.3,22.3,35.1,17.5
1986-04-01,1986,4,107,138,120.5,111.3,93.4
1986-05-01,1986,5,34.2,57.5,36.3,51.1,33.3
1986-06-01,1986,6,178.1,97.7,115.9,105.4,110
1986-07-01,1986,7,38,49.1,23.2,63.7,32.9
1986-08-01,1986,8,17.2,71,33.5,74.4,11.4
1986-09-01,1986,9,72.8,71.8,80,89.7,76.7
1986-10-01,1986,10,42.5,37.4,41.8,39.4,41.2
1986-11-01,1986,11,10.4,18.6,35.5,12.4,22.6
1986-12-01,1986,12,2.8,0,0.3,0,3.8
1987-01-01,1987,1,0,2.3,1.1,1.8,1
1987-02-01,1987,2,37.8,62,43.4,70.3,42.7
1987-03-01,1987,3,58.8,49.9,29,71.7,62.3
1987-04-01,1987,4,0,10.5,0.5,15.7,2
1987-05-01,1987,5,109.8,92,86.2,89.5,157.4
1987-06-01,1987,6,49.1,33.8,34.9,18.6,19.8
1987-07-01,1987,7,15.3,40.4,21.2,45.2,29.4
1987-08-01,1987,8,26.2,23.9,60.3,34.5,22.7
1987-09-01,1987,9,18.7,9.6,17.4,10.4,22.7
1987-10-01,1987,10,14.5,6.8,6.6,15,12.9
1987-11-01,1987,11,16.5,5.1,7.6,1.4,12
1987-12-01,1987,12,16,11.2,7.9,12,12.5
1988-01-01,1988,1,7.9,8.4,4.5,6.7,4.1
1988-02-01,1988,2,2.3,20.6,8.8,29.8,7.3
1988-03-01,1988,3,5.1,22.9,13.2,7.7,3.3
1988-04-01,1988,4,14.5,15.7,15.3,10.9,19.8
1988-05-01,1988,5,107.4,74.7,82.6,90.3,91.3
1988-06-01,1988,6,59,104,27.7,74.7,61.1
1988-07-01,1988,7,73.9,39.7,9.6,7.6,26.2
1988-08-01,1988,8,26.1,28.8,50.3,24.9,67
1988-09-01,1988,9,35.1,14.3,14.3,20.1,22
1988-10-01,1988,10,5.8,14,19.3,13.5,10.6
1988-11-01,1988,11,23.2,15.3,20.7,17.6,17.7
1988-12-01,1988,12,6.3,13,11.9,8.8,9.2
1989-01-01,1989,1,0,2.1,0.6,1.6,0
1989-02-01,1989,2,8.2,11.5,8.9,10.2,10.9
1989-03-01,1989,3,27.6,36.1,24.4,37.8,28.4
1989-04-01,1989,4,39.7,29.5,37.3,53.4,35.3
1989-05-01,1989,5,25.3,35.9,35.5,27.5,37.6
1989-06-01,1989,6,39.8,23.3,26.6,18,21
1989-07-01,1989,7,47.7,27.2,20.9,49.1,45.4
1989-08-01,1989,8,45,4.8,43.4,18.8,25.3
1989-09-01,1989,9,79.4,88.4,78.6,103.6,65.5
1989-10-01,1989,10,6.6,24.2,37.9,23,18.1
1989-11-01,1989,11,3.3,27.3,11,6.7,4.8
1989-12-01,1989,12,6.9,13.7,21,14.2,8.3
1990-01-01,1990,1,1,1.8,5.7,0.3,1
1990-02-01,1990,2,11.3,5.3,9.4,6.4,8.5
1990-03-01,1990,3,32.7,41.1,29.8,28.2,30.2
1990-04-01,1990,4,38.7,15,19.7,18.4,54.4
1990-05-01,1990,5,85.9,74.5,123.8,102.9,103.6
1990-06-01,1990,6,36.3,47.6,36.2,69,74.1
1990-07-01,1990,7,80,71.9,49.4,75.8,45.7
1990-08-01,1990,8,20.8,21.9,47.5,40.1,12.5
1990-09-01,1990,9,29.5,14,62,13.8,26.4
1990-10-01,1990,10,11.9,8.3,15.7,9.4,17.1
1990-11-01,1990,11,12.4,14.3,11.2,10.6,15.7
1990-12-01,1990,12,9.1,11.2,8.4,9.7,16.6
1991-01-01,1991,1,1.5,4.4,8.3,4.9,1.3
1991-02-01,1991,2,21.1,34.6,19.6,25.4,23.9
1991-03-01,1991,3,13.1,6.7,16.1,9.2,16.1
1991-04-01,1991,4,59.4,59.3,76,48.8,70.4
1991-05-01,1991,5,216.6,173.4,112.1,165.8,123.5
1991-06-01,1991,6,107.7,148.7,83.4,196.9,150.7
1991-07-01,1991,7,20.3,5.6,50.1,24.9,15.8
1991-08-01,1991,8,54,36.8,14.6,57.4,46.7
1991-09-01,1991,9,17.5,19.4,14.9,42.3,19.3
1991-10-01,1991,10,35,38,25.6,29.6,36.1
1991-11-01,1991,11,20.9,13.6,18.6,16.1,26.1
1991-12-01,1991,12,2.5,1.8,1,2.5,1.8
1992-01-01,1992,1,11.5,21.9,7.3,21.4,3.8
1992-02-01,1992,2,23.4,19.9,4.1,19.9,19.8
1992-03-01,1992,3,50.2,42.2,48.8,38.7,48.8
1992-04-01,1992,4,14.5,23.7,18.2,28,17
1992-05-01,1992,5,82.6,29.2,62.7,38.9,91.8
1992-06-01,1992,6,72.3,145.7,55.3,80,114.1
1992-07-01,1992,7,90.4,106,83,101.2,87.6
1992-08-01,1992,8,36.6,25.7,12,33.8,31
1992-09-01,1992,9,5.8,10.7,10.7,4.1,4.9
1992-10-01,1992,10,11.7,0.5,17.3,16.4,15.3
1992-11-01,1992,11,22.6,36.7,10.2,19.7,16.2
1992-12-01,1992,12,9,5.6,14.5,6.1,13.3
1993-01-01,1993,1,10.1,8.9,17.3,15.5,18.8
1993-02-01,1993,2,22.6,27.9,15.6,20.6,26.7
1993-03-01,1993,3,23.4,7.7,21.1,9.1,9.7
1993-04-01,1993,4,40.1,47.3,77.6,105.2,59.6
1993-05-01,1993,5,49,67.8,54.9,68.3,32.5
1993-06-01,1993,6,151.9,120,86.2,119.9,118.2
1993-07-01,1993,7,87.3,115.7,109.7,128.7,104.2
1993-08-01,1993,8,32.8,35.4,30,63.8,130.1
1993-09-01,1993,9,39.9,45.7,37.2,66.6,50.5
1993-10-01,1993,10,36.6,9.7,23,28.4,40.1
1993-11-01,1993,11,22.3,25.9,17.9,21.5,13.2
1993-12-01,1993,12,11.2,14.2,13.4,19.6,13
1994-01-01,1994,1,12.3,8.7,11.6,9.3,11.7
1994-02-01,1994,2,6.9,14.5,16.9,13.9,11.3
1994-03-01,1994,3,8.4,6.7,9.5,3.1,16.7
1994-04-01,1994,4,14.4,45.5,30.5,40.4,22.1
1994-05-01,1994,5,26.1,21.2,37.4,57.4,33.7
1994-06-01,1994,6,55.9,48.7,17.1,91.7,41.7
1994-07-01,1994,7,44.2,52,16.4,48.5,19.9
1994-08-01,1994,8,42.9,77,23.5,78.6,41.9
1994-09-01,1994,9,11.2,17.5,6.9,12.9,9.9
1994-10-01,1994,10,102.5,48.8,72.2,50.2,64.2
1994-11-01,1994,11,4.6,10.7,16.8,8.1,3
1994-12-01,1994,12,29.8,6.4,8.9,7.4,26.4
1995-01-01,1995,1,16,6.2,2.4,7.9,21.9
1995-02-01,1995,2,13,22.2,14.1,18,10.4
1995-03-01,1995,3,8.2,33,20.1,24.5,13.5
1995-04-01,1995,4,42.8,48.2,65.5,83.1,41.5
1995-05-01,1995,5,100.9,132.4,102.4,159.6,106
1995-06-01,1995,6,83.8,68.3,114.4,93,106.5
1995-07-01,1995,7,87.4,30,73,44.5,52.1
1995-08-01,1995,8,4.3,2.9,11.7,20.9,24.1
1995-09-01,1995,9,57.9,21.1,22,22.1,50.8
1995-10-01,1995,10,51.4,62.7,61.5,74.2,55.4
1995-11-01,1995,11,19.5,15.6,10.7,15.3,13.7
1995-12-01,1995,12,3,2.6,3.4,4.9,7.3
1996-01-01,1996,1,11.3,20.4,21.7,21.8,12.5
1996-02-01,1996,2,0,3.6,2.6,3.1,0
1996-03-01,1996,3,17,22.7,26.9,16.8,14.7
1996-04-01,1996,4,52.6,32.5,41.5,33.9,50.3
1996-05-01,1996,5,97.9,129.7,208,172.7,125.7
1996-06-01,1996,6,22.4,29.4,31.4,65,29.2
1996-07-01,1996,7,27.7,50.2,13.1,20.3,16.9
1996-08-01,1996,8,90.7,25.1,46.9,24.7,103.4
1996-09-01,1996,9,41.2,79.4,39.5,80.3,47.7
1996-10-01,1996,10,40.6,81.6,74.2,81.6,30.8
1996-11-01,1996,11,8.6,14,1.9,12.5,8.1
1996-12-01,1996,12,12.7,27.8,37.3,28.6,11.2
1997-01-01,1997,1,24.4,32.5,16.5,30.8,25.6
1997-02-01,1997,2,16,18.1,7.2,25.2,18
1997-03-01,1997,3,6.9,12.7,5.2,10,7.4
1997-04-01,1997,4,80.4,68.7,122,60.7,63.8
1997-05-01,1997,5,94.4,84.9,135.9,119.7,93.5
1997-06-01,1997,6,109.4,160.4,87.4,99.7,79.7
1997-07-01,1997,7,129.8,163.8,93.3,139.3,192.2
1997-08-01,1997,8,46,50.6,99.9,75.6,21.6
1997-09-01,1997,9,21.7,17,19.8,23.5,20.9
1997-10-01,1997,10,49.1,46.9,12,52.8,26.3
1997-11-01,1997,11,0,7.2,5,3.2,0
1997-12-01,1997,12,1.3,1.6,2.1,2.7,0.5
1998-01-01,1998,1,7,8.7,3.9,6.9,9.4
1998-02-01,1998,2,19.6,13.8,31.7,13,17.2
1998-03-01,1998,3,42.3,69.3,33.7,79.1,42.4
1998-04-01,1998,4,2.8,6,7.2,3.1,5.1
1998-05-01,1998,5,62.8,77.3,59.6,101.9,98.6
1998-06-01,1998,6,78.9,86.9,142.2,144.3,115.7
1998-07-01,1998,7,83.8,58.6,32.1,101.4,98.6
1998-08-01,1998,8,77.1,94.8,36.1,59.4,109.2
1998-09-01,1998,9,60.2,21.6,38.1,20.9,55.1
1998-10-01,1998,10,70.8,89.5,142.5,122.1,88.8
1998-11-01,1998,11,40.4,22.2,28.8,34.1,56.4
1998-12-01,1998,12,8.4,3.8,1.6,2.3,4.8
1999-01-01,1999,1,12.9,17,5.5,11.2,15.4
1999-02-01,1999,2,6.1,3.6,0.6,3.5,2.3
1999-03-01,1999,3,11.5,19.1,33.8,33.1,11.5
1999-04-01,1999,4,94,63.3,62.4,77.3,80.2
1999-05-01,1999,5,78.7,60.7,114.2,64.2,49.2
1999-06-01,1999,6,158.3,102.9,133.1,164.1,147.5
1999-07-01,1999,7,26.5,12.9,93.6,76.3,30.6
1999-08-01,1999,8,55,53.4,12,86.4,96.3
1999-09-01,1999,9,43.4,62.8,21.6,79.1,39.1
1999-10-01,1999,10,4.8,3.6,2.8,8.3,0
1999-11-01,1999,11,10.4,5.8,10.9,28.4,20
1999-12-01,1999,12,1.6,3.4,5.3,5.8,0.3
2000-01-01,2000,1,19.8,13,5.9,13,23.4
2000-02-01,2000,2,19.7,17.3,3.8,5.5,25.6
2000-03-01,2000,3,57.1,35.1,34.8,61.2,32.8
2000-04-01,2000,4,117.9,91.2,100.4,117.9,101.9
2000-05-01,2000,5,61.6,25.8,60.8,30.5,59.1
2000-06-01,2000,6,25.9,53.5,40.7,44.6,29.9
2000-07-01,2000,7,25.7,41.1,52.5,59,29.7
2000-08-01,2000,8,9.9,7.1,17.8,26.2,21
2000-09-01,2000,9,30.4,5.2,11.5,6,49.2
2000-10-01,2000,10,44.9,33.5,39,26.4,30.5
2000-11-01,2000,11,15.5,29.3,12,50.4,19
2000-12-01,2000,12,8.7,14.6,2.8,8.8,15.2
2001-01-01,2001,1,9,17.3,6.1,17.1,8.9
2001-02-01,2001,2,28.5,29.7,4.4,27.3,35.4
2001-03-01,2001,3,35.7,12.6,10.7,12,13.5
2001-04-01,2001,4,45.7,71.1,54.8,63.4,59.7
2001-05-01,2001,5,33.3,42.3,44,50.9,72.6
2001-06-01,2001,6,93.1,56,90.6,94.4,74.3
2001-07-01,2001,7,31.3,116.6,62.5,142.2,53.1
2001-08-01,2001,8,21.7,27.7,40.5,26.5,20.1
2001-09-01,2001,9,10.7,24.7,23.2,8.6,18.3
2001-10-01,2001,10,21,16.8,24.7,26.7,25.3
2001-11-01,2001,11,11.5,18.1,1.8,17.1,12.7
2001-12-01,2001,12,1.3,0,0,0,0
2002-01-01,2002,1,1.4,5.6,1.4,3,0.8
2002-02-01,2002,2,3.8,4.8,5.1,6.3,2
2002-03-01,2002,3,44.6,32.3,17.6,26.2,42.5
2002-04-01,2002,4,31.2,27.5,57,24.4,41.4
2002-05-01,2002,5,60.7,49.5,41,58.8,59.1
2002-06-01,2002,6,24.9,8.9,10.8,16.3,27.1
2002-07-01,2002,7,17.3,23.3,28.9,23.3,7.8
2002-08-01,2002,8,65.6,46.3,19.3,46,58.1
2002-09-01,2002,9,80.7,88,62.3,67.5,84.7
2002-10-01,2002,10,16.8,31.4,16.6,25.6,6.9
2002-11-01,2002,11,4.1,0.6,1,1.8,8.4
2002-12-01,2002,12,5.6,3.6,0.9,3.8,4.4
2003-01-01,2003,1,12.6,8.4,8.6,9.7,12.1
2003-02-01,2003,2,5.6,17.3,5.8,20.9,7.1
2003-03-01,2003,3,96.6,35.8,26.6,28,39.9
2003-04-01,2003,4,68.1,51.3,52,67.5,43.2
2003-05-01,2003,5,54.2,40.7,33.5,73.3,58.7
2003-06-01,2003,6,122.7,44,62.3,64.8,85.9
2003-07-01,2003,7,5.9,11.3,12.3,55.4,2.6
2003-08-01,2003,8,21,13.8,12,11.1,31.2
2003-09-01,2003,9,41.8,22.7,34.9,28,60.3
2003-10-01,2003,10,10.9,16.8,12.6,16.8,16.8
2003-11-01,2003,11,16.3,16.8,12.8,15.7,20.6
2003-12-01,2003,12,5.1,2.2,6.4,3.6,4.8
2004-01-01,2004,1,4.4,7.9,0.8,8.7,5.8
2004-02-01,2004,2,13,2.9,23.8,8.3,13.8
2004-03-01,2004,3,23.6,31.1,25,23.6,13.4
2004-04-01,2004,4,14.8,7,12.8,7.1,21.4
2004-05-01,2004,5,19.7,42,64.8,45.4,31.4
2004-06-01,2004,6,16.5,47.8,25.8,48.2,18.6
2004-07-01,2004,7,42.6,32.8,75.3,42.7,52.8
2004-08-01,2004,8,21.5,16.7,20.2,15.6,22.4
2004-09-01,2004,9,73.4,100.5,51.8,104,73.4
2004-10-01,2004,10,31.5,42,32.6,24.1,31.6
2004-11-01,2004,11,16.4,2.4,0.3,2,5.5
2004-12-01,2004,12,0.6,1.1,1.6,0,1.3
2005-01-01,2005,1,8.9,11.1,14,9.4,13.4
2005-02-01,2005,2,2.3,1.3,4.1,0.6,5
2005-03-01,2005,3,14.3,28.5,28,34.6,17.2
2005-04-01,2005,4,76.5,80.3,37.1,77.4,51.1
2005-05-01,2005,5,80.2,104.6,134.6,127.5,103.4
2005-06-01,2005,6,145.5,63.8,31.3,58.9,68
2005-07-01,2005,7,83.1,30.4,23.5,52.1,50.7
2005-08-01,2005,8,40.4,19.9,45.8,39,58.2
2005-09-01,2005,9,24.7,30.3,14.6,14,10.5
2005-10-01,2005,10,18.3,16.3,21.3,12,18.6
2005-11-01,2005,11,1.4,7.3,6.4,9.3,0.8
2005-12-01,2005,12,5.7,22.2,6.4,17.6,4.4
2006-01-01,2006,1,15.6,8.1,3.6,10.4,7.9
2006-02-01,2006,2,11.8,9.8,5.1,6.8,8.9
2006-03-01,2006,3,47,45.7,30.6,52,57.1
2006-04-01,2006,4,56.2,52.3,53,58.1,41.2
2006-05-01,2006,5,48.8,12.5,46.3,25.5,31.6
2006-06-01,2006,6,66.9,23.6,23.7,21.3,28.7
2006-07-01,2006,7,38.2,14.7,19.4,9.7,47.3
2006-08-01,2006,8,42.3,60.7,44.9,42.9,27.9
2006-09-01,2006,9,30,57.1,50.8,77.3,27.8
2006-10-01,2006,10,3.6,13.4,8.8,11.8,10.1
2006-11-01,2006,11,11.2,11,12.1,17.3,9.9
2006-12-01,2006,12,6.1,8.9,0.3,1.5,6.6
2007-01-01,2007,1,3.3,1.1,3.1,1.8,3.6
2007-02-01,2007,2,2,14.5,20.2,14.7,13.8
2007-03-01,2007,3,24.9,46.5,12.4,60,20.4
2007-04-01,2007,4,37.8,37.3,33.6,13.6,28.5
2007-05-01,2007,5,56.4,58.7,74.5,123.2,50.4
2007-06-01,2007,6,25.7,40.6,24.6,75.8,25.5
2007-07-01,2007,7,15.4,14.5,30.5,7.4,40.6
2007-08-01,2007,8,64.3,59.4,71.8,76.4,65.1
2007-09-01,2007,9,30.7,29.2,21.1,15.5,25.5
2007-10-01,2007,10,31,44.2,15,39.1,30.7
2007-11-01,2007,11,0,0.6,0.8,0,0.3
2007-12-01,2007,12,14.1,10.4,13.1,17.5,13.1
2008-01-01,2008,1,5.1,6.7,8.7,8.8,4.6
2008-02-01,2008,2,2.4,12.1,13.1,15.2,2.9
2008-03-01,2008,3,9.7,15,15.2,11.7,25.2
2008-04-01,2008,4,37.5,35,35,43.1,45.9
2008-05-01,2008,5,129.2,141.1,183.9,129.1,140.3
2008-06-01,2008,6,50.8,97.6,79.2,135.3,64.1
2008-07-01,2008,7,92.7,99.8,56.1,99.8,75.4
2008-08-01,2008,8,11.9,47.5,36.2,9.4,48.8
