ora1_mu,ora1_sigma,cot1_gamma,ora2_mu,ora2_sigma,cot1_gamma1,ora3_mu,ora3_sigma,cot1_gamma2,ora3_mu1,ora4_sigma,cot1_gamma3,ora5_mu,ora5_sigma,cot1_gamma4,ora6_mu,ora6_sigma,gamma,ora9_mu,ora9_sigma,cot1_gamma5,ora12_mu,ora12_sigma,cot1_gamma6,ora18_mu,ora18_sigma,cot1_gamma7,ora24_mu,ora24_sigma,cot1_gamma8
9.47608695652174,6.53428706508951,0.732846731221285,9.76170212765958,5.35667318583238,0.946318260567342,11.1326241134752,4.75885129766115,0.534288607122904,15.7542553191489,7.10464833544305,1.54186374217046,19.4595744680851,8.02014391844704,0.800093870888451,23.8230496453901,8.93406986776419,0.966849456008498,38.8718676122931,11.0049074929575,1.25074895942271,35.8576241134752,8.81236694224447,0.928846021446619,31.7238770685579,7.03659645717359,0.659254910435261,35.4856382978724,7.6589274658232,0.533173087660724
13.1931818181818,10.0887077422339,1.56544152769024,10.8127659574468,6.51035527467346,1.22200055631534,10.6248226950355,5.56456887934753,1.58710170233649,11.4372340425532,4.99518178823053,0.896753486275553,15.0736170212766,6.05079568804839,1.16423074855606,18.2748226950355,6.97455676805339,0.560901258742746,31.4252955082742,9.29290238601136,1.38562866035966,35.9166666666667,8.89026962458949,0.824895826417598,29.8908983451537,6.96420847243947,0.543170871128742,35.5403368794326,7.76813901198675,0.503488340433571
22.9,15.524840593611,1.14339100537266,17.6255319148936,9.74633188075716,0.958958490306151,14.8418439716312,6.76607638078703,0.918407692230242,13.6936170212766,5.28704083020911,0.921477302384986,13.7297872340426,4.58903449732168,0.917406754731817,16.3780141843972,5.19503021595285,1.04066690299591,25.9177304964539,7.31322364232001,1.11236964016969,35.9746453900709,9.19178777443233,0.882072236746741,29.2872340425532,6.91132911708491,0.71183800629226,35.5914893617021,7.72824200417104,0.486732363500311
47.3765957446809,27.2209076240341,0.657892302588186,35.1382978723404,15.0361865708515,0.551100666821295,27.5425531914894,11.0757624921576,0.429648296223632,22.9755319148936,8.63001302146216,0.381831472819971,20.4302127659574,7.32297373318125,0.598997180712194,19.3375886524823,6.61043955984414,0.685970493602083,25.0628841607565,7.38865152305834,0.803768929860993,36.0395390070922,8.8752274709403,0.986115073808337,30.2868794326241,6.62873234698602,0.636333919908961,35.693085106383,7.75019142820882,0.715045359017926
80.5520833333333,47.3521434242975,1.32143713311151,63.4708333333333,23.8736792012742,0.579287206398127,49.7881944444445,16.794378106756,0.22273494798836,40.3645833333333,13.4275657390744,0.340237392640952,34.1079166666667,10.8855592308126,0.341656352189076,30.0958333333333,9.5525015947254,0.456855212004977,28.525462962963,8.3603316221598,0.286273706413462,35.525,9.32611827495356,0.383256064206199,33.3944444444444,7.90484988613506,0.163450869765321,35.1185763888889,8.2607807467357,0.0514101220106858
72.468085106383,43.2829587922109,0.987878444580824,75.9191489361702,35.4754287350186,0.882679732215013,66.145390070922,24.7447425917734,0.620711527467047,55.1601063829787,18.4448097983548,0.35175330746655,46.4565957446809,15.248160979981,0.266161710371909,40.1872340425532,12.8010043622615,0.197641338847866,32.6567375886525,10.2684129564239,0.617753488468432,35.5789007092199,9.80022429653447,0.471157782894838,36.7931442080378,8.79414830400514,0.355103717183311,35.1045212765957,8.25515360634111,0.488429769598804
55.0702127659575,36.225114204544,1.43399482651474,63.7691489361702,27.7942448139501,0.566406694280274,68.9695035460993,25.8769964356391,0.673873227364889,63.3765957446809,20.5113011277154,0.476584258285547,55.1421276595745,16.4007869831943,0.349549358458976,47.8921985815603,14.0583694895075,0.305750628152341,35.5108747044917,9.90884889160425,0.269685705602889,35.6742907801418,9.20397686451107,0.44678327726591,39.3731678486998,9.08450251544355,0.419720937329759,35.2381205673759,7.85387309914563,0.373396438339403
45.6404255319149,29.5313898151343,1.01105139803125,50.3553191489362,25.4146459630404,1.37110122762378,57.7262411347518,22.5299799203788,0.99241711795165,63.1372340425532,21.6413035619131,0.642485802857864,59.8293617021277,18.4237806101476,0.593090935901193,53.5585106382979,15.2539653425471,0.525561517777795,39.0775413711584,10.7542508890027,0.429884896027406,35.6989361702128,9.22884646599059,0.349522999346067,41.2955082742317,9.67896994729352,0.5530786128991,35.3122340425532,8.05712220807605,0.41608948749359
34.2808510638298,25.4677042627108,0.921570563437498,39.9606382978723,20.0149841025463,0.592669335223448,44.9971631205674,17.6246928827131,1.04725282082773,51.8648936170213,17.2400320475374,1.2914409319832,57.3659574468085,17.5268334020306,0.939429362143141,55.5712765957447,15.7678629679413,0.830228187886789,41.7905437352246,10.7265190472823,0.611143741967083,35.7418439716312,9.20723631472245,0.71643461568946,41.9959810874705,9.72508163708918,0.595740765047023,35.3772163120567,7.91594181471237,0.519520469586281
30.2630434782609,22.8851472481485,2.02267414843684,31.95,17.6824004366445,0.947518249985439,36.513475177305,16.2573255100191,0.783815923627879,41.1526595744681,15.4460816150401,1.30011588246869,47.4157446808511,15.6153137824208,1.44829685931161,52.7414893617021,15.7955354169431,1.15573934628359,44.0992907801419,11.2866642092827,0.842243502528955,35.761524822695,8.79035814361927,0.688084809177957,41.1449172576832,9.43478830160407,0.573771710569715,35.394060283688,7.48401991880917,0.417558813319758
