sta,group,date,waterYear,q1_depth,log_q1,type,value
blc_wan,Keya Paha Tablelands,1988-10-15,1989,5.12469990114391,0.709668438490093,sci_1mo,-1.2390107049076
blc_wan,Keya Paha Tablelands,1988-11-15,1989,5.41753989549499,0.733802118206813,sci_1mo,-1.63744197567847
blc_wan,Keya Paha Tablelands,1988-12-15,1989,4.13282250092251,0.616246753327858,sci_1mo,-1.61683775016416
blc_wan,Keya Paha Tablelands,1989-01-15,1989,5.32150097261641,0.726034145863537,sci_1mo,-1.37148647742213
blc_wan,Keya Paha Tablelands,1989-02-15,1989,5.49074989408276,0.739631661867536,sci_1mo,-1.6156458129027
blc_wan,Keya Paha Tablelands,1989-03-15,1989,41.1392959806114,1.61425685531321,sci_1mo,-0.439830535579724
blc_wan,Keya Paha Tablelands,1989-04-15,1989,17.6110718825025,1.2457857897259,sci_1mo,-1.49182942774071
blc_wan,Keya Paha Tablelands,1989-05-15,1989,17.1925416038376,1.2353400839546,sci_1mo,-1.83753370746575
blc_wan,Keya Paha Tablelands,1989-06-15,1989,8.02869651179211,0.904645041706148,sci_1mo,-1.93369445835874
blc_wan,Keya Paha Tablelands,1989-07-15,1989,0.763588157313301,-0.117140815811854,sci_1mo,-2.654079459071
blc_wan,Keya Paha Tablelands,1989-08-15,1989,1.259526857424,0.100207432577826,sci_1mo,-2.05166762884315
blc_wan,Keya Paha Tablelands,1989-09-15,1989,6.36113543284847,0.803534642096359,sci_1mo,-0.764028489545443
blc_wan,Keya Paha Tablelands,1989-10-15,1990,1.653129000369,0.21830674465582,sci_1mo,-2.02510099364317
blc_wan,Keya Paha Tablelands,1989-11-15,1990,3.57102104222568,0.552792409278633,sci_1mo,-2.03982905102316
blc_wan,Keya Paha Tablelands,1989-12-15,1990,3.66837197224741,0.564473366611901,sci_1mo,-1.70061989641063
blc_wan,Keya Paha Tablelands,1990-01-15,1990,8.33649338757511,0.920983410029386,sci_1mo,-1.00579265685208
blc_wan,Keya Paha Tablelands,1990-02-15,1990,9.17739625153832,0.962719483599441,sci_1mo,-1.19659025705377
blc_wan,Keya Paha Tablelands,1990-03-15,1990,20.0973254187717,1.30313826472615,sci_1mo,-1.20323648820201
blc_wan,Keya Paha Tablelands,1990-04-15,1990,17.3751729981641,1.23992913739303,sci_1mo,-1.50677237977521
blc_wan,Keya Paha Tablelands,1990-05-15,1990,22.8840285908223,1.35953248169233,sci_1mo,-1.37404001571082
blc_wan,Keya Paha Tablelands,1990-06-15,1990,9.88334980934896,0.994904166970842,sci_1mo,-1.68607349444594
blc_wan,Keya Paha Tablelands,1990-07-15,1990,17.161053432402,1.23454394352651,sci_1mo,-0.374263364145301
blc_wan,Keya Paha Tablelands,1990-08-15,1990,7.36036007307151,0.866899060794419,sci_1mo,-0.702068893900561
blc_wan,Keya Paha Tablelands,1990-09-15,1990,1.7082333003813,0.232547183770431,sci_1mo,-1.93721691851713
blc_wan,Keya Paha Tablelands,1990-10-15,1991,1.4799440574732,0.170245299185581,sci_1mo,-2.09278847224799
blc_wan,Keya Paha Tablelands,1990-11-15,1991,2.31018217765852,0.363646229083549,sci_1mo,-2.42801508144741
blc_wan,Keya Paha Tablelands,1990-12-15,1991,2.3458687719522,0.370303713998156,sci_1mo,-1.99511957823587
blc_wan,Keya Paha Tablelands,1991-01-15,1991,1.1099580431049,0.0453065625772806,sci_1mo,-2.40925583097117
blc_wan,Keya Paha Tablelands,1991-02-15,1991,1.31603687937539,0.119268059707124,sci_1mo,-2.7088913688737
blc_wan,Keya Paha Tablelands,1991-03-15,1991,3.47944294363381,0.541509719270993,sci_1mo,-2.76631114837458
blc_wan,Keya Paha Tablelands,1991-04-15,1991,22.3778562349951,1.3498184794262,sci_1mo,-1.21764025685594
blc_wan,Keya Paha Tablelands,1991-05-15,1991,355.422735079336,2.55074520457143,sci_1mo,2.53406194341345
blc_wan,Keya Paha Tablelands,1991-06-15,1991,187.572150826154,2.27316835834824,sci_1mo,1.30167855003907
blc_wan,Keya Paha Tablelands,1991-07-15,1991,31.2205219783974,1.49444015979119,sci_1mo,0.14910434980788
blc_wan,Keya Paha Tablelands,1991-08-15,1991,18.8771587756422,1.27593662868473,sci_1mo,0.219658162561763
blc_wan,Keya Paha Tablelands,1991-09-15,1991,16.9196441180624,1.22839122399927,sci_1mo,0.442910906241397
blc_wan,Keya Paha Tablelands,1991-10-15,1992,9.4307073449622,0.974544267975193,sci_1mo,-0.708289064471809
blc_wan,Keya Paha Tablelands,1991-11-15,1992,10.159920915125,1.00689032741065,sci_1mo,-0.954729647220253
blc_wan,Keya Paha Tablelands,1991-12-15,1992,15.7125975463644,1.19624798687325,sci_1mo,-0.420482432514373
blc_wan,Keya Paha Tablelands,1992-01-15,1992,32.6532337787172,1.5139261976389,sci_1mo,0.551450630349367
blc_wan,Keya Paha Tablelands,1992-02-15,1992,46.9469634622034,1.67160750726759,sci_1mo,0.249041349603087
blc_wan,Keya Paha Tablelands,1992-03-15,1992,38.966612151555,1.59069264885547,sci_1mo,-0.501128717240408
blc_wan,Keya Paha Tablelands,1992-04-15,1992,15.9353763592713,1.20236232503125,sci_1mo,-1.60146566367725
blc_wan,Keya Paha Tablelands,1992-05-15,1992,13.4926814601546,1.13009826750908,sci_1mo,-2.24091229196183
blc_wan,Keya Paha Tablelands,1992-06-15,1992,24.1999717554018,1.38381485910108,sci_1mo,-0.684609767152292
blc_wan,Keya Paha Tablelands,1992-07-15,1992,10.8870352738587,1.03690963003121,sci_1mo,-0.749566413654699
blc_wan,Keya Paha Tablelands,1992-08-15,1992,4.2745192723827,0.630887279510748,sci_1mo,-1.15808012487479
blc_wan,Keya Paha Tablelands,1992-09-15,1992,3.3351221578873,0.523111745756247,sci_1mo,-1.38224369140812
blc_wan,Keya Paha Tablelands,1992-10-15,1993,3.0581607551342,0.485460310779617,sci_1mo,-1.62199290632986
blc_wan,Keya Paha Tablelands,1992-11-15,1993,11.408543263965,1.05723019368982,sci_1mo,-0.816182080766462
blc_wan,Keya Paha Tablelands,1992-12-15,1993,4.52814189308554,0.655920027371591,sci_1mo,-1.55091066739306
blc_wan,Keya Paha Tablelands,1993-01-15,1993,4.96060488287461,0.695534636425215,sci_1mo,-1.42510351820239
blc_wan,Keya Paha Tablelands,1993-02-15,1993,8.36488812392427,0.922460136871963,sci_1mo,-1.27334403369417
blc_wan,Keya Paha Tablelands,1993-03-15,1993,16.4081546125852,1.21505973969796,sci_1mo,-1.40349980411385
blc_wan,Keya Paha Tablelands,1993-04-15,1993,10.9090909090909,1.0377885608894,sci_1mo,-1.99493293885514
blc_wan,Keya Paha Tablelands,1993-05-15,1993,47.9795932353733,1.68105656175641,sci_1mo,-0.230728159476572
blc_wan,Keya Paha Tablelands,1993-06-15,1993,170.603700042367,2.23198844588518,sci_1mo,1.21709316884456
blc_wan,Keya Paha Tablelands,1993-07-15,1993,34.3693391219574,1.53617118129502,sci_1mo,0.2366813227589
blc_wan,Keya Paha Tablelands,1993-08-15,1993,10.3832245308891,1.01633224546827,sci_1mo,-0.387895991763994
blc_wan,Keya Paha Tablelands,1993-09-15,1993,10.7374664595396,1.03090182024236,sci_1mo,-0.173340979886133
blc_wan,Keya Paha Tablelands,1993-10-15,1994,20.3177426188209,1.30787545446577,sci_1mo,0.182476550759271
blc_wan,Keya Paha Tablelands,1993-11-15,1994,31.1793249541025,1.49386670829086,sci_1mo,0.659829872356842
blc_wan,Keya Paha Tablelands,1993-12-15,1994,37.9668627084748,1.57940471184378,sci_1mo,1.23852707014156
blc_wan,Keya Paha Tablelands,1994-01-15,1994,33.6293670932208,1.5267186939424,sci_1mo,0.59970687884207
blc_wan,Keya Paha Tablelands,1994-02-15,1994,67.2573284645026,1.82773961266391,sci_1mo,0.595239963791697
blc_wan,Keya Paha Tablelands,1994-03-15,1994,75.3984265025443,1.87736228262849,sci_1mo,0.292943445294061
blc_wan,Keya Paha Tablelands,1994-04-15,1994,37.0442592854117,1.56872091531564,sci_1mo,-0.575003299399549
blc_wan,Keya Paha Tablelands,1994-05-15,1994,49.1657102035265,1.69166231697002,sci_1mo,-0.194293587299851
blc_wan,Keya Paha Tablelands,1994-06-15,1994,63.2727272727273,1.80121655445234,sci_1mo,0.292438845227251
blc_wan,Keya Paha Tablelands,1994-07-15,1994,47.6218068755962,1.67780586946478,sci_1mo,0.542063065494103
blc_wan,Keya Paha Tablelands,1994-08-15,1994,18.6976645585274,1.27178736414689,sci_1mo,0.20920159562862
blc_wan,Keya Paha Tablelands,1994-09-15,1994,9.20043811610077,0.963808508527583,sci_1mo,-0.358370080431191
blc_wan,Keya Paha Tablelands,1994-10-15,1995,19.6389075363036,1.29311732539843,sci_1mo,0.134131960889932
blc_wan,Keya Paha Tablelands,1994-11-15,1995,20.7404162102957,1.31681746738673,sci_1mo,-0.0127380284345237
blc_wan,Keya Paha Tablelands,1994-12-15,1995,26.0495353849415,1.41579998170251,sci_1mo,0.305500163101027
blc_wan,Keya Paha Tablelands,1995-01-15,1995,22.5643924672296,1.35342364489442,sci_1mo,0.0237847708950819
blc_wan,Keya Paha Tablelands,1995-02-15,1995,52.2735096229072,1.71828165943759,sci_1mo,0.351340156377397
blc_wan,Keya Paha Tablelands,1995-03-15,1995,31.569798254602,1.49927180656143,sci_1mo,-0.733166351699866
blc_wan,Keya Paha Tablelands,1995-04-15,1995,71.73713033954,1.8557439998472,sci_1mo,0.476777138604676
blc_wan,Keya Paha Tablelands,1995-05-15,1995,126.6099000106,2.10246766580672,sci_1mo,1.16169977612131
blc_wan,Keya Paha Tablelands,1995-06-15,1995,99.9956188389924,1.99998097244268,sci_1mo,0.728533306238175
blc_wan,Keya Paha Tablelands,1995-07-15,1995,40.9822280323641,1.61259556548192,sci_1mo,0.399850446212239
blc_wan,Keya Paha Tablelands,1995-08-15,1995,17.4765925873582,1.24245676212225,sci_1mo,0.136059352850456
blc_wan,Keya Paha Tablelands,1995-09-15,1995,16.7710843373494,1.22456114289847,sci_1mo,0.429693395812329
blc_wan,Keya Paha Tablelands,1995-10-15,1996,38.1330600996361,1.58130165791098,sci_1mo,1.4708572132202
blc_wan,Keya Paha Tablelands,1995-11-15,1996,33.7787513691128,1.52864359184462,sci_1mo,0.809808815373213
blc_wan,Keya Paha Tablelands,1995-12-15,1996,24.8539024131717,1.39539458878147,sci_1mo,0.223254947739679
blc_wan,Keya Paha Tablelands,1996-01-15,1996,15.5941066318058,1.19296049958111,sci_1mo,-0.40611631208656
blc_wan,Keya Paha Tablelands,1996-02-15,1996,91.2067077085773,1.96002677926808,sci_1mo,0.897899529267508
blc_wan,Keya Paha Tablelands,1996-03-15,1996,106.792919478501,2.02854245930908,sci_1mo,0.762867613562801
blc_wan,Keya Paha Tablelands,1996-04-15,1996,69.0558598028478,1.83920053696338,sci_1mo,0.406605044142572
blc_wan,Keya Paha Tablelands,1996-05-15,1996,114.704448291701,2.05958026036927,sci_1mo,1.02486958480703
blc_wan,Keya Paha Tablelands,1996-06-15,1996,73.8400876232202,1.86829220337889,sci_1mo,0.441527406607518
blc_wan,Keya Paha Tablelands,1996-07-15,1996,38.1584990990354,1.58159128411838,sci_1mo,0.333211123126127
blc_wan,Keya Paha Tablelands,1996-08-15,1996,14.2458396636399,1.1536880520689,sci_1mo,-0.0775598119527117
blc_wan,Keya Paha Tablelands,1996-09-15,1996,27.2332968236583,1.43510021958652,sci_1mo,1.2702320465194
blc_wan,Keya Paha Tablelands,1996-10-15,1997,30.6794332756245,1.48684733286683,sci_1mo,0.900896646147189
blc_wan,Keya Paha Tablelands,1996-11-15,1997,30.1774370208105,1.47968235223926,sci_1mo,0.600641839679589
blc_wan,Keya Paha Tablelands,1996-12-15,1997,25.8460233897467,1.4123937330106,sci_1mo,0.291464706959687
blc_wan,Keya Paha Tablelands,1997-01-15,1997,66.7264954245133,1.82429831565305,sci_1mo,2.46801441722609
blc_wan,Keya Paha Tablelands,1997-02-15,1997,348.255359098732,2.54189780825207,sci_1mo,2.35087207961279
blc_wan,Keya Paha Tablelands,1997-03-15,1997,130.044164929513,2.11409087021304,sci_1mo,1.04890514718853
blc_wan,Keya Paha Tablelands,1997-04-15,1997,132.118291347207,2.12096294843386,sci_1mo,1.91329833718517
blc_wan,Keya Paha Tablelands,1997-05-15,1997,166.498251068791,2.22140967594947,sci_1mo,1.53587288734949
blc_wan,Keya Paha Tablelands,1997-06-15,1997,684.197152245345,2.83518126223913,sci_1mo,2.39948650711006
blc_wan,Keya Paha Tablelands,1997-07-15,1997,341.213298943575,2.53302594965039,sci_1mo,2.75583945404648
blc_wan,Keya Paha Tablelands,1997-08-15,1997,61.9694025368336,1.79217730902354,sci_1mo,1.83196533284754
blc_wan,Keya Paha Tablelands,1997-09-15,1997,22.4753559693319,1.35170657890548,sci_1mo,0.905189614407436
blc_wan,Keya Paha Tablelands,1997-10-15,1998,31.5443592552026,1.49892171022493,sci_1mo,0.962513494532408
blc_wan,Keya Paha Tablelands,1997-11-15,1998,37.6429353778752,1.57568348214914,sci_1mo,1.02502273454525
blc_wan,Keya Paha Tablelands,1997-12-15,1998,38.3620110942303,1.58390136659645,sci_1mo,1.2777373375315
blc_wan,Keya Paha Tablelands,1998-01-15,1998,43.1191039819101,1.6346697276018,sci_1mo,1.06322203686099
blc_wan,Keya Paha Tablelands,1998-02-15,1998,72.5801908934439,1.86081810610566,sci_1mo,0.670088406078788
blc_wan,Keya Paha Tablelands,1998-03-15,1998,89.8759848779281,1.95364366249754,sci_1mo,0.524848567248985
blc_wan,Keya Paha Tablelands,1998-04-15,1998,67.3209200438117,1.82815004264574,sci_1mo,0.360560487131931
blc_wan,Keya Paha Tablelands,1998-05-15,1998,56.9833586545596,1.75574804339686,sci_1mo,0.0242459035956096
blc_wan,Keya Paha Tablelands,1998-06-15,1998,63.8247535596934,1.80498914658053,sci_1mo,0.300877937544503
blc_wan,Keya Paha Tablelands,1998-07-15,1998,69.3721513620465,1.84118516300433,sci_1mo,0.911476292067618
blc_wan,Keya Paha Tablelands,1998-08-15,1998,57.9500406317352,1.76305374480578,sci_1mo,1.71719787642423
blc_wan,Keya Paha Tablelands,1998-09-15,1998,28.7053669222344,1.45796310254603,sci_1mo,1.380350109299
blc_wan,Keya Paha Tablelands,1998-10-15,1999,47.0112708900117,1.67220199194678,sci_1mo,2.48828990226293
blc_wan,Keya Paha Tablelands,1998-11-15,1999,68.0306681270537,1.83270473617397,sci_1mo,2.64798444815887
blc_wan,Keya Paha Tablelands,1998-12-15,1999,45.8156379182419,1.66101373788223,sci_1mo,2.53547579436954
blc_wan,Keya Paha Tablelands,1999-01-15,1999,53.1675087446561,1.72564631117375,sci_1mo,1.57837293028006
blc_wan,Keya Paha Tablelands,1999-02-15,1999,71.960569550931,1.85709459202548,sci_1mo,0.661635858846438
blc_wan,Keya Paha Tablelands,1999-03-15,1999,55.7622866833905,1.74634057487503,sci_1mo,-0.0837907051351033
blc_wan,Keya Paha Tablelands,1999-04-15,1999,81.0690032858708,1.90885483355623,sci_1mo,0.713098128846624
blc_wan,Keya Paha Tablelands,1999-05-15,1999,61.1044765572555,1.78607302812958,sci_1mo,0.126707049129593
blc_wan,Keya Paha Tablelands,1999-06-15,1999,133.196056955093,2.12449136846798,sci_1mo,0.993322739319661
blc_wan,Keya Paha Tablelands,1999-07-15,1999,50.0639508179345,1.69952511915802,sci_1mo,0.590066250612708
blc_wan,Keya Paha Tablelands,1999-08-15,1999,21.8266614846483,1.3389873129114,sci_1mo,0.382076954754074
blc_wan,Keya Paha Tablelands,1999-09-15,1999,30.1511500547645,1.47930388207857,sci_1mo,1.48789710029112
blc_wan,Keya Paha Tablelands,1999-10-15,2000,28.8478253188708,1.46011307961958,sci_1mo,0.772483117640295
blc_wan,Keya Paha Tablelands,1999-11-15,2000,38.4578313253012,1.58498479030262,sci_1mo,1.06946372503757
blc_wan,Keya Paha Tablelands,1999-12-15,2000,33.9865031975409,1.53130648320222,sci_1mo,0.88734065354776
blc_wan,Keya Paha Tablelands,2000-01-15,2000,34.8259901777197,1.54190347319669,sci_1mo,0.658530002407937
blc_wan,Keya Paha Tablelands,2000-02-15,2000,49.2200778033765,1.6921422958672,sci_1mo,0.293926463749671
blc_wan,Keya Paha Tablelands,2000-03-15,2000,72.6537822845635,1.86125822816683,sci_1mo,0.245231420344282
blc_wan,Keya Paha Tablelands,2000-04-15,2000,68.8455640744798,1.83787596260254,sci_1mo,0.40105159273233
blc_wan,Keya Paha Tablelands,2000-05-15,2000,65.4036674557468,1.81560210170556,sci_1mo,0.225904511347585
blc_wan,Keya Paha Tablelands,2000-06-15,2000,33.1478641840088,1.52045555075039,sci_1mo,-0.35478490511942
blc_wan,Keya Paha Tablelands,2000-07-15,2000,37.7260361092464,1.57664117609108,sci_1mo,0.322628256582479
blc_wan,Keya Paha Tablelands,2000-08-15,2000,17.3493975903615,1.23928439971918,sci_1mo,0.128228026231138
blc_wan,Keya Paha Tablelands,2000-09-15,2000,14.1949616648412,1.15213422400028,sci_1mo,0.190212039996221
blc_wan,Keya Paha Tablelands,2000-10-15,2001,21.2161254990637,1.32666607570044,sci_1mo,0.245815692116342
blc_wan,Keya Paha Tablelands,2000-11-15,2001,26.3921139101862,1.42147417698631,sci_1mo,0.368444375147649
blc_wan,Keya Paha Tablelands,2000-12-15,2001,17.8836165777479,1.25245535008252,sci_1mo,-0.260808383370549
blc_wan,Keya Paha Tablelands,2001-01-15,2001,19.0029325513197,1.2788206268781,sci_1mo,-0.185374820390458
blc_wan,Keya Paha Tablelands,2001-02-15,2001,24.8693475199499,1.39566439113232,sci_1mo,-0.336498576029326
blc_wan,Keya Paha Tablelands,2001-03-15,2001,220.886831784617,2.34416982608538,sci_1mo,1.91339134882422
blc_wan,Keya Paha Tablelands,2001-04-15,2001,95.369112814896,1.97940774256537,sci_1mo,1.05818270904447
blc_wan,Keya Paha Tablelands,2001-05-15,2001,57.36494364555,1.75864657127668,sci_1mo,0.0340654515907044
blc_wan,Keya Paha Tablelands,2001-06-15,2001,51.1281489594743,1.70866006983903,sci_1mo,0.0833287701352782
blc_wan,Keya Paha Tablelands,2001-07-15,2001,61.6641345440413,1.79003264055695,sci_1mo,0.793700671890226
blc_wan,Keya Paha Tablelands,2001-08-15,2001,19.4099565417094,1.28802456301758,sci_1mo,0.250279577650852
blc_wan,Keya Paha Tablelands,2001-09-15,2001,14.5629791894852,1.16325022890574,sci_1mo,0.225754897243019
blc_wan,Keya Paha Tablelands,2001-10-15,2002,19.5880295375048,1.29199075023518,sci_1mo,0.130489698822558
blc_wan,Keya Paha Tablelands,2001-11-15,2002,23.921139101862,1.3787818564984,sci_1mo,0.207850311085707
blc_wan,Keya Paha Tablelands,2001-12-15,2002,27.0416563615164,1.43203328958599,sci_1mo,0.374223374358578
blc_wan,Keya Paha Tablelands,2002-01-15,2002,21.4959544924566,1.33235673401239,sci_1mo,-0.0371449704022693
blc_wan,Keya Paha Tablelands,2002-02-15,2002,32.6146143013613,1.51341224694617,sci_1mo,-0.0905300495702759
blc_wan,Keya Paha Tablelands,2002-03-15,2002,36.5812811362753,1.56325891110956,sci_1mo,-0.571705294110029
blc_wan,Keya Paha Tablelands,2002-04-15,2002,64.8499452354874,1.81190961366704,sci_1mo,0.294037797725273
blc_wan,Keya Paha Tablelands,2002-05-15,2002,48.105147864184,1.68219155390774,sci_1mo,-0.226825374594741
blc_wan,Keya Paha Tablelands,2002-06-15,2002,21.3713033953998,1.32983100977138,sci_1mo,-0.817850758694756
blc_wan,Keya Paha Tablelands,2002-07-15,2002,8.01328481079745,0.903810578852298,sci_1mo,-0.992615141636584
blc_wan,Keya Paha Tablelands,2002-08-15,2002,7.35187082641416,0.866397867819245,sci_1mo,-0.70308634195381
blc_wan,Keya Paha Tablelands,2002-09-15,2002,10.6462212486309,1.02719548739198,sci_1mo,-0.183834430065298
blc_wan,Keya Paha Tablelands,2002-10-15,2003,11.829134720701,1.07295297795265,sci_1mo,-0.479590485320779
blc_wan,Keya Paha Tablelands,2002-11-15,2003,20.7141292442497,1.31626668166686,sci_1mo,-0.014638441280093
blc_wan,Keya Paha Tablelands,2002-12-15,2003,23.302123449811,1.36739549873055,sci_1mo,0.116923628822962
blc_wan,Keya Paha Tablelands,2003-01-15,2003,18.4941525633325,1.26703443592173,sci_1mo,-0.216840072028803
blc_wan,Keya Paha Tablelands,2003-02-15,2003,30.8965733062119,1.48991031512946,sci_1mo,-0.140072143929967
blc_wan,Keya Paha Tablelands,2003-03-15,2003,56.6780906617673,1.75341521156439,sci_1mo,-0.0640837396040699
blc_wan,Keya Paha Tablelands,2003-04-15,2003,35.0668127053669,1.54489629375784,sci_1mo,-0.65012444747809
blc_wan,Keya Paha Tablelands,2003-05-15,2003,39.1760590750097,1.59302074589916,sci_1mo,-0.53618266598573
blc_wan,Keya Paha Tablelands,2003-06-15,2003,8.75355969331874,0.942184697683627,sci_1mo,-1.82993721128967
blc_wan,Keya Paha Tablelands,2003-07-15,2003,11.1931597357171,1.04895270154888,sci_1mo,-0.727204425209721
blc_wan,Keya Paha Tablelands,2003-08-15,2003,1.52633996396142,0.18365127544634,sci_1mo,-1.92090021662745
blc_wan,Keya Paha Tablelands,2003-09-15,2003,7.57064622124864,0.879132951936538,sci_1mo,-0.578450056467436
blc_wan,Keya Paha Tablelands,2003-10-15,2004,13.9914496696463,1.14586271455694,sci_1mo,-0.294713611088579
blc_wan,Keya Paha Tablelands,2003-11-15,2004,15.2201533406353,1.18241902790474,sci_1mo,-0.449573260904855
blc_wan,Keya Paha Tablelands,2003-12-15,2004,16.0265696215949,1.20484057451628,sci_1mo,-0.396910175466219
blc_wan,Keya Paha Tablelands,2004-01-15,2004,10.9133307423241,1.03795731724742,sci_1mo,-0.763274410651002
blc_wan,Keya Paha Tablelands,2004-02-15,2004,16.8599161536428,1.22685541049627,sci_1mo,-0.679764323082303
blc_wan,Keya Paha Tablelands,2004-03-15,2004,49.9621948203371,1.69864150851363,sci_1mo,-0.214911089341543
blc_wan,Keya Paha Tablelands,2004-04-15,2004,24.65717415115,1.39194330255637,sci_1mo,-1.10149305401032
blc_wan,Keya Paha Tablelands,2004-05-15,2004,17.9090555771473,1.25307268420481,sci_1mo,-1.77054556632617
blc_wan,Keya Paha Tablelands,2004-06-15,2004,17.7437020810515,1.24904423700833,sci_1mo,-1.02052887359
blc_wan,Keya Paha Tablelands,2004-07-15,2004,23.7600254389994,1.37584690129279,sci_1mo,-0.0942482799968726
blc_wan,Keya Paha Tablelands,2004-08-15,2004,5.06236088047204,0.704353101472404,sci_1mo,-1.02080582808495
blc_wan,Keya Paha Tablelands,2004-09-15,2004,9.5158817086528,0.978449034710473,sci_1mo,-0.318853352746219
blc_wan,Keya Paha Tablelands,2004-10-15,2005,15.3397166378123,1.18581733720285,sci_1mo,-0.186605736941057
blc_wan,Keya Paha Tablelands,2004-11-15,2005,18.5848849945235,1.26915987797421,sci_1mo,-0.173589474217571
blc_wan,Keya Paha Tablelands,2004-12-15,2005,14.4493516588348,1.15984836077372,sci_1mo,-0.51735096933658
blc_wan,Keya Paha Tablelands,2005-01-15,2005,16.815178602975,1.22570148454834,sci_1mo,-0.324174736165375
blc_wan,Keya Paha Tablelands,2005-02-15,2005,25.7424503207636,1.41064988328858,sci_1mo,-0.305502015686875
blc_wan,Keya Paha Tablelands,2005-03-15,2005,30.2469702858354,1.48068187968139,sci_1mo,-0.779280442651911
blc_wan,Keya Paha Tablelands,2005-04-15,2005,58.0941949616649,1.76413273786242,sci_1mo,0.105656262034694
blc_wan,Keya Paha Tablelands,2005-05-15,2005,57.0596756527577,1.75632929864566,sci_1mo,0.0262155074059903
blc_wan,Keya Paha Tablelands,2005-06-15,2005,47.658269441402,1.67813826827282,sci_1mo,0.0134809677065915
blc_wan,Keya Paha Tablelands,2005-07-15,2005,36.5812811362753,1.56325891110956,sci_1mo,0.294095384829452
blc_wan,Keya Paha Tablelands,2005-08-15,2005,17.1204465957672,1.23351508928667,sci_1mo,0.114024879839297
blc_wan,Keya Paha Tablelands,2005-09-15,2005,9.96276013143483,0.99837967414538,sci_1mo,-0.26430546588108
blc_wan,Keya Paha Tablelands,2005-10-15,2006,11.6001837261068,1.06446486772713,sci_1mo,-0.500190707915311
blc_wan,Keya Paha Tablelands,2005-11-15,2006,14.8784227820372,1.17255689536558,sci_1mo,-0.479722228570287
blc_wan,Keya Paha Tablelands,2005-12-15,2006,18.1634455711409,1.25919823683887,sci_1mo,-0.240719642282107
blc_wan,Keya Paha Tablelands,2006-01-15,2006,24.2433664275872,1.38459292570102,sci_1mo,0.116941734896294
blc_wan,Keya Paha Tablelands,2006-02-15,2006,15.9130026599906,1.20175213537419,sci_1mo,-0.729915004479995
blc_wan,Keya Paha Tablelands,2006-03-15,2006,23.6837084408013,1.37444970604404,sci_1mo,-1.03638145212423
blc_wan,Keya Paha Tablelands,2006-04-15,2006,61.0909090909091,1.7859765878956,sci_1mo,0.190488051635991
blc_wan,Keya Paha Tablelands,2006-05-15,2006,33.7575522029467,1.52837094792713,sci_1mo,-0.764029550552352
blc_wan,Keya Paha Tablelands,2006-06-15,2006,13.9846659364732,1.14565209647236,sci_1mo,-1.2859628259378
blc_wan,Keya Paha Tablelands,2006-07-15,2006,3.38338692011448,0.529351666029783,sci_1mo,-1.63995321726158
blc_wan,Keya Paha Tablelands,2006-08-15,2006,4.93516588347525,0.693301754992923,sci_1mo,-1.04170903340176
blc_wan,Keya Paha Tablelands,2006-09-15,2006,13.3012048192771,1.12389098101711,sci_1mo,0.101707191006713
blc_wan,Keya Paha Tablelands,2006-10-15,2007,10.0738437621454,1.00319521098821,sci_1mo,-0.643877387867003
blc_wan,Keya Paha Tablelands,2006-11-15,2007,9.4370208105148,0.974834912755627,sci_1mo,-1.04062048245576
blc_wan,Keya Paha Tablelands,2006-12-15,2007,11.3712327315126,1.05580754819463,sci_1mo,-0.77158697886389
blc_wan,Keya Paha Tablelands,2007-01-15,2007,16.4081546125852,1.21505973969796,sci_1mo,-0.351093439736795
blc_wan,Keya Paha Tablelands,2007-02-15,2007,21.1797840713503,1.32592152814639,sci_1mo,-0.479614547847379
blc_wan,Keya Paha Tablelands,2007-03-15,2007,55.7368476839911,1.7461424026234,sci_1mo,-0.0843417452549445
blc_wan,Keya Paha Tablelands,2007-04-15,2007,43.3734939759036,1.63722440839121,sci_1mo,-0.350443243249621
blc_wan,Keya Paha Tablelands,2007-05-15,2007,58.4079426209236,1.76647190878863,sci_1mo,0.0605482691736406
blc_wan,Keya Paha Tablelands,2007-06-15,2007,17.7437020810515,1.24904423700833,sci_1mo,-1.02052887359
blc_wan,Keya Paha Tablelands,2007-07-15,2007,4.32462989789068,0.635948946440971,sci_1mo,-1.46074813362706
blc_wan,Keya Paha Tablelands,2007-08-15,2007,11.2694767339151,1.05190375128577,sci_1mo,-0.309673555584146
blc_wan,Keya Paha Tablelands,2007-09-15,2007,2.73384446878423,0.436773803476088,sci_1mo,-1.55480943896603
blc_wan,Keya Paha Tablelands,2007-10-15,2008,11.6765007243049,1.06731271059996,sci_1mo,-0.493299048690449
blc_wan,Keya Paha Tablelands,2007-11-15,2008,10.7513691128149,1.03146377218465,sci_1mo,-0.887675499379028
blc_wan,Keya Paha Tablelands,2007-12-15,2008,4.68077588948168,0.670317848072233,sci_1mo,-1.52659297916804
blc_wan,Keya Paha Tablelands,2008-01-15,2008,2.28950994594213,0.359742534502022,sci_1mo,-1.96592280843328
blc_wan,Keya Paha Tablelands,2008-02-15,2008,50.4981682214753,1.70327562473779,sci_1mo,0.31834192129411
blc_wan,Keya Paha Tablelands,2008-03-15,2008,101.65424159983,2.00712550461664,sci_1mo,0.69369237989923
blc_wan,Keya Paha Tablelands,2008-04-15,2008,46.1861993428259,1.6645122256726,sci_1mo,-0.257114875227687
