sta,date,prcp,location,key,value
OEL,2001-07-15,313,SW,sci_3mo,-0.541
OEL,2001-07-15,313,SW,sci_4mo,-0.694
OEL,2001-07-15,313,SW,sci_6mo,-0.486
OEL,2001-07-15,313,SW,sci_9mo,-0.464
OEL,2001-07-15,313,SW,sci_12mo,-0.57
OEL,2001-07-15,313,SW,sci_18mo,-0.501
OEL,2001-07-15,313,SW,sci_24mo,-0.509
OEL,2001-08-15,217,SW,sci_1mo,-0.801
OEL,2001-08-15,217,SW,sci_2mo,-0.976
OEL,2001-08-15,217,SW,sci_3mo,-0.345
OEL,2001-08-15,217,SW,sci_4mo,-0.836
OEL,2001-08-15,217,SW,sci_6mo,-0.834
OEL,2001-08-15,217,SW,sci_9mo,-0.656
OEL,2001-08-15,217,SW,sci_12mo,-0.541
OEL,2001-08-15,217,SW,sci_18mo,-0.662
OEL,2001-08-15,217,SW,sci_24mo,-0.758
OEL,2001-09-15,107,SW,sci_1mo,-1.394
OEL,2001-09-15,107,SW,sci_2mo,-1.419
OEL,2001-09-15,107,SW,sci_3mo,-1.388
OEL,2001-09-15,107,SW,sci_4mo,-0.843
OEL,2001-09-15,107,SW,sci_6mo,-1.255
OEL,2001-09-15,107,SW,sci_9mo,-0.971
OEL,2001-09-15,107,SW,sci_12mo,-0.654
OEL,2001-09-15,107,SW,sci_18mo,-1.066
OEL,2001-09-15,107,SW,sci_24mo,-0.907
OEL,2001-10-15,210,SW,sci_1mo,-0.061
OEL,2001-10-15,210,SW,sci_2mo,-1.274
OEL,2001-10-15,210,SW,sci_3mo,-1.352
OEL,2001-10-15,210,SW,sci_4mo,-1.327
OEL,2001-10-15,210,SW,sci_6mo,-1.425
OEL,2001-10-15,210,SW,sci_9mo,-1.059
OEL,2001-10-15,210,SW,sci_12mo,-1.022
OEL,2001-10-15,210,SW,sci_18mo,-1.478
OEL,2001-10-15,210,SW,sci_24mo,-0.884
OEL,2001-11-15,115,SW,sci_1mo,-0.07
OEL,2001-11-15,115,SW,sci_2mo,-0.205
OEL,2001-11-15,115,SW,sci_3mo,-1.427
OEL,2001-11-15,115,SW,sci_4mo,-1.461
OEL,2001-11-15,115,SW,sci_6mo,-0.809
OEL,2001-11-15,115,SW,sci_9mo,-1.264
OEL,2001-11-15,115,SW,sci_12mo,-1.005
OEL,2001-11-15,115,SW,sci_18mo,-1.619
OEL,2001-11-15,115,SW,sci_24mo,-0.813
OEL,2001-12-15,13,SW,sci_1mo,-1.357
OEL,2001-12-15,13,SW,sci_2mo,-0.849
OEL,2001-12-15,13,SW,sci_3mo,-0.448
OEL,2001-12-15,13,SW,sci_4mo,-2.693
OEL,2001-12-15,13,SW,sci_6mo,-1.597
OEL,2001-12-15,13,SW,sci_9mo,-1.512
OEL,2001-12-15,13,SW,sci_12mo,-1.033
OEL,2001-12-15,13,SW,sci_18mo,-1.189
OEL,2001-12-15,13,SW,sci_24mo,-0.803
OEL,2002-01-15,14,SW,sci_1mo,-1.303
OEL,2002-01-15,14,SW,sci_2mo,-2.407
OEL,2002-01-15,14,SW,sci_3mo,-1.518
OEL,2002-01-15,14,SW,sci_4mo,-0.913
OEL,2002-01-15,14,SW,sci_6mo,-2.265
OEL,2002-01-15,14,SW,sci_9mo,-3
OEL,2002-01-15,14,SW,sci_12mo,-1.103
OEL,2002-01-15,14,SW,sci_18mo,-1.212
OEL,2002-01-15,14,SW,sci_24mo,-1
OEL,2002-02-15,38,SW,sci_1mo,-0.994
OEL,2002-02-15,38,SW,sci_2mo,-2.103
OEL,2002-02-15,38,SW,sci_3mo,-2.284
OEL,2002-02-15,38,SW,sci_4mo,-2.079
OEL,2002-02-15,38,SW,sci_6mo,-2.146
OEL,2002-02-15,38,SW,sci_9mo,-1.647
OEL,2002-02-15,38,SW,sci_12mo,-1.263
OEL,2002-02-15,38,SW,sci_18mo,-1.063
OEL,2002-02-15,38,SW,sci_24mo,-1.104
OEL,2002-03-15,446,SW,sci_1mo,1.027
OEL,2002-03-15,446,SW,sci_2mo,0.64
OEL,2002-03-15,446,SW,sci_3mo,0.327
OEL,2002-03-15,446,SW,sci_4mo,-0.007
OEL,2002-03-15,446,SW,sci_6mo,-0.385
OEL,2002-03-15,446,SW,sci_9mo,-1.37
OEL,2002-03-15,446,SW,sci_12mo,-1.307
OEL,2002-03-15,446,SW,sci_18mo,-0.82
OEL,2002-03-15,446,SW,sci_24mo,-1.115
OEL,2002-04-15,312,SW,sci_1mo,-0.747
OEL,2002-04-15,312,SW,sci_2mo,0.072
OEL,2002-04-15,312,SW,sci_3mo,-0.205
OEL,2002-04-15,312,SW,sci_4mo,-0.408
OEL,2002-04-15,312,SW,sci_6mo,-0.603
OEL,2002-04-15,312,SW,sci_9mo,-1.749
OEL,2002-04-15,312,SW,sci_12mo,-1.75
OEL,2002-04-15,312,SW,sci_18mo,-1.181
OEL,2002-04-15,312,SW,sci_24mo,-1.658
OEL,2002-05-15,607,SW,sci_1mo,-0.235
OEL,2002-05-15,607,SW,sci_2mo,-0.738
OEL,2002-05-15,607,SW,sci_3mo,-0.434
OEL,2002-05-15,607,SW,sci_4mo,-0.593
OEL,2002-05-15,607,SW,sci_6mo,-0.856
OEL,2002-05-15,607,SW,sci_9mo,-1.312
OEL,2002-05-15,607,SW,sci_12mo,-1.373
OEL,2002-05-15,607,SW,sci_18mo,-1.394
OEL,2002-05-15,607,SW,sci_24mo,-1.966
OEL,2002-06-15,249,SW,sci_1mo,-1.551
OEL,2002-06-15,249,SW,sci_2mo,-1.12
OEL,2002-06-15,249,SW,sci_3mo,-1.242
OEL,2002-06-15,249,SW,sci_4mo,-1.023
OEL,2002-06-15,249,SW,sci_6mo,-1.184
OEL,2002-06-15,249,SW,sci_9mo,-1.255
OEL,2002-06-15,249,SW,sci_12mo,-1.572
OEL,2002-06-15,249,SW,sci_18mo,-1.692
OEL,2002-06-15,249,SW,sci_24mo,-1.948
OEL,2002-07-15,173,SW,sci_1mo,-1.13
OEL,2002-07-15,173,SW,sci_2mo,-1.78
OEL,2002-07-15,173,SW,sci_3mo,-1.51
OEL,2002-07-15,173,SW,sci_4mo,-1.488
OEL,2002-07-15,173,SW,sci_6mo,-1.348
OEL,2002-07-15,173,SW,sci_9mo,-1.471
OEL,2002-07-15,173,SW,sci_12mo,-1.757
OEL,2002-07-15,173,SW,sci_18mo,-1.855
OEL,2002-07-15,173,SW,sci_24mo,-1.89
OEL,2002-08-15,656,SW,sci_1mo,1.087
OEL,2002-08-15,656,SW,sci_2mo,-0.118
OEL,2002-08-15,656,SW,sci_3mo,-1.111
OEL,2002-08-15,656,SW,sci_4mo,-0.995
OEL,2002-08-15,656,SW,sci_6mo,-1.019
OEL,2002-08-15,656,SW,sci_9mo,-1.244
OEL,2002-08-15,656,SW,sci_12mo,-1.474
OEL,2002-08-15,656,SW,sci_18mo,-1.81
OEL,2002-08-15,656,SW,sci_24mo,-1.509
OEL,2002-09-15,807,SW,sci_1mo,1.591
OEL,2002-09-15,807,SW,sci_2mo,1.713
OEL,2002-09-15,807,SW,sci_3mo,0.739
OEL,2002-09-15,807,SW,sci_4mo,-0.245
OEL,2002-09-15,807,SW,sci_6mo,-0.646
OEL,2002-09-15,807,SW,sci_9mo,-0.738
OEL,2002-09-15,807,SW,sci_12mo,-0.806
OEL,2002-09-15,807,SW,sci_18mo,-1.451
OEL,2002-09-15,807,SW,sci_24mo,-1.109
OEL,2002-10-15,168,SW,sci_1mo,-0.267
OEL,2002-10-15,168,SW,sci_2mo,0.831
OEL,2002-10-15,168,SW,sci_3mo,1.071
OEL,2002-10-15,168,SW,sci_4mo,0.432
OEL,2002-10-15,168,SW,sci_6mo,-0.244
OEL,2002-10-15,168,SW,sci_9mo,-0.739
OEL,2002-10-15,168,SW,sci_12mo,-0.957
OEL,2002-10-15,168,SW,sci_18mo,-1.373
OEL,2002-10-15,168,SW,sci_24mo,-1.447
OEL,2002-11-15,41,SW,sci_1mo,-0.977
OEL,2002-11-15,41,SW,sci_2mo,-0.818
OEL,2002-11-15,41,SW,sci_3mo,0.711
OEL,2002-11-15,41,SW,sci_4mo,0.918
OEL,2002-11-15,41,SW,sci_6mo,-0.396
OEL,2002-11-15,41,SW,sci_9mo,-0.668
OEL,2002-11-15,41,SW,sci_12mo,-0.986
OEL,2002-11-15,41,SW,sci_18mo,-1.281
OEL,2002-11-15,41,SW,sci_24mo,-1.567
OEL,2002-12-15,56,SW,sci_1mo,-0.163
OEL,2002-12-15,56,SW,sci_2mo,-1.187
OEL,2002-12-15,56,SW,sci_3mo,-0.818
OEL,2002-12-15,56,SW,sci_4mo,0.555
OEL,2002-12-15,56,SW,sci_6mo,0.258
OEL,2002-12-15,56,SW,sci_9mo,-0.889
OEL,2002-12-15,56,SW,sci_12mo,-0.933
OEL,2002-12-15,56,SW,sci_18mo,-1.397
OEL,2002-12-15,56,SW,sci_24mo,-1.651
OEL,2003-01-15,126,SW,sci_1mo,0.606
OEL,2003-01-15,126,SW,sci_2mo,0.042
OEL,2003-01-15,126,SW,sci_3mo,-0.778
OEL,2003-01-15,126,SW,sci_4mo,-0.722
OEL,2003-01-15,126,SW,sci_6mo,0.852
OEL,2003-01-15,126,SW,sci_9mo,-0.223
OEL,2003-01-15,126,SW,sci_12mo,-0.861
OEL,2003-01-15,126,SW,sci_18mo,-1.39
OEL,2003-01-15,126,SW,sci_24mo,-1.545
OEL,2003-02-15,56,SW,sci_1mo,-0.69
OEL,2003-02-15,56,SW,sci_2mo,-0.114
OEL,2003-02-15,56,SW,sci_3mo,-0.431
OEL,2003-02-15,56,SW,sci_4mo,-1.038
OEL,2003-02-15,56,SW,sci_6mo,0.305
OEL,2003-02-15,56,SW,sci_9mo,-0.447
OEL,2003-02-15,56,SW,sci_12mo,-0.845
OEL,2003-02-15,56,SW,sci_18mo,-1.282
OEL,2003-02-15,56,SW,sci_24mo,-1.597
OEL,2003-03-15,966,SW,sci_1mo,2.314
OEL,2003-03-15,966,SW,sci_2mo,1.735
OEL,2003-03-15,966,SW,sci_3mo,1.959
OEL,2003-03-15,966,SW,sci_4mo,1.83
OEL,2003-03-15,966,SW,sci_6mo,1.003
OEL,2003-03-15,966,SW,sci_9mo,1.121
OEL,2003-03-15,966,SW,sci_12mo,-0.159
OEL,2003-03-15,966,SW,sci_18mo,-0.473
OEL,2003-03-15,966,SW,sci_24mo,-1.063
OEL,2003-04-15,681,SW,sci_1mo,0.614
OEL,2003-04-15,681,SW,sci_2mo,2.038
OEL,2003-04-15,681,SW,sci_3mo,1.867
OEL,2003-04-15,681,SW,sci_4mo,1.789
OEL,2003-04-15,681,SW,sci_6mo,1.38
OEL,2003-04-15,681,SW,sci_9mo,1.29
OEL,2003-04-15,681,SW,sci_12mo,0.371
OEL,2003-04-15,681,SW,sci_18mo,-0.18
OEL,2003-04-15,681,SW,sci_24mo,-0.871
OEL,2003-05-15,542,SW,sci_1mo,-0.425
OEL,2003-05-15,542,SW,sci_2mo,-0.127
OEL,2003-05-15,542,SW,sci_3mo,1.17
OEL,2003-05-15,542,SW,sci_4mo,1.009
OEL,2003-05-15,542,SW,sci_6mo,0.919
OEL,2003-05-15,542,SW,sci_9mo,0.931
OEL,2003-05-15,542,SW,sci_12mo,0.174
OEL,2003-05-15,542,SW,sci_18mo,-0.399
OEL,2003-05-15,542,SW,sci_24mo,-0.753
OEL,2003-06-15,1227,SW,sci_1mo,0.997
OEL,2003-06-15,1227,SW,sci_2mo,0.358
OEL,2003-06-15,1227,SW,sci_3mo,0.44
OEL,2003-06-15,1227,SW,sci_4mo,1.354
OEL,2003-06-15,1227,SW,sci_6mo,1.296
OEL,2003-06-15,1227,SW,sci_9mo,0.729
OEL,2003-06-15,1227,SW,sci_12mo,0.855
OEL,2003-06-15,1227,SW,sci_18mo,0.074
OEL,2003-06-15,1227,SW,sci_24mo,-0.458
OEL,2003-07-15,59,SW,sci_1mo,-2.499
OEL,2003-07-15,59,SW,sci_2mo,0.049
OEL,2003-07-15,59,SW,sci_3mo,-0.192
OEL,2003-07-15,59,SW,sci_4mo,-0.15
OEL,2003-07-15,59,SW,sci_6mo,0.536
OEL,2003-07-15,59,SW,sci_9mo,0.374
OEL,2003-07-15,59,SW,sci_12mo,0.761
OEL,2003-07-15,59,SW,sci_18mo,-0.279
OEL,2003-07-15,59,SW,sci_24mo,-0.797
OEL,2003-08-15,210,SW,sci_1mo,-0.84
OEL,2003-08-15,210,SW,sci_2mo,-1.901
OEL,2003-08-15,210,SW,sci_3mo,-0.281
OEL,2003-08-15,210,SW,sci_4mo,-0.499
OEL,2003-08-15,210,SW,sci_6mo,0.424
OEL,2003-08-15,210,SW,sci_9mo,0.295
OEL,2003-08-15,210,SW,sci_12mo,0.376
OEL,2003-08-15,210,SW,sci_18mo,-0.318
OEL,2003-08-15,210,SW,sci_24mo,-0.814
OEL,2003-09-15,418,SW,sci_1mo,0.393
OEL,2003-09-15,418,SW,sci_2mo,-0.329
OEL,2003-09-15,418,SW,sci_3mo,-1.275
OEL,2003-09-15,418,SW,sci_4mo,-0.194
OEL,2003-09-15,418,SW,sci_6mo,-0.235
OEL,2003-09-15,418,SW,sci_9mo,0.417
OEL,2003-09-15,418,SW,sci_12mo,0.134
OEL,2003-09-15,418,SW,sci_18mo,-0.401
OEL,2003-09-15,418,SW,sci_24mo,-0.418
OEL,2003-10-15,109,SW,sci_1mo,-0.661
OEL,2003-10-15,109,SW,sci_2mo,-0.378
OEL,2003-10-15,109,SW,sci_3mo,-0.725
OEL,2003-10-15,109,SW,sci_4mo,-1.451
OEL,2003-10-15,109,SW,sci_6mo,-0.376
OEL,2003-10-15,109,SW,sci_9mo,0.253
OEL,2003-10-15,109,SW,sci_12mo,0.08
OEL,2003-10-15,109,SW,sci_18mo,-0.462
OEL,2003-10-15,109,SW,sci_24mo,-0.632
OEL,2003-11-15,163,SW,sci_1mo,0.436
OEL,2003-11-15,163,SW,sci_2mo,-0.448
OEL,2003-11-15,163,SW,sci_3mo,-0.007
OEL,2003-11-15,163,SW,sci_4mo,-0.605
OEL,2003-11-15,163,SW,sci_6mo,-0.239
OEL,2003-11-15,163,SW,sci_9mo,0.402
OEL,2003-11-15,163,SW,sci_12mo,0.083
OEL,2003-11-15,163,SW,sci_18mo,-0.218
OEL,2003-11-15,163,SW,sci_24mo,-0.52
OEL,2003-12-15,51,SW,sci_1mo,-0.243
OEL,2003-12-15,51,SW,sci_2mo,-0.055
OEL,2003-12-15,51,SW,sci_3mo,-0.515
OEL,2003-12-15,51,SW,sci_4mo,-0.197
OEL,2003-12-15,51,SW,sci_6mo,-1.494
OEL,2003-12-15,51,SW,sci_9mo,-0.37
OEL,2003-12-15,51,SW,sci_12mo,-0.026
OEL,2003-12-15,51,SW,sci_18mo,0.197
OEL,2003-12-15,51,SW,sci_24mo,-0.465
OEL,2004-01-15,44,SW,sci_1mo,-0.608
OEL,2004-01-15,44,SW,sci_2mo,-0.983
OEL,2004-01-15,44,SW,sci_3mo,-0.489
OEL,2004-01-15,44,SW,sci_4mo,-0.837
OEL,2004-01-15,44,SW,sci_6mo,-0.82
OEL,2004-01-15,44,SW,sci_9mo,-0.297
OEL,2004-01-15,44,SW,sci_12mo,-0.111
OEL,2004-01-15,44,SW,sci_18mo,0.428
OEL,2004-01-15,44,SW,sci_24mo,-0.492
OEL,2004-02-15,130,SW,sci_1mo,0.27
OEL,2004-02-15,130,SW,sci_2mo,-0.185
OEL,2004-02-15,130,SW,sci_3mo,-0.531
OEL,2004-02-15,130,SW,sci_4mo,-0.257
OEL,2004-02-15,130,SW,sci_6mo,-0.612
OEL,2004-02-15,130,SW,sci_9mo,-0.305
OEL,2004-02-15,130,SW,sci_12mo,-0.042
OEL,2004-02-15,130,SW,sci_18mo,0.116
OEL,2004-02-15,130,SW,sci_24mo,-0.471
OEL,2004-03-15,236,SW,sci_1mo,0.186
OEL,2004-03-15,236,SW,sci_2mo,0.271
OEL,2004-03-15,236,SW,sci_3mo,-0.033
OEL,2004-03-15,236,SW,sci_4mo,-0.24
OEL,2004-03-15,236,SW,sci_6mo,-0.777
OEL,2004-03-15,236,SW,sci_9mo,-1.466
OEL,2004-03-15,236,SW,sci_12mo,-0.53
OEL,2004-03-15,236,SW,sci_18mo,-0.279
OEL,2004-03-15,236,SW,sci_24mo,-0.619
OEL,2004-04-15,148,SW,sci_1mo,-1.533
OEL,2004-04-15,148,SW,sci_2mo,-1.387
OEL,2004-04-15,148,SW,sci_3mo,-1.242
OEL,2004-04-15,148,SW,sci_4mo,-1.445
OEL,2004-04-15,148,SW,sci_6mo,-1.422
OEL,2004-04-15,148,SW,sci_9mo,-1.398
OEL,2004-04-15,148,SW,sci_12mo,-1.055
OEL,2004-04-15,148,SW,sci_18mo,-0.435
OEL,2004-04-15,148,SW,sci_24mo,-0.677
OEL,2004-05-15,197,SW,sci_1mo,-2.341
OEL,2004-05-15,197,SW,sci_2mo,-2.094
OEL,2004-05-15,197,SW,sci_3mo,-1.96
OEL,2004-05-15,197,SW,sci_4mo,-1.91
OEL,2004-05-15,197,SW,sci_6mo,-1.967
OEL,2004-05-15,197,SW,sci_9mo,-1.831
OEL,2004-05-15,197,SW,sci_12mo,-1.961
OEL,2004-05-15,197,SW,sci_18mo,-0.919
OEL,2004-05-15,197,SW,sci_24mo,-1.02
OEL,2004-06-15,165,SW,sci_1mo,-2.053
OEL,2004-06-15,165,SW,sci_2mo,-2.31
OEL,2004-06-15,165,SW,sci_3mo,-2.224
OEL,2004-06-15,165,SW,sci_4mo,-2.169
OEL,2004-06-15,165,SW,sci_6mo,-1.978
OEL,2004-06-15,165,SW,sci_9mo,-2.004
OEL,2004-06-15,165,SW,sci_12mo,-2.176
OEL,2004-06-15,165,SW,sci_18mo,-1.322
OEL,2004-06-15,165,SW,sci_24mo,-1.009
OEL,2004-07-15,426,SW,sci_1mo,-0.002
OEL,2004-07-15,426,SW,sci_2mo,-1.363
OEL,2004-07-15,426,SW,sci_3mo,-2.108
OEL,2004-07-15,426,SW,sci_4mo,-1.951
OEL,2004-07-15,426,SW,sci_6mo,-1.824
OEL,2004-07-15,426,SW,sci_9mo,-1.827
OEL,2004-07-15,426,SW,sci_12mo,-1.935
OEL,2004-07-15,426,SW,sci_18mo,-1.372
OEL,2004-07-15,426,SW,sci_24mo,-0.944
OEL,2004-08-15,215,SW,sci_1mo,-0.812
OEL,2004-08-15,215,SW,sci_2mo,-0.638
OEL,2004-08-15,215,SW,sci_3mo,-1.756
OEL,2004-08-15,215,SW,sci_4mo,-2.152
OEL,2004-08-15,215,SW,sci_6mo,-2.155
OEL,2004-08-15,215,SW,sci_9mo,-2.13
OEL,2004-08-15,215,SW,sci_12mo,-2.021
OEL,2004-08-15,215,SW,sci_18mo,-1.453
OEL,2004-08-15,215,SW,sci_24mo,-1.276
OEL,2004-09-15,734,SW,sci_1mo,1.4
OEL,2004-09-15,734,SW,sci_2mo,0.566
OEL,2004-09-15,734,SW,sci_3mo,0.206
OEL,2004-09-15,734,SW,sci_4mo,-0.9
OEL,2004-09-15,734,SW,sci_6mo,-2.001
OEL,2004-09-15,734,SW,sci_9mo,-1.806
OEL,2004-09-15,734,SW,sci_12mo,-1.99
OEL,2004-09-15,734,SW,sci_18mo,-1.639
OEL,2004-09-15,734,SW,sci_24mo,-1.373
OEL,2004-10-15,315,SW,sci_1mo,0.335
OEL,2004-10-15,315,SW,sci_2mo,0.988
OEL,2004-10-15,315,SW,sci_3mo,0.448
OEL,2004-10-15,315,SW,sci_4mo,0.26
OEL,2004-10-15,315,SW,sci_6mo,-1.742
OEL,2004-10-15,315,SW,sci_9mo,-1.947
OEL,2004-10-15,315,SW,sci_12mo,-1.856
OEL,2004-10-15,315,SW,sci_18mo,-1.556
OEL,2004-10-15,315,SW,sci_24mo,-1.294
OEL,2004-11-15,164,SW,sci_1mo,0.446
OEL,2004-11-15,164,SW,sci_2mo,0.333
OEL,2004-11-15,164,SW,sci_3mo,1.026
OEL,2004-11-15,164,SW,sci_4mo,0.525
OEL,2004-11-15,164,SW,sci_6mo,-0.537
OEL,2004-11-15,164,SW,sci_9mo,-2.013
OEL,2004-11-15,164,SW,sci_12mo,-1.555
OEL,2004-11-15,164,SW,sci_18mo,-1.631
OEL,2004-11-15,164,SW,sci_24mo,-1.153
OEL,2004-12-15,6,SW,sci_1mo,-3
OEL,2004-12-15,6,SW,sci_2mo,-0.439
OEL,2004-12-15,6,SW,sci_3mo,0.075
OEL,2004-12-15,6,SW,sci_4mo,0.803
OEL,2004-12-15,6,SW,sci_6mo,0.197
OEL,2004-12-15,6,SW,sci_9mo,-2.26
OEL,2004-12-15,6,SW,sci_12mo,-1.461
OEL,2004-12-15,6,SW,sci_18mo,-2.09
OEL,2004-12-15,6,SW,sci_24mo,-1.211
OEL,2005-01-15,89,SW,sci_1mo,0.136
OEL,2005-01-15,89,SW,sci_2mo,-0.983
OEL,2005-01-15,89,SW,sci_3mo,-0.481
OEL,2005-01-15,89,SW,sci_4mo,-0.031
OEL,2005-01-15,89,SW,sci_6mo,0.339
OEL,2005-01-15,89,SW,sci_9mo,-1.59
OEL,2005-01-15,89,SW,sci_12mo,-1.455
OEL,2005-01-15,89,SW,sci_18mo,-1.935
OEL,2005-01-15,89,SW,sci_24mo,-1.241
OEL,2005-02-15,23,SW,sci_1mo,-1.275
OEL,2005-02-15,23,SW,sci_2mo,-0.866
OEL,2005-02-15,23,SW,sci_3mo,-1.547
OEL,2005-02-15,23,SW,sci_4mo,-1.013
OEL,2005-02-15,23,SW,sci_6mo,0.49
OEL,2005-02-15,23,SW,sci_9mo,-0.894
OEL,2005-02-15,23,SW,sci_12mo,-1.509
OEL,2005-02-15,23,SW,sci_18mo,-1.7
OEL,2005-02-15,23,SW,sci_24mo,-1.208
OEL,2005-03-15,143,SW,sci_1mo,-0.391
OEL,2005-03-15,143,SW,sci_2mo,-0.84
OEL,2005-03-15,143,SW,sci_3mo,-0.995
OEL,2005-03-15,143,SW,sci_4mo,-2.523
OEL,2005-03-15,143,SW,sci_6mo,-0.747
OEL,2005-03-15,143,SW,sci_9mo,-0.282
OEL,2005-03-15,143,SW,sci_12mo,-2.03
OEL,2005-03-15,143,SW,sci_18mo,-1.708
OEL,2005-03-15,143,SW,sci_24mo,-1.64
OEL,2005-04-15,765,SW,sci_1mo,0.875
OEL,2005-04-15,765,SW,sci_2mo,0.492
OEL,2005-04-15,765,SW,sci_3mo,0.189
OEL,2005-04-15,765,SW,sci_4mo,0.199
OEL,2005-04-15,765,SW,sci_6mo,0.122
OEL,2005-04-15,765,SW,sci_9mo,0.457
OEL,2005-04-15,765,SW,sci_12mo,-1.244
OEL,2005-04-15,765,SW,sci_18mo,-1.613
OEL,2005-04-15,765,SW,sci_24mo,-1.581
OEL,2005-05-15,802,SW,sci_1mo,0.241
OEL,2005-05-15,802,SW,sci_2mo,0.503
OEL,2005-05-15,802,SW,sci_3mo,0.237
OEL,2005-05-15,802,SW,sci_4mo,0.035
OEL,2005-05-15,802,SW,sci_6mo,-0.148
OEL,2005-05-15,802,SW,sci_9mo,0.361
OEL,2005-05-15,802,SW,sci_12mo,-0.615
OEL,2005-05-15,802,SW,sci_18mo,-1.667
OEL,2005-05-15,802,SW,sci_24mo,-1.604
OEL,2005-06-15,1455,SW,sci_1mo,1.355
OEL,2005-06-15,1455,SW,sci_2mo,0.97
OEL,2005-06-15,1455,SW,sci_3mo,1.116
OEL,2005-06-15,1455,SW,sci_4mo,1.023
OEL,2005-06-15,1455,SW,sci_6mo,0.827
OEL,2005-06-15,1455,SW,sci_9mo,0.614
OEL,2005-06-15,1455,SW,sci_12mo,0.548
OEL,2005-06-15,1455,SW,sci_18mo,-0.871
OEL,2005-06-15,1455,SW,sci_24mo,-1.325
OEL,2005-07-15,831,SW,sci_1mo,1.008
OEL,2005-07-15,831,SW,sci_2mo,1.594
OEL,2005-07-15,831,SW,sci_3mo,1.145
OEL,2005-07-15,831,SW,sci_4mo,1.389
OEL,2005-07-15,831,SW,sci_6mo,1.225
OEL,2005-07-15,831,SW,sci_9mo,1.046
OEL,2005-07-15,831,SW,sci_12mo,0.898
OEL,2005-07-15,831,SW,sci_18mo,-0.578
OEL,2005-07-15,831,SW,sci_24mo,-0.831
OEL,2005-08-15,404,SW,sci_1mo,0.112
OEL,2005-08-15,404,SW,sci_2mo,0.842
OEL,2005-08-15,404,SW,sci_3mo,1.514
OEL,2005-08-15,404,SW,sci_4mo,1.14
OEL,2005-08-15,404,SW,sci_6mo,1.317
OEL,2005-08-15,404,SW,sci_9mo,1.008
OEL,2005-08-15,404,SW,sci_12mo,1.176
OEL,2005-08-15,404,SW,sci_18mo,-0.533
OEL,2005-08-15,404,SW,sci_24mo,-0.702
OEL,2005-09-15,247,SW,sci_1mo,-0.388
OEL,2005-09-15,247,SW,sci_2mo,-0.258
OEL,2005-09-15,247,SW,sci_3mo,0.426
OEL,2005-09-15,247,SW,sci_4mo,1.331
OEL,2005-09-15,247,SW,sci_6mo,1.191
OEL,2005-09-15,247,SW,sci_9mo,1.023
OEL,2005-09-15,247,SW,sci_12mo,0.794
OEL,2005-09-15,247,SW,sci_18mo,-0.575
OEL,2005-09-15,247,SW,sci_24mo,-0.695
OEL,2005-10-15,183,SW,sci_1mo,-0.189
OEL,2005-10-15,183,SW,sci_2mo,-0.743
OEL,2005-10-15,183,SW,sci_3mo,-0.471
OEL,2005-10-15,183,SW,sci_4mo,0.221
OEL,2005-10-15,183,SW,sci_6mo,0.879
OEL,2005-10-15,183,SW,sci_9mo,0.916
OEL,2005-10-15,183,SW,sci_12mo,0.801
OEL,2005-10-15,183,SW,sci_18mo,-0.453
OEL,2005-10-15,183,SW,sci_24mo,-0.761
OEL,2005-11-15,14,SW,sci_1mo,-1.289
OEL,2005-11-15,14,SW,sci_2mo,-0.905
OEL,2005-11-15,14,SW,sci_3mo,-1.261
OEL,2005-11-15,14,SW,sci_4mo,-0.753
OEL,2005-11-15,14,SW,sci_6mo,0.894
OEL,2005-11-15,14,SW,sci_9mo,0.867
OEL,2005-11-15,14,SW,sci_12mo,0.499
OEL,2005-11-15,14,SW,sci_18mo,0
OEL,2005-11-15,14,SW,sci_24mo,-0.827
OEL,2005-12-15,39,SW,sci_1mo,-0.466
OEL,2005-12-15,39,SW,sci_2mo,-1.739
OEL,2005-12-15,39,SW,sci_3mo,-1.009
OEL,2005-12-15,39,SW,sci_4mo,-1.579
OEL,2005-12-15,39,SW,sci_6mo,-0.022
OEL,2005-12-15,39,SW,sci_9mo,0.879
OEL,2005-12-15,39,SW,sci_12mo,0.429
OEL,2005-12-15,39,SW,sci_18mo,0.451
OEL,2005-12-15,39,SW,sci_24mo,-0.826
OEL,2006-01-15,156,SW,sci_1mo,0.932
OEL,2006-01-15,156,SW,sci_2mo,0.166
OEL,2006-01-15,156,SW,sci_3mo,-0.898
OEL,2006-01-15,156,SW,sci_4mo,-0.717
OEL,2006-01-15,156,SW,sci_6mo,-0.683
OEL,2006-01-15,156,SW,sci_9mo,0.76
OEL,2006-01-15,156,SW,sci_12mo,0.531
OEL,2006-01-15,156,SW,sci_18mo,0.595
OEL,2006-01-15,156,SW,sci_24mo,-0.761
OEL,2006-02-15,118,SW,sci_1mo,0.137
OEL,2006-02-15,118,SW,sci_2mo,0.572
OEL,2006-02-15,118,SW,sci_3mo,0.091
OEL,2006-02-15,118,SW,sci_4mo,-0.665
OEL,2006-02-15,118,SW,sci_6mo,-1.12
OEL,2006-02-15,118,SW,sci_9mo,0.856
OEL,2006-02-15,118,SW,sci_12mo,0.649
OEL,2006-02-15,118,SW,sci_18mo,0.736
OEL,2006-02-15,118,SW,sci_24mo,-0.789
OEL,2006-03-15,470,SW,sci_1mo,1.103
OEL,2006-03-15,470,SW,sci_2mo,0.906
