Sort,Latitude,Longitude,Sample Sites,Flow (cfs),Year,High_Low,Notes,DATE,TIME,D'/W',Depth(ft),Width(ft),Temp_C,Temp_F,pH,COND.,DO,TURB.,NH3,Hardness,Ca,Mg,Na,K,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,TSS,
791,43.25686111,101.6949944,Bear Creek III,NA,2008,H,NA,9/4/08,10:30am,NA,NA,NA,12.4,54.3,8.14,487.4,9.66,,nd,134,45,5,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,>2419.6,400,2,28,
792,43.25686111,101.6949944,Bear Creek III,NA,2008,L,NA,10/9/08,10:20am,NA,NA,NA,9.2,48.5,8.18,499.8,7.51,,nd,149,50,6,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,>2419.6,500,4,19,
1111,43.25686111,101.6949944,Bear Creek III,NA,2012,H,NA,5/8/12,10:05am,NA,NA,NA,11.9,53.4,8.76,490.3,15.58,NA,,150,51,7,NA,NA,NA,NA,NA,NA,0.3,,,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,>2419.6,480,nd,110,
1112,43.25686111,101.6949944,Bear Creek III,NA,2012,H,NA,6/6/12,9:30am,NA,NA,NA,17.8,64,8.8,520.2,10.04,NA,,140,46,6,NA,NA,NA,NA,NA,NA,0.4,,,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,>2419.6,640,4,150,
1113,43.25686111,101.6949944,Bear Creek III,NA,2012,H,NA,7/18/12,9:46am,NA,NA,NA,23.3,74,8.41,381.3,6.91,72,,140,47,5,NA,NA,NA,NA,NA,NA,nd,,,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,>4839.2,720,5,79,
1114,43.25686111,101.6949944,Bear Creek III,NA,2012,H,NA,8/21/12,9:55am,NA,NA,NA,17.7,63.9,8.22,351,8.24,47.2,,150,50,6,NA,NA,NA,NA,NA,NA,0.3,,,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,>4839.2,500,nd,61,
1115,43.25686111,101.6949944,Bear Creek III,NA,2012,L,NA,9/20/12,9:05am,NA,NA,NA,11.5,52.7,8.3,373.5,8.59,34,,150,49,6,NA,NA,NA,NA,NA,NA,nd,,,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,2420,220,<3,31,
1116,43.25686111,101.6949944,Bear Creek III,NA,2012,L,NA,10/16/12,9:52am,NA,NA,NA,9.6,49.3,9.4,369.1,8.29,37.7,,160,55,7,NA,NA,NA,NA,NA,NA,0.3,,,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,>2419.6,280,<3,10,
1184,43.25686111,101.6949944,Bear Creek III,NA,2013,H,NA,5/21/13,10:50am,NA,NA,NA,11.6,52.9,8.57,482.5,9.51,52,nd,150,50,7,,,,,,,,,,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,83,
1185,43.25686111,101.6949944,Bear Creek III,NA,2013,H,NA,6/6/13,11:18am,NA,NA,NA,15.1,59.2,8.43,862.6,8.68,error,0.2,140,47,6,,,,,,,,,,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,220,
1186,43.25686111,101.6949944,Bear Creek III,NA,2013,H,NA,7/10/13,10:00am,NA,NA,NA,20.2,68.3,8.05,378,NA,NA,nd,140,47,6,,,,,,,0.6,,,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,>2419.6,,nd,110,
1187,43.25686111,101.6949944,Bear Creek III,NA,2013,H,NA,8/13/13,10:58am,NA,NA,NA,21.2,70.1,7.89,458.5,7.17,NA,nd,130,44,6,,,,,,,0.3,,,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,>2419.6,,<3,84,
1188,43.25686111,101.6949944,Bear Creek III,NA,2013,L,NA,9/11/13,9:36am,NA,NA,NA,16.8,62.2,8.3,495.6,7.43,NA,nd,140,48,6,,,,,,,0.3,,,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,>4839.2,,<3,29,
33,43.25686944,101.6949944,Bear Creek II,NA,1993,H,NA,6/30/93,8:25am,"7""/5""",0.6,5,18,64.4,7.8,390,2.15,,,,,,25,,212,3,0.51,0,0.22,0.023,0.206,0.315,0,0.228,0,0.012,0,1.8,0,0.12,0,0.011,0,0,0.06,,,,,,
34,43.25686944,101.6949944,Bear Creek II,NA,1993,L,NA,11/29/93,10:50am,"6""/7'6""",0.5,7.5,0.7,33.26,8.29,,1.9,4.91,,,,,31,,215,3,0.48,17,0,0,0.057,0.081,0,0.14,0,0.007,0,0.11,0,0.03,0,0,0,0.14,0.04,,,,,,
35,43.25686944,101.6949944,Bear Creek II,NA,1994,H,NA,6/16/94,10:35am,"3""/10'3""",0.3,10.3,16.3,61.34,8.16,132,7.4,78.9,,,,,28,,219,17,0.52,20,0,0.021,0.13,0.165,0,0.19,0.005,,0,0.75,0,0.09,0,,,,0.08,,,,,,
36,43.25686944,101.6949944,Bear Creek II,NA,1994,L,NA,,,,,,,,,,,,,,,,34,,220,17,0.51,22,0.19,0,0.127,0.163,0.014,0.11,0.016,,0,0.33,0,0.11,0,,,,0.02,,,,,,
37,43.25686944,101.6949944,Bear Creek II,NA,1995,H,NA,6/6/95,11:15am,"2""/---",0.2,,18.5,65.3,8.22,54.5,5.07,11.8,,,,,40,,236,5,0.52,28,0.29,0.058,0.17,0.215,0.021,0.6,0,,0.005,5.57,0,0.32,0.0005, ,,,0.03,,,,,,
38,43.25686944,101.6949944,Bear Creek II,NA,1995,L,NA,10/10/95,11:36am,"3'/11""",3,11,8.33,46.994,8.02,502,9.08,11.9,,,,,36,,215,7,0.48,17,0,0,0.113,0.143,0.005,0.18,0,,0,0.34,0.005,0,0,,,,0.02,,,,,,
39,43.25686944,101.6949944,Bear Creek II,NA,1996,H,NA,5/29/96,10:03am,"1'2""/11'10""",1,11.9,11.21,52.178,9.37,549,7.1,60.5,,,,,33,,230,6,0.5,26,0.29,0,0.15,0.25,0,0.209,0,,0.012,0.49,0,0.14,0,,,,0.061,,,,,,
40,43.25686944,101.6949944,Bear Creek II,NA,1996,L,NA,10/1/96,12:47pm,"10""/13'",0.8,13,14.18,57.524,10.42,479,12.7,10.1,,,,,37,,207,3,0.4,18,0,0,0.04,0.07,0.008,0.208,0,,0.01,0.56,0,0.04,0,,,,0.03,,,,,,
41,43.25686944,101.6949944,Bear Creek II,NA,1997,H,NA,6/27/97,12:15pm,"1'1""/9'",1.1,9,21.15,70.07,7.9,519,2.43,42.1,,,,,37,,242,4,0.47,24,0.27,0.27,0.21,0.22,0.012,0.2,0,0,0,1.7,0.002,0.1,0.0003,0,,0,0,,,,,,
42,43.25686944,101.6949944,Bear Creek II,NA,1997,L,NA,10/10/97,11:05am,"1'8""/11'",1.7,11,10.78,51.404,8.44,488,2.85,17.7,,,,,37,,224,4,0.48,22,0.05,0.05,0.11,0.12,0.008,0.17,0,0,0,0.4,0.002,0.03,0,0,,0,0.05,,,,,,
43,43.25686944,101.6949944,Bear Creek II,NA,1998,H,NA,,,,,,,,,,,,,,,,110,,340,22,0.43,106,0,0,0.1,0.15,0.008,0,0,0,0,1.8,0.003,0.08,0,0,,0,0,,,,,,
45,43.25686944,101.6949944,Bear Creek II,NA,1999,H,NA,8/12/99,11:55am,"2'/16'5""",1.2,16.5,21.44,70.592,8.14,444,8.14,33.6,,,,,30,,210,7,0.5,24,0,0.23,0.27,0.27,0.011,0.19,0,0,0,2.3,0.002,0.12,0,0,0,0,0.02,,,,,,
48,43.25686944,101.6949944,Bear Creek II,NA,2000,L,NA,,,,,,,,,,,,,,,,28,,196,2,0.5,18,0.18,0,0.11,0.14,0.008,0,0,0,0,0.35,0,0.05,0,0,0,0,0.008,,,,,,
774,43.25686944,101.6949944,Bear Creek II,NA,2007,H,NA,5/24/07,11:24am,NA,1.2,7.2,15.3,59.54,8,400,5.5,33,nd,156,51,6.9,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,2,210,
783,43.25686944,101.6949944,Bear Creek II,NA,2008,H,NA,6/17/08,11:31am,NA,NA,NA,17.8,63.968,8,438.6,19.65,40,nd,147,49,6,NA,NA,NA,NA,NA,NA,0.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,550,nd,160,
784,43.25686944,101.6949944,Bear Creek II,NA,2008,H,NA,7/15/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,140,47,6,NA,NA,NA,NA,NA,NA,0.4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,>2419.6,,nd,250,
785,43.25686944,101.6949944,Bear Creek II,NA,2008,H,NA,8/14/08,10:07am,NA,NA,NA,19.1,66.4,8.07,424.3,8.07,meter,nd,142,47,6,NA,NA,NA,NA,NA,NA,0.4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,>2419.6,720,nd,93,
786,43.25686944,101.6949944,Bear Creek II,NA,2008,H,NA,9/4/08,10:05am,NA,NA,NA,12.3,54.1,8.23,425.6,10.24,62.4,nd,135,44,6,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,>2419.6,670,2,22,
787,43.25686944,101.6949944,Bear Creek II,NA,2008,L,NA,10/9/08,9:57am,NA,NA,NA,8.8,47.9,7.94,455,8.11,53.1,nd,151,50,6,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,>2419.6,610,4,11,
1105,43.25686944,101.6949944,Bear Creek II,NA,2012,H,NA,5/8/12,9:40am,NA,NA,NA,10.7,51.2,8.78,401.9,12.06,NA,,160,50,7,NA,NA,NA,NA,NA,NA,0.3,,,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1410,42,<3,27,
1106,43.25686944,101.6949944,Bear Creek II,NA,2012,H,NA,6/6/12,9:08am,NA,NA,NA,17.6,63.7,8.76,460.4,9.87,NA,,180,56,9,NA,NA,NA,NA,NA,NA,0.3,,,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,>2419.6,120,nd,53,
1107,43.25686944,101.6949944,Bear Creek II,NA,2012,H,NA,7/18/12,9:13am,NA,NA,NA,21.7,71,8.03,324.6,5.79,71.5,,140,47,6,NA,NA,NA,NA,NA,NA,0.5,,,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,>4339.2,660,3,87,
1108,43.25686944,101.6949944,Bear Creek II,NA,2012,H,NA,8/21/12,9:24am,NA,NA,NA,19.4,66.9,8.03,321.6,6.75,51.9,,160,52,7,NA,NA,NA,NA,NA,NA,0.3,,,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,>4839.2,1100,<3,61,
1109,43.25686944,101.6949944,Bear Creek II,NA,2012,L,NA,9/20/12,8:45am,NA,NA,NA,10.4,50.7,8.32,320.2,8.09,31.6,,150,49,7,NA,NA,NA,NA,NA,NA,nd,,,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550,>2419.6,1200,<3,32,
1110,43.25686944,101.6949944,Bear Creek II,NA,2012,L,NA,10/16/12,7:59am,NA,NA,NA,9.1,48.4,9.71,334.2,6.6,NA,,170,56,8,NA,NA,NA,NA,NA,NA,nd,,,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,>2419.6,280,<3,8,
1179,43.25686944,101.6949944,Bear Creek II,NA,2013,H,NA,5/21/13,9:38am,NA,NA,NA,11.7,53,8.21,355.8,9.11,32.1,nd,160,52,7,,,,,,,,,,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,40,
1180,43.25686944,101.6949944,Bear Creek II,NA,2013,H,NA,6/6/13,12:57pm,NA,NA,NA,16.2,61.1,8.36,404.1,8.78,74.4,0.2,160,52,7,,,,,,,,,,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,110,
1181,43.25686944,101.6949944,Bear Creek II,NA,2013,H,NA,7/10/13,9:15am,NA,NA,NA,21.1,70,8.15,389.2,NA,NA,nd,140,47,7,,,,,,,0.5,,,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866,>2419.6,,nd,97,
1182,43.25686944,101.6949944,Bear Creek II,NA,2013,H,NA,8/13/13,10:24am,NA,NA,NA,20.1,68.1,7.75,414,7.07,NA,nd,140,47,7,,,,,,,0.4,,,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410,>2419.6,,<3,95,
1183,43.25686944,101.6949944,Bear Creek II,NA,2013,L,NA,9/11/13,9:10am,NA,NA,NA,15.9,60.6,8.09,427.9,7.59,NA,nd,150,49,7,,,,,,,0.4,,,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,>4839.2,,<3,59,
1,43.27205,102.1460778,American Horse I,NA,1993,H,NA,7/13/93,9:40am,".8""/4'",0.7,4,17.3,63.14,7.31,364,8.44,40.5,,,,,31,,224,2,0.38,24,0.1,0,0.13,0.152,0.006,0.193,0,0.013,0,0.68,0,0.08,0,0.013,0,0.001,0.08,,,,,,
2,43.27205,102.1460778,American Horse I,NA,1993,L,NA,,,,,,,,,,,,,,,,35,,213,3,0.37,22,0.12,0,0.27,0.04,0,0.145,0,0.008,0,0.18,0,0.04,0,0,0,0.0013,0.04,,,,,,
3,43.27205,102.1460778,American Horse I,NA,1994,H,NA,6/15/94,10:00am,"4""/5'",0.3,5,18.8,65.84,8.12,415,8.3,22.1,,,,,36,,249,13,0.37,32,0,0,0.11,0.143,0,0.18,0.007,,0,0.42,0,0.14,0.0002,,,,0.08,,,,,,
4,43.27205,102.1460778,American Horse I,NA,1994,L,NA,,,,,,,,,,,,,,,,36,,226,17,0.4,28,0,0,0.1,0.202,0,0.19,0.007,,0,0.2,0,0.13,0.0003,,,,0.42,,,,,,
5,43.27205,102.1460778,American Horse I,NA,1995,H,NA,6/15/95,10:14am,1'/8',1,8,NA,NA,,,,1.92,,,,,34,,272,8,0.36,48,0.11,0.011,0.44,0.5,0,0.153,0,,0,0.42,0,0.07,0.0007,,,,0.02,,,,,,
6,43.27205,102.1460778,American Horse I,NA,1995,L,NA,10/3/95,11:18am,"6""/5'4""",0.5,5.3,9.72,49.496,7.98,610,8.05,22.7,,,,,43,,244,6,0.3,40,0,0,0.05,0.045,0,0.21,0,,0,0.41,0,0,0,,,,0.02,,,,,,
7,43.27205,102.1460778,American Horse I,NA,1996,H,NA,5/22/96,12:40pm,"1'1""/14'1""",1.1,14.1,19.94,67.892,9.66,573,7.6,6.13,,,,,40,,246,4,0.3,23,0,0,0.1,0.13,0,0.149,0,,0,0.1,0,0.03,0,,,,0.038,,,,,,
8,43.27205,102.1460778,American Horse I,NA,1996,L,NA,9/17/96,12:30pm,"9""/7'6""",0.8,7.5,14.84,58.712,10.77,563,1.58,9.1,,,,,44,,230,4,0.4,35,0,0,0.03,0.04,0.006,0.21,0,,0,0.16,0.009,0,0.0004,,,,0.026,,,,,,
9,43.27205,102.1460778,American Horse I,NA,1997,H,NA,6/4/97,12:43pm,"1'5""/9'",1,9,18.66,65.588,7.88,433,6.35,360,,,,,34,,176,0,0.28,0.36,0.44,0.44,0.7,0.4,0.016,0.3,0,,0.03,11,0.017,0.39,0,0,,0,0.06,,,,,,
10,43.27205,102.1460778,American Horse I,NA,1997,H,NA,8/18/97,11:00am,"6""/7'5""",0.5,7.5,18.99,66.182,8.88,502,4.57,22,,,,,42,,232,3,0.39,33,0,0,0.09,0.1,0,0.16,0,0,0.01,0.36,0.003,0.04,0,0,,0,0,,,,,,
11,43.27205,102.1460778,American Horse I,NA,1998,H,NA,,,,,,,,,,,,,,,,36,,232,5,0.43,23,0,0,0,0,0.007,0.1,0,0,0,0.25,0,0.06,0,0,,0,0,,,,,,
16,43.27205,102.1460778,American Horse I,NA,2000,L,NA,,,,,,,,,,,,,,,,23,,204,3,0.5,15,ND,0.7,0.02,0.04,0.006,,,,,0.1,,,,,,,0.006,,,,,,
741,43.27205,102.1460778,American Horse I,NA,2006,L,NA,4/12/06,8:51am,NA,0.6,3.2,9.8,49.586,7.87,480,8.53,4.5,nd,200,68,7,36,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,nd,8,
742,43.27205,102.1460778,American Horse I,NA,2006,H,NA,6/29/06,11:21am,NA,0.2,2.8,23.6,74.39,7.97,433.4,5.72,13,nd,140,47,5,43,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,17,
1015,43.27205,102.1460778,American Horse I,NA,2010,L,NA,4/28/10,10:45am,NA,NA,NA,11.5,52.7,7.87,656.2,13.78,7.2,NA,190,63,7,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,629,16,nd,19,
1016,43.27205,102.1460778,American Horse I,NA,2010,H,NA,5/18/10,9:55am,NA,NA,NA,13.3,55.9,8.26,490.1,11.19,21.3,NA,180,62,7,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,830,24,nd,78,
1017,43.27205,102.1460778,American Horse I,NA,2010,H,NA,6/9/10,10:40am,NA,NA,NA,14.4,57.9,8.25,473.1,7.74,33,NA,170,58,6,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,>2419.6,1100,nd,100,
1018,43.27205,102.1460778,American Horse I,NA,2010,H,NA,7/21/10,11:35am,NA,NA,NA,19.4,67,8.35,451.3,6.84,18,NA,160,54,6,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,>2419.6,650,nd,33,
1050,43.27205,102.1460778,American Horse I,NA,2010,H,NA,9/15/10,10:25am,NA,NA,NA,16.67,62,8.4,470.2,6.92,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,43.27814444,101.8248556,Bear Creek I,NA,1993,H,NA,6/30/93,1:35pm,2'/4',2,4,22.3,72.14,7.63,375,8.8,8.8,,,,,12,,176,2,0.41,0,0.1,0.023,0.219,0.286,0,0.194,0,0.005,0,0.98,0,0.17,0,0,0,0,0.05,,,,,,
18,43.27814444,101.8248556,Bear Creek I,NA,1993,L,NA,11/30/93,3:37pm,"6""/7'",0.5,7,2.3,36.14,8.43,221,13.37,0.09,,,,,0,,192,2,0.39,8,0.21,0,0.041,0.041,0,0,0,0,0,0.06,0,0,0,0,0.002,0.16,0.05,,,,,,
19,43.27814444,101.8248556,Bear Creek I,NA,1994,H,NA,6/14/94,9:40am,"5""/9'10""",0.4,9.8,17.7,63.86,8.2,133,7.41,45.4,,,,,24,,210,16,0.39,14,0.1,0,0.06,0.099,0.01,0.19,0.007,,0,0.4,0,0.03,0.0009,,,,0.05,,,,,,
20,43.27814444,101.8248556,Bear Creek I,NA,1994,L,NA,,,,,,,,,,,,,,,,24,,210,16,0.39,14,0.1,0,0.06,0.099,0.01,0.19,0.007,,0,0.4,0,0.03,0.0009,,,,0.05,,,,,,
21,43.27814444,101.8248556,Bear Creek I,NA,1995,H,NA,5/24/95,1:42pm,"5""/12'",0.4,12,13,55.4,8,110,,,,,,,24,,210,7,0.47,13,0.12,0,0.048,0.13,0.0061,0.112,0,,0,0.09,0,0,0,,,,0,,,,,,
22,43.27814444,101.8248556,Bear Creek I,NA,1995,L,NA,10/11/95,11:00am,".4'/6'5""",0.3,6.5,9.93,49.874,7.81,459,6.84,4,,,,,19,,202,6,0.41,11,0.19,0,0.08,0.092,0,0.24,0,,0,0.11,0,0,0,,,,0.08,,,,,,
23,43.27814444,101.8248556,Bear Creek I,NA,1996,H,NA,5/29/96,11:48am,"1'3""/7'5""",1.3,7.5,11.75,53.15,9.49,473,7.6,18,,,,,19,,210,3,0.4,10,0.27,0,0.11,0.14,0,0.182,0,,0.02,0.27,0,0.04,0,,,,0.058,,,,,,
24,43.27814444,101.8248556,Bear Creek I,NA,1996,L,NA,9/20/96,11:50am,"8""/3'4""",0.7,3.3,10.79,51.422,10.05,423,1.68,11.2,,,,,21,,141,3,0.4,13,0,0,0.07,0.07,0.008,0.21,0,,0,0.28,0,0.05,0.0006,,,,0.045,,,,,,
25,43.27814444,101.8248556,Bear Creek I,NA,1997,H,NA,6/19/97,12:25pm,"11""/5'8""",0.9,5.8,18.3,64.94,8.01,485,3.38,20.8,,,,,24,,236,4,0.37,13,0.13,0.13,0.1,0.12,0.01,0.2,0,,0.02,0.3,0.002,0.04,0.0005,0,,0,0,,,,,,
26,43.27814444,101.8248556,Bear Creek I,NA,1997,L,NA,10/10/97,12:31pm,"9""/5'1""",0.8,5.1,11.53,52.754,8.1,425,3.18,12.7,,,,,26,,200,4,0.39,26,0.24,0.24,0.07,0.08,0.007,0.16,0,0,0,0.24,0,0.03,0,0,,0,0.04,,,,,,
27,43.27814444,101.8248556,Bear Creek I,NA,1998,H,NA,,,,,,,,,,,,,,,,19,,206,3,0.5,11,0.12,0.12,0.05,0,0.009,0.2,0,0,0,0.24,0,0.04,0,0,,0,0,,,,,,
32,43.27814444,101.8248556,Bear Creek I,NA,2000,L,NA,,,,,,,,,,,,,,,,17,,200,2,0.5,11,0,0.29,0.05,0.05,0.006,0,0,0,0,0.08,0,0.01,0,0,0,0,0,,,,,,
65,43.27814444,101.8248556,Bear in the Lodge I,NA,1993,H,NA,6/15/93,12:26pm,"8""/12'11""",0.7,12.9,21.4,70.52,8.37,520,8.28,192.2,,,,,69,,272,5,0.54,32,0.44,0,0.45,0.496,0.016,0.137, ,0.013,0.01,5.43,0.006,0.26,0.0036,0.005,0,0,0.36,,,,,,
66,43.27814444,101.8248556,Bear in the Lodge I,NA,1993,L,NA,12/3/93,1:05pm,"1'3""/17'4""",1.3,17.3,NA,NA,8.25,301,13.39,0.02,,,,,59,,275,7,0.44,21,0.27,0,0.126,0.193,0.006,0.05,0,0.013,0.005,1.41,0,0.04,0,0,0,0,0.07,,,,,,
67,43.27814444,101.8248556,Bear in the Lodge I,NA,1994,H,NA,6/16/94,3:10pm,"2'/19'4""",2,19.3,18.3,64.94,8.36,148,8.06,31.3,,,,,77,,308,17,0.51,35,0,0,0.23,0.282,0.008,0.12,0.005,,0,2.78,0,0.18,0,,,,0.07,,,,,,
68,43.27814444,101.8248556,Bear in the Lodge I,NA,1994,L,NA,,,,,,,,,,,,,,,,87,,218,12,0.39,44,0.28,0,0.465,0.528,0.044,0.12,0.021,0.007,,0.011,0.35,0.0008,,,,,0.1,,,,,,
69,43.27814444,101.8248556,Bear in the Lodge I,NA,1995,H,date = e,6/6/95,,,,,NA,NA,,,,,,,,,214,,282,136,0.48,1120,0.95,0.01,0,0.015,0,0.05,0,0,,0.65,0.04,0.002,,,,,0.03,,,,,,
70,43.27814444,101.8248556,Bear in the Lodge I,NA,1995,L,NA,10/16/95,12:15pm,1'/12',1,12,9.89,49.802,8.39,608,8.02,6.5,,,,,60,,252,8,0.45,29,0,0,0.209,0.21,0.01,0.06,0,,0,1.54,0,0.06,0.0004,,,,0.018,,,,,,
71,43.27814444,101.8248556,Bear in the Lodge I,NA,1996,H,NA,6/12/96,1:40pm,"2'10""/16'1""",2.8,16.1,23.47,74.246,9.85,668,11.7,148.4,,,,,77,,290,7,0.5,24,0.3,0,0.33,0.35,0.013,0.182,0.01,,0.006,7.7,0.005,0.25,0,,,,0.045,,,,,,
72,43.27814444,101.8248556,Bear in the Lodge I,NA,1996,L,NA,10/2/96,1:10pm,"11""/11'7""",0.9,11.6,11.42,52.556,,622,13.3,63.6,,,,,70,,260,6,0.4,36,0,0,0.17,0.19,0.01,0.112,0,,0.006,1.35,0.005,0.08,0,,,,0.061,,,,,,
74,43.27814444,101.8248556,Bear in the Lodge I,NA,1997,H,NA,8/26/97,12:45pm,"1'9""/14'",1.9,14,22.58,72.644,8.95,625,2.8,82.8,,,,,88,,304,9,0.42,35,0,0,0.16,0.22,0.01,0.04,0,0,0,0.93,0.003,0.05,0,0,,0,0.02,,,,,,
80,43.27814444,101.8248556,Bear in the Lodge I,NA,2000,L,NA,,,,,,,,,,,,,,,,43,,186,3,0.3,30,0.31,0.07,0.43,0.5,0.005,0,0,0,0.01,5.7,0,0.12,0,0,0,0,0.023,,,,,,
89,43.27814444,101.8248556,Bear in the Lodge II,NA,1997,H,NA,6/17/97,12:56pm,"3'5""/32'2""",3.4,32.2,22.26,72.068,8.47,745,3.45,116.2,,,,,100,,332,9,0.4,100,0.33,0.33,0.43,0.52,0.014,0.2,0,0,0.01,2.9,0.008,0.26,0.0004,0,,0,0,,,,,,
778,43.27814444,101.8248556,Bear Creek I,NA,2008,H,NA,6/17/08,10:29am,NA,NA,NA,12.7,54.77,7.99,751.1,18.25,1.5,nd,152,48,8,NA,NA,NA,NA,NA,NA,0.3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,38,nd,5,
779,43.27814444,101.8248556,Bear Creek I,NA,2008,H,NA,7/16/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,135,43,7,NA,NA,NA,NA,NA,NA,0.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>2419.6,>2419.6,,4,6,
780,43.27814444,101.8248556,Bear Creek I,NA,2008,H,NA,8/21/08,9:47am,NA,NA,NA,16.8,62.3,7.96,389,7.66,50.4,nd,135,43,7,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,>2419.6,1600,3,6,
781,43.27814444,101.8248556,Bear Creek I,NA,2008,H,NA,9/9/08,9:10am,NA,NA,NA,10,50,7.98,388.4,9.44,48.4,nd,140,43,8,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,>2419.6,130,nd,nd,
782,43.27814444,101.8248556,Bear Creek I,NA,2008,L,NA,10/6/08,10:26am,NA,NA,NA,11.7,53,7.9,396.6,8.03,33.5,nd,140,44,7,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,>2419.6,98,nd,nd,
