id,date,prcp
US1SDJK0006,2007-09-27,0
US1SDJK0006,2007-09-28,0
US1SDJK0006,2007-09-29,0
US1SDJK0006,2007-09-30,13
US1SDJK0006,2007-10-01,0
US1SDJK0006,2007-10-02,0
US1SDJK0006,2007-10-03,0
US1SDJK0006,2007-10-04,0
US1SDJK0006,2007-10-05,0
US1SDJK0006,2007-10-06,8
US1SDJK0006,2007-10-07,71
US1SDJK0006,2007-10-08,0
US1SDJK0006,2007-10-09,0
US1SDJK0006,2007-10-10,0
US1SDJK0006,2007-10-11,0
US1SDJK0006,2007-10-12,0
US1SDJK0006,2007-10-13,0
US1SDJK0006,2007-10-14,335
US1SDJK0006,2007-10-15,48
US1SDJK0006,2007-10-16,25
US1SDJK0006,2007-10-17,3
US1SDJK0006,2007-10-18,61
US1SDJK0006,2007-10-19,51
US1SDJK0006,2007-10-20,0
US1SDJK0006,2007-10-21,38
US1SDJK0006,2007-10-22,0
US1SDJK0006,2007-10-23,0
US1SDJK0006,2007-10-24,0
US1SDJK0006,2007-10-25,0
US1SDJK0006,2007-10-26,0
US1SDJK0006,2007-10-27,0
US1SDJK0006,2007-10-28,0
US1SDJK0006,2007-10-29,0
US1SDJK0006,2007-10-30,0
US1SDJK0006,2007-10-31,0
US1SDJK0006,2007-11-01,0
US1SDJK0006,2007-11-02,0
US1SDJK0006,2007-11-03,0
US1SDJK0006,2007-11-04,0
US1SDJK0006,2007-11-05,0
US1SDJK0006,2007-11-06,0
US1SDJK0006,2007-11-07,0
US1SDJK0006,2007-11-08,0
US1SDJK0006,2007-11-09,0
US1SDJK0006,2007-11-10,0
US1SDJK0006,2007-11-11,0
US1SDJK0006,2007-11-12,0
US1SDJK0006,2007-11-13,0
US1SDJK0006,2007-11-14,0
US1SDJK0006,2007-11-15,0
US1SDJK0006,2007-11-16,0
US1SDJK0006,2007-11-17,0
US1SDJK0006,2007-11-18,10
US1SDJK0006,2007-11-19,0
US1SDJK0006,2007-11-20,0
US1SDJK0006,2007-11-21,0
US1SDJK0006,2007-11-22,0
US1SDJK0006,2007-11-23,0
US1SDJK0006,2007-11-24,0
US1SDJK0006,2007-11-25,0
US1SDJK0006,2007-11-26,0
US1SDJK0006,2007-11-27,0
US1SDJK0006,2007-11-28,0
US1SDJK0006,2007-11-29,0
US1SDJK0006,2007-11-30,0
US1SDJK0006,2007-12-01,43
US1SDJK0006,2007-12-02,330
US1SDJK0006,2007-12-03,0
US1SDJK0006,2007-12-04,0
US1SDJK0006,2007-12-05,5
US1SDJK0006,2007-12-06,0
US1SDJK0006,2007-12-07,5
US1SDJK0006,2007-12-08,5
US1SDJK0006,2007-12-09,23
US1SDJK0006,2007-12-10,0
US1SDJK0006,2007-12-11,0
US1SDJK0006,2007-12-12,0
US1SDJK0006,2007-12-13,0
US1SDJK0006,2007-12-14,0
US1SDJK0006,2007-12-15,23
US1SDJK0006,2007-12-16,0
US1SDJK0006,2007-12-17,0
US1SDJK0006,2007-12-18,0
US1SDJK0006,2007-12-19,0
US1SDJK0006,2007-12-20,0
US1SDJK0006,2007-12-21,0
US1SDJK0006,2007-12-22,84
US1SDJK0006,2007-12-23,0
US1SDJK0006,2007-12-24,0
US1SDJK0006,2007-12-25,56
US1SDJK0006,2007-12-26,
US1SDJK0006,2007-12-27,
US1SDJK0006,2007-12-28,
US1SDJK0006,2007-12-29,
US1SDJK0006,2007-12-30,
US1SDJK0006,2007-12-31,
US1SDJK0006,2008-01-01,0
US1SDJK0006,2008-01-02,0
US1SDJK0006,2008-01-03,0
US1SDJK0006,2008-01-04,0
US1SDJK0006,2008-01-05,0
US1SDJK0006,2008-01-06,0
US1SDJK0006,2008-01-07,0
US1SDJK0006,2008-01-08,0
US1SDJK0006,2008-01-09,0
US1SDJK0006,2008-01-10,0
US1SDJK0006,2008-01-11,0
US1SDJK0006,2008-01-12,0
US1SDJK0006,2008-01-13,0
US1SDJK0006,2008-01-14,0
US1SDJK0006,2008-01-15,0
US1SDJK0006,2008-01-16,0
US1SDJK0006,2008-01-17,0
US1SDJK0006,2008-01-18,20
US1SDJK0006,2008-01-19,0
US1SDJK0006,2008-01-20,0
US1SDJK0006,2008-01-21,61
US1SDJK0006,2008-01-22,10
US1SDJK0006,2008-01-23,15
US1SDJK0006,2008-01-24,0
US1SDJK0006,2008-01-25,0
US1SDJK0006,2008-01-26,0
US1SDJK0006,2008-01-27,0
US1SDJK0006,2008-01-28,0
US1SDJK0006,2008-01-29,0
US1SDJK0006,2008-01-30,0
US1SDJK0006,2008-01-31,0
US1SDJK0006,2008-02-01,0
US1SDJK0006,2008-02-02,0
US1SDJK0006,2008-02-03,0
US1SDJK0006,2008-02-04,
US1SDJK0006,2008-02-05,
US1SDJK0006,2008-02-06,0
US1SDJK0006,2008-02-07,0
US1SDJK0006,2008-02-08,0
US1SDJK0006,2008-02-09,0
US1SDJK0006,2008-02-10,8
US1SDJK0006,2008-02-11,0
US1SDJK0006,2008-02-12,58
US1SDJK0006,2008-02-13,0
US1SDJK0006,2008-02-14,0
US1SDJK0006,2008-02-15,0
US1SDJK0006,2008-02-16,0
US1SDJK0006,2008-02-17,0
US1SDJK0006,2008-02-18,5
US1SDJK0006,2008-02-19,0
US1SDJK0006,2008-02-20,0
US1SDJK0006,2008-02-21,0
US1SDJK0006,2008-02-22,0
US1SDJK0006,2008-02-23,0
US1SDJK0006,2008-02-24,0
US1SDJK0006,2008-02-25,0
US1SDJK0006,2008-02-26,0
US1SDJK0006,2008-02-27,0
US1SDJK0006,2008-02-28,0
US1SDJK0006,2008-02-29,0
US1SDJK0006,2008-03-01,0
US1SDJK0006,2008-03-02,0
US1SDJK0006,2008-03-03,0
US1SDJK0006,2008-03-04,0
US1SDJK0006,2008-03-05,0
US1SDJK0006,2008-03-06,0
US1SDJK0006,2008-03-07,0
US1SDJK0006,2008-03-08,0
US1SDJK0006,2008-03-09,0
US1SDJK0006,2008-03-10,0
US1SDJK0006,2008-03-11,0
US1SDJK0006,2008-03-12,5
US1SDJK0006,2008-03-13,13
US1SDJK0006,2008-03-14,0
US1SDJK0006,2008-03-15,0
US1SDJK0006,2008-03-16,0
US1SDJK0006,2008-03-17,3
US1SDJK0006,2008-03-18,0
US1SDJK0006,2008-03-19,0
US1SDJK0006,2008-03-20,0
US1SDJK0006,2008-03-21,0
US1SDJK0006,2008-03-22,0
US1SDJK0006,2008-03-23,0
US1SDJK0006,2008-03-24,0
US1SDJK0006,2008-03-25,0
US1SDJK0006,2008-03-26,0
US1SDJK0006,2008-03-27,20
US1SDJK0006,2008-03-28,15
US1SDJK0006,2008-03-29,0
US1SDJK0006,2008-03-30,
US1SDJK0006,2008-03-31,
US1SDJK0006,2008-04-01,18
US1SDJK0006,2008-04-02,0
US1SDJK0006,2008-04-03,0
US1SDJK0006,2008-04-04,0
US1SDJK0006,2008-04-05,0
US1SDJK0006,2008-04-06,0
US1SDJK0006,2008-04-07,20
US1SDJK0006,2008-04-08,33
US1SDJK0006,2008-04-09,0
US1SDJK0006,2008-04-10,114
US1SDJK0006,2008-04-11,157
US1SDJK0006,2008-04-12,0
US1SDJK0006,2008-04-13,20
US1SDJK0006,2008-04-14,0
US1SDJK0006,2008-04-15,0
US1SDJK0006,2008-04-16,0
US1SDJK0006,2008-04-17,0
US1SDJK0006,2008-04-18,0
US1SDJK0006,2008-04-19,0
US1SDJK0006,2008-04-20,0
US1SDJK0006,2008-04-21,0
US1SDJK0006,2008-04-22,0
US1SDJK0006,2008-04-23,0
US1SDJK0006,2008-04-24,84
US1SDJK0006,2008-04-25,13
US1SDJK0006,2008-04-26,0
US1SDJK0006,2008-04-27,0
US1SDJK0006,2008-04-28,0
US1SDJK0006,2008-04-29,0
US1SDJK0006,2008-04-30,0
US1SDJK0006,2008-05-01,0
US1SDJK0006,2008-05-02,439
US1SDJK0006,2008-05-03,53
US1SDJK0006,2008-05-04,0
US1SDJK0006,2008-05-05,0
US1SDJK0006,2008-05-06,66
US1SDJK0006,2008-05-07,0
US1SDJK0006,2008-05-08,56
US1SDJK0006,2008-05-09,36
US1SDJK0006,2008-05-10,122
US1SDJK0006,2008-05-11,79
US1SDJK0006,2008-05-12,0
US1SDJK0006,2008-05-13,13
US1SDJK0006,2008-05-14,15
US1SDJK0006,2008-05-15,5
US1SDJK0006,2008-05-16,0
US1SDJK0006,2008-05-17,0
US1SDJK0006,2008-05-18,0
US1SDJK0006,2008-05-19,0
US1SDJK0006,2008-05-20,0
US1SDJK0006,2008-05-21,0
US1SDJK0006,2008-05-22,107
US1SDJK0006,2008-05-23,538
US1SDJK0006,2008-05-24,196
US1SDJK0006,2008-05-25,0
US1SDJK0006,2008-05-26,0
US1SDJK0006,2008-05-27,104
US1SDJK0006,2008-05-28,13
US1SDJK0006,2008-05-29,0
US1SDJK0006,2008-05-30,5
US1SDJK0006,2008-05-31,0
US1SDJK0006,2008-06-01,0
US1SDJK0006,2008-06-02,91
US1SDJK0006,2008-06-03,28
US1SDJK0006,2008-06-04,5
US1SDJK0006,2008-06-05,295
US1SDJK0006,2008-06-06,523
US1SDJK0006,2008-06-07,5
US1SDJK0006,2008-06-08,0
US1SDJK0006,2008-06-09,0
US1SDJK0006,2008-06-10,33
US1SDJK0006,2008-06-11,3
US1SDJK0006,2008-06-12,0
US1SDJK0006,2008-06-13,8
US1SDJK0006,2008-06-14,0
US1SDJK0006,2008-06-15,0
US1SDJK0006,2008-06-16,0
US1SDJK0006,2008-06-17,86
US1SDJK0006,2008-06-18,0
US1SDJK0006,2008-06-19,23
US1SDJK0006,2008-06-20,0
US1SDJK0006,2008-06-21,0
US1SDJK0006,2008-06-22,0
US1SDJK0006,2008-06-23,30
US1SDJK0006,2008-06-24,0
US1SDJK0006,2008-06-25,302
US1SDJK0006,2008-06-26,3
US1SDJK0006,2008-06-27,25
US1SDJK0006,2008-06-28,13
US1SDJK0006,2008-06-29,0
US1SDJK0006,2008-06-30,0
US1SDJK0006,2008-07-01,0
US1SDJK0006,2008-07-02,0
US1SDJK0006,2008-07-03,211
US1SDJK0006,2008-07-04,0
US1SDJK0006,2008-07-05,0
US1SDJK0006,2008-07-06,3
US1SDJK0006,2008-07-07,224
US1SDJK0006,2008-07-08,0
US1SDJK0006,2008-07-09,33
US1SDJK0006,2008-07-10,0
US1SDJK0006,2008-07-11,0
US1SDJK0006,2008-07-12,0
US1SDJK0006,2008-07-13,0
US1SDJK0006,2008-07-14,0
US1SDJK0006,2008-07-15,0
US1SDJK0006,2008-07-16,0
US1SDJK0006,2008-07-17,3
US1SDJK0006,2008-07-18,15
US1SDJK0006,2008-07-19,307
US1SDJK0006,2008-07-20,0
US1SDJK0006,2008-07-21,0
US1SDJK0006,2008-07-22,0
US1SDJK0006,2008-07-23,0
US1SDJK0006,2008-07-24,0
US1SDJK0006,2008-07-25,0
US1SDJK0006,2008-07-26,0
US1SDJK0006,2008-07-27,0
US1SDJK0006,2008-07-28,0
US1SDJK0006,2008-07-29,0
US1SDJK0006,2008-07-30,0
US1SDJK0006,2008-07-31,0
US1SDJK0006,2008-08-01,0
US1SDJK0006,2008-08-02,0
US1SDJK0006,2008-08-03,0
US1SDJK0006,2008-08-04,23
US1SDJK0006,2008-08-05,94
US1SDJK0006,2008-08-06,104
US1SDJK0006,2008-08-07,0
US1SDJK0006,2008-08-08,0
US1SDJK0006,2008-08-09,0
US1SDJK0006,2008-08-10,0
US1SDJK0006,2008-08-11,23
US1SDJK0006,2008-08-12,0
US1SDJK0006,2008-08-13,0
US1SDJK0006,2008-08-14,0
US1SDJK0006,2008-08-15,5
US1SDJK0006,2008-08-16,0
US1SDJK0006,2008-08-17,0
US1SDJK0006,2008-08-18,0
US1SDJK0006,2008-08-19,0
US1SDJK0006,2008-08-20,0
US1SDJK0006,2008-08-21,0
US1SDJK0006,2008-08-22,0
US1SDJK0006,2008-08-23,0
US1SDJK0006,2008-08-24,0
US1SDJK0006,2008-08-25,0
US1SDJK0006,2008-08-26,0
US1SDJK0006,2008-08-27,10
US1SDJK0006,2008-08-28,0
US1SDJK0006,2008-08-29,0
US1SDJK0006,2008-08-30,0
US1SDJK0006,2008-08-31,0
US1SDJK0006,2008-09-01,0
US1SDJK0006,2008-09-02,58
US1SDJK0006,2008-09-03,0
US1SDJK0006,2008-09-04,8
US1SDJK0006,2008-09-05,0
US1SDJK0006,2008-09-06,5
US1SDJK0006,2008-09-07,0
US1SDJK0006,2008-09-08,5
US1SDJK0006,2008-09-09,0
US1SDJK0006,2008-09-10,0
US1SDJK0006,2008-09-11,15
US1SDJK0006,2008-09-12,3
US1SDJK0006,2008-09-13,53
US1SDJK0006,2008-09-14,0
US1SDJK0006,2008-09-15,0
US1SDJK0006,2008-09-16,0
US1SDJK0006,2008-09-17,0
US1SDJK0006,2008-09-18,0
US1SDJK0006,2008-09-19,0
US1SDJK0006,2008-09-20,0
US1SDJK0006,2008-09-21,0
US1SDJK0006,2008-09-22,28
US1SDJK0006,2008-09-23,58
US1SDJK0006,2008-09-24,0
US1SDJK0006,2008-09-25,0
US1SDJK0006,2008-09-26,0
US1SDJK0006,2008-09-27,0
US1SDJK0006,2008-09-28,0
US1SDJK0006,2008-09-29,0
US1SDJK0006,2008-09-30,0
US1SDJK0006,2008-10-01,0
US1SDJK0006,2008-10-02,0
US1SDJK0006,2008-10-03,0
US1SDJK0006,2008-10-04,0
US1SDJK0006,2008-10-05,5
US1SDJK0006,2008-10-06,0
US1SDJK0006,2008-10-07,0
US1SDJK0006,2008-10-08,0
US1SDJK0006,2008-10-09,8
US1SDJK0006,2008-10-10,33
US1SDJK0006,2008-10-11,
US1SDJK0006,2008-10-12,
US1SDJK0006,2008-10-13,
US1SDJK0006,2008-10-14,0
US1SDJK0006,2008-10-15,0
US1SDJK0006,2008-10-16,0
US1SDJK0006,2008-10-17,0
US1SDJK0006,2008-10-18,0
US1SDJK0006,2008-10-19,0
US1SDJK0006,2008-10-20,5
US1SDJK0006,2008-10-21,0
US1SDJK0006,2008-10-22,18
US1SDJK0006,2008-10-23,0
US1SDJK0006,2008-10-24,0
US1SDJK0006,2008-10-25,0
US1SDJK0006,2008-10-26,0
US1SDJK0006,2008-10-27,0
US1SDJK0006,2008-10-28,0
US1SDJK0006,2008-10-29,0
US1SDJK0006,2008-10-30,0
US1SDJK0006,2008-10-31,0
US1SDJK0006,2008-11-01,0
US1SDJK0006,2008-11-02,0
US1SDJK0006,2008-11-03,0
US1SDJK0006,2008-11-04,0
US1SDJK0006,2008-11-05,0
US1SDJK0006,2008-11-06,427
US1SDJK0006,2008-11-07,183
US1SDJK0006,2008-11-08,0
US1SDJK0006,2008-11-09,0
US1SDJK0006,2008-11-10,0
US1SDJK0006,2008-11-11,0
US1SDJK0006,2008-11-12,0
US1SDJK0006,2008-11-13,18
US1SDJK0006,2008-11-14,10
US1SDJK0006,2008-11-15,0
US1SDJK0006,2008-11-16,0
US1SDJK0006,2008-11-17,0
US1SDJK0006,2008-11-18,0
US1SDJK0006,2008-11-19,0
US1SDJK0006,2008-11-20,0
US1SDJK0006,2008-11-21,0
US1SDJK0006,2008-11-22,0
US1SDJK0006,2008-11-23,0
US1SDJK0006,2008-11-24,0
US1SDJK0006,2008-11-25,0
US1SDJK0006,2008-11-26,0
US1SDJK0006,2008-11-27,0
US1SDJK0006,2008-11-28,0
US1SDJK0006,2008-11-29,0
US1SDJK0006,2008-11-30,0
US1SDJK0006,2008-12-01,0
US1SDJK0006,2008-12-02,0
US1SDJK0006,2008-12-03,51
US1SDJK0006,2008-12-04,0
US1SDJK0006,2008-12-05,0
US1SDJK0006,2008-12-06,15
US1SDJK0006,2008-12-07,0
US1SDJK0006,2008-12-08,0
US1SDJK0006,2008-12-09,58
US1SDJK0006,2008-12-10,0
US1SDJK0006,2008-12-11,0
US1SDJK0006,2008-12-12,23
US1SDJK0006,2008-12-13,0
US1SDJK0006,2008-12-14,89
US1SDJK0006,2008-12-15,0
US1SDJK0006,2008-12-16,0
US1SDJK0006,2008-12-17,0
US1SDJK0006,2008-12-18,0
US1SDJK0006,2008-12-19,0
US1SDJK0006,2008-12-20,3
US1SDJK0006,2008-12-21,0
US1SDJK0006,2008-12-22,0
US1SDJK0006,2008-12-23,8
US1SDJK0006,2008-12-24,0
US1SDJK0006,2008-12-25,0
US1SDJK0006,2008-12-26,0
US1SDJK0006,2008-12-27,0
US1SDJK0006,2008-12-28,0
US1SDJK0006,2008-12-29,0
US1SDJK0006,2008-12-30,0
US1SDJK0006,2008-12-31,0
US1SDJK0006,2009-01-01,5
US1SDJK0006,2009-01-02,0
US1SDJK0006,2009-01-03,0
US1SDJK0006,2009-01-04,0
US1SDJK0006,2009-01-05,0
US1SDJK0006,2009-01-06,0
US1SDJK0006,2009-01-07,0
US1SDJK0006,2009-01-08,5
US1SDJK0006,2009-01-09,0
US1SDJK0006,2009-01-10,0
US1SDJK0006,2009-01-11,0
US1SDJK0006,2009-01-12,0
US1SDJK0006,2009-01-13,0
US1SDJK0006,2009-01-14,0
US1SDJK0006,2009-01-15,0
US1SDJK0006,2009-01-16,0
US1SDJK0006,2009-01-17,0
US1SDJK0006,2009-01-18,0
US1SDJK0006,2009-01-19,0
US1SDJK0006,2009-01-20,0
US1SDJK0006,2009-01-21,0
US1SDJK0006,2009-01-22,0
US1SDJK0006,2009-01-23,0
US1SDJK0006,2009-01-24,0
US1SDJK0006,2009-01-25,18
US1SDJK0006,2009-01-26,41
US1SDJK0006,2009-01-27,5
US1SDJK0006,2009-01-28,0
US1SDJK0006,2009-01-29,0
US1SDJK0006,2009-01-30,13
US1SDJK0006,2009-01-31,0
US1SDJK0006,2009-02-01,0
US1SDJK0006,2009-02-02,0
US1SDJK0006,2009-02-03,0
US1SDJK0006,2009-02-04,0
US1SDJK0006,2009-02-05,0
US1SDJK0006,2009-02-06,0
US1SDJK0006,2009-02-07,0
US1SDJK0006,2009-02-08,0
US1SDJK0006,2009-02-09,41
US1SDJK0006,2009-02-10,330
US1SDJK0006,2009-02-11,0
US1SDJK0006,2009-02-12,0
US1SDJK0006,2009-02-13,0
US1SDJK0006,2009-02-14,0
US1SDJK0006,2009-02-15,0
US1SDJK0006,2009-02-16,0
US1SDJK0006,2009-02-17,0
US1SDJK0006,2009-02-18,0
US1SDJK0006,2009-02-19,0
US1SDJK0006,2009-02-20,0
US1SDJK0006,2009-02-21,0
US1SDJK0006,2009-02-22,0
US1SDJK0006,2009-02-23,0
US1SDJK0006,2009-02-24,0
US1SDJK0006,2009-02-25,5
US1SDJK0006,2009-02-26,5
US1SDJK0006,2009-02-27,15
US1SDJK0006,2009-02-28,0
US1SDJK0006,2009-03-01,0
US1SDJK0006,2009-03-02,0
US1SDJK0006,2009-03-03,0
US1SDJK0006,2009-03-04,0
US1SDJK0006,2009-03-05,0
US1SDJK0006,2009-03-06,0
US1SDJK0006,2009-03-07,0
US1SDJK0006,2009-03-08,0
US1SDJK0006,2009-03-09,0
US1SDJK0006,2009-03-10,28
US1SDJK0006,2009-03-11,0
US1SDJK0006,2009-03-12,0
US1SDJK0006,2009-03-13,0
US1SDJK0006,2009-03-14,0
US1SDJK0006,2009-03-15,0
US1SDJK0006,2009-03-16,0
US1SDJK0006,2009-03-17,0
US1SDJK0006,2009-03-18,0
US1SDJK0006,2009-03-19,0
US1SDJK0006,2009-03-20,0
US1SDJK0006,2009-03-21,0
US1SDJK0006,2009-03-22,0
US1SDJK0006,2009-03-23,0
US1SDJK0006,2009-03-24,269
US1SDJK0006,2009-03-25,13
US1SDJK0006,2009-03-26,0
US1SDJK0006,2009-03-27,0
US1SDJK0006,2009-03-28,0
US1SDJK0006,2009-03-29,0
US1SDJK0006,2009-03-30,0
US1SDJK0006,2009-03-31,145
US1SDJK0006,2009-04-01,0
US1SDJK0006,2009-04-02,0
US1SDJK0006,2009-04-03,0
US1SDJK0006,2009-04-04,51
US1SDJK0006,2009-04-05,170
US1SDJK0006,2009-04-06,0
US1SDJK0006,2009-04-07,0
US1SDJK0006,2009-04-08,0
US1SDJK0006,2009-04-09,28
US1SDJK0006,2009-04-10,117
US1SDJK0006,2009-04-11,0
US1SDJK0006,2009-04-12,5
US1SDJK0006,2009-04-13,20
US1SDJK0006,2009-04-14,0
US1SDJK0006,2009-04-15,0
US1SDJK0006,2009-04-16,112
US1SDJK0006,2009-04-17,53
US1SDJK0006,2009-04-18,13
US1SDJK0006,2009-04-19,41
US1SDJK0006,2009-04-20,0
US1SDJK0006,2009-04-21,0
US1SDJK0006,2009-04-22,0
US1SDJK0006,2009-04-23,0
US1SDJK0006,2009-04-24,0
US1SDJK0006,2009-04-25,30
US1SDJK0006,2009-04-26,58
US1SDJK0006,2009-04-27,20
US1SDJK0006,2009-04-28,0
US1SDJK0006,2009-04-29,13
US1SDJK0006,2009-04-30,0
US1SDJK0006,2009-05-01,0
US1SDJK0006,2009-05-02,0
US1SDJK0006,2009-05-03,0
US1SDJK0006,2009-05-04,0
US1SDJK0006,2009-05-05,15
US1SDJK0006,2009-05-06,3
US1SDJK0006,2009-05-07,10
US1SDJK0006,2009-05-08,84
US1SDJK0006,2009-05-09,8
US1SDJK0006,2009-05-10,3
US1SDJK0006,2009-05-11,0
US1SDJK0006,2009-05-12,0
US1SDJK0006,2009-05-13,3
US1SDJK0006,2009-05-14,0
US1SDJK0006,2009-05-15,0
US1SDJK0006,2009-05-16,0
US1SDJK0006,2009-05-17,0
US1SDJK0006,2009-05-18,0
US1SDJK0006,2009-05-19,0
US1SDJK0006,2009-05-20,0
US1SDJK0006,2009-05-21,0
US1SDJK0006,2009-05-22,0
US1SDJK0006,2009-05-23,0
US1SDJK0006,2009-05-24,20
US1SDJK0006,2009-05-25,0
US1SDJK0006,2009-05-26,0
US1SDJK0006,2009-05-27,0
US1SDJK0006,2009-05-28,0
US1SDJK0006,2009-05-29,5
US1SDJK0006,2009-05-30,0
US1SDJK0006,2009-05-31,79
US1SDJK0006,2009-06-01,0
US1SDJK0006,2009-06-02,0
US1SDJK0006,2009-06-03,10
US1SDJK0006,2009-06-04,58
US1SDJK0006,2009-06-05,0
US1SDJK0006,2009-06-06,109
US1SDJK0006,2009-06-07,8
US1SDJK0006,2009-06-08,33
US1SDJK0006,2009-06-09,173
US1SDJK0006,2009-06-10,46
US1SDJK0006,2009-06-11,33
US1SDJK0006,2009-06-12,15
US1SDJK0006,2009-06-13,5
US1SDJK0006,2009-06-14,8
US1SDJK0006,2009-06-15,0
US1SDJK0006,2009-06-16,0
US1SDJK0006,2009-06-17,0
US1SDJK0006,2009-06-18,58
US1SDJK0006,2009-06-19,3
US1SDJK0006,2009-06-20,0
US1SDJK0006,2009-06-21,0
US1SDJK0006,2009-06-22,0
US1SDJK0006,2009-06-23,46
US1SDJK0006,2009-06-24,0
US1SDJK0006,2009-06-25,0
US1SDJK0006,2009-06-26,0
US1SDJK0006,2009-06-27,5
US1SDJK0006,2009-06-28,0
US1SDJK0006,2009-06-29,0
US1SDJK0006,2009-06-30,0
US1SDJK0006,2009-07-01,0
US1SDJK0006,2009-07-02,5
US1SDJK0006,2009-07-03,104
US1SDJK0006,2009-07-04,348
US1SDJK0006,2009-07-05,3
US1SDJK0006,2009-07-06,0
US1SDJK0006,2009-07-07,0
US1SDJK0006,2009-07-08,0
US1SDJK0006,2009-07-09,135
US1SDJK0006,2009-07-10,3
US1SDJK0006,2009-07-11,23
US1SDJK0006,2009-07-12,23
US1SDJK0006,2009-07-13,41
US1SDJK0006,2009-07-14,41
US1SDJK0006,2009-07-15,0
US1SDJK0006,2009-07-16,142
US1SDJK0006,2009-07-17,0
US1SDJK0006,2009-07-18,0
US1SDJK0006,2009-07-19,0
