int1_mu,int1_sigma,cot1_gamma,int2_mu,int2_sigma,cot1_gamma1,int3_mu,int3_sigma,gamma,int3_mu1,int4_sigma,cot1_gamma2,int5_mu,int5_sigma,cot1_gamma3,int6_mu,int6_sigma,gamma1,int9_mu,int9_sigma,cot1_gamma4,int12_mu,int12_sigma,cot1_gamma5,int18_mu,int18_sigma,cot1_gamma6,int24_mu,int24_sigma,cot1_gamma7
9.51384615384615,8.77862396609121,1.94234949408754,9.39565217391304,6.71641327076372,1.36707845606594,10.4748792270531,6.65319003996861,1.44871331352657,15.7978260869565,10.0873157622044,1.56931641403338,19.0684057971014,9.87551088525397,0.916858332015291,22.3857487922705,9.36953347895974,0.860406324684407,37.9441223832528,12.7223726021726,1.02295757233018,35.637922705314,9.77163860716429,0.838422955858301,31.135346215781,8.25428641052146,0.223176983077395,35.4405193236715,7.9823837021273,0.173835317374045
12.5347826086957,12.260298225774,2.01808162294858,10.7485507246377,8.15016561306478,1.66462515300736,10.4420289855072,6.66067293589264,1.57850255322445,10.9898550724638,6.36225625228829,1.45965338464575,15.1452173913043,8.62899810329271,1.38055500866566,17.9794685990338,8.81546680666934,0.875634492820692,30.7243156199678,9.97100111278553,1.03241074683917,35.6657004830918,9.8933784089475,0.936121536494436,29.6739130434783,8.06416796574106,0.323442624992288,35.4604468599034,8.07399942607948,0.156415466632957
26.155223880597,21.0372460783328,1.29595718788439,18.9659420289855,13.0132768343755,1.23950735117617,15.6314009661836,9.60674566110629,0.945703331846477,14.1807971014493,7.72459734087075,1.0332036683372,13.8713043478261,6.90553445568336,1.01658952250712,16.8538647342995,8.27493432322313,1.05569827646413,24.9541062801932,8.57469197811118,1.02509384294299,35.7059178743961,10.37380487363,1.13064970165875,29.3329307568438,8.10517744125735,0.87705394346104,35.4899154589372,8.15164236515628,0.294598993885429
49.7130434782609,30.3717247953318,0.573657627851802,37.5550724637681,17.8903388907468,0.842382596187532,29.2149758454106,12.8185859275213,0.877194584598777,24.1518115942029,10.5830427702708,0.913688816093585,21.2872463768116,8.94673859059121,1.0058360392853,19.8449275362319,8.25175801038371,1.14752883699435,24.6621578099839,8.47756732925533,0.803827826338846,35.7618357487923,10.5326117947817,1.11222975123926,30.3538647342995,7.7770579080094,0.836658428869142,35.5681763285024,8.46530774231527,0.497357305533405
79.2420289855073,48.1717295101554,1.22119756624873,64.4775362318841,25.560332156877,0.733420805188079,51.4507246376812,17.2691955881644,0.298401506922843,41.7217391304348,13.4024717610637,0.0807129165859739,35.1698550724638,11.3527695700113,0.19982425909807,30.9463768115942,9.69128732181345,0.122314312485066,29.1365539452496,8.88170566176297,0.273669660345329,35.9059178743961,9.08421401363571,0.500560748322684,34.0562801932367,7.77893827953675,0.411866819970444,35.6632246376812,7.83926540187762,0.237436216777204
78.4661764705883,47.1129097763592,0.924936565714685,78.5595588235294,37.6826398144622,0.803339634877878,68.9607843137255,25.294858285053,0.612707812148671,58.0408088235294,18.1667041676875,0.490797152052694,48.9088235294118,14.9371517253327,0.354599696635632,42.2375,12.7702076016172,0.280487184994668,34.2075163398693,10.2568882427221,0.478680108412503,36.0018382352941,9.55913626816134,0.291746839562902,37.9008169934641,8.40683104917087,0.440605060889588,35.7498161764706,7.99308765992977,0.26915439053882
53.1102941176471,34.7016536176951,1.22796472788147,65.7882352941177,31.0134102239585,1.01647453741158,70.0764705882353,28.6079543893427,0.746036230662455,64.9981617647059,21.6862645620921,0.636773147077531,57.054705882353,16.6435699618309,0.610159580627327,49.609068627451,14.1289648620443,0.538883366371258,36.5756535947712,10.0501210170268,0.464101121790943,36.0323529411765,9.67276093006971,0.229181775362347,40.3772875816993,8.74004518543976,0.475880602291176,35.8052083333333,7.94218750951633,0.379129513254163
39.5455882352941,24.0817607138327,0.722328586676603,46.3279411764706,22.8151734439058,0.805279921487717,57.0406862745098,23.7812630352577,0.801996827221788,62.44375,23.3895964219872,0.655439274137559,59.9076470588235,19.0510012358522,0.564818605808517,54.1365196078431,15.1634977762628,0.602815380747659,39.5491830065359,10.62078870219,0.528337813244873,36.0435049019608,9.66559342402796,0.0639784018208249,41.8946078431373,9.06869316003313,0.418260427797107,35.8525735294118,7.82835672892805,0.423391067088414
32.6235294117647,29.7334887102035,1.51939902275527,36.0845588235294,17.4917499411881,0.823532764105779,41.7598039215686,16.3351431503188,0.686118296817359,50.9363970588235,18.097774140384,1.26091557298064,56.479705882353,19.0822283319547,0.940025214878341,55.3602941176471,16.143327500727,1.05531425272124,42.0782679738562,10.6245862241238,1.12070714873487,36.0955882352941,9.20563714464367,1.00969522607846,42.3151960784314,8.84114596751689,0.543313137836707,35.8838235294118,7.46045371648274,0.716896934685305
33.2106060606061,32.990657490617,2.13715153662101,32.4286764705882,21.4793019897856,0.958694713851703,34.8009803921569,16.4419376567374,0.962597169693981,39.3783088235294,15.077275371552,0.922230877095363,47.1958823529412,16.1470514368541,1.30331762279156,52.4387254901961,17.8257320390346,1.27451120295191,44.6730392156863,11.90292391938,1.37206793148941,36.1319852941176,9.48786479434133,1.24220935074073,41.4093954248366,9.36111452631641,0.660775717563928,35.9079656862745,7.32720302150156,0.51251921117499
