date,sta,q,log_q,q7,q30,water_year,qualifier,contrib_drain_area_va
1989-10-01,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-01,whi_int,0.343607435895398,-1.45735384549378,0.649833903053808,0.486248830003216,1990,est,
1989-10-01,whi_whi,0.596285476743648,-0.517035738769924,1.19093925048587,0.895500153372673,1990,est,
1989-10-02,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-02,whi_int,0.311043062571419,-1.55629217968999,0.599065842778536,0.487933682362152,1990,est,
1989-10-02,whi_whi,0.539651784006294,-0.616831191858202,1.09789818384593,0.896444048251629,1990,est,
1989-10-03,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-03,whi_int,0.306795535616118,-1.61067107863817,0.44170508224403,0.488641603521369,1990,est,
1989-10-03,whi_whi,0.539651784006294,-0.616831191858202,0.790458137557436,0.896444048251629,1990,est,
1989-10-04,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-04,whi_int,0.311043062571419,-1.55629217968999,0.374755966900943,0.489217379397532,1990,est,
1989-10-04,whi_whi,0.539651784006294,-0.616831191858202,0.661009697014911,0.895500153372673,1990,est,
1989-10-05,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-05,whi_int,0.312458904889853,-1.53940519336596,0.341180277635225,0.489939458979933,1990,est,
1989-10-05,whi_whi,0.539651784006294,-0.616831191858202,0.596285476743648,0.894556258493717,1990,est,
1989-10-06,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-06,whi_int,0.329449012711059,-1.48168052110842,0.326617328074192,0.490760647524625,1990,est,
1989-10-06,whi_whi,0.567968630374971,-0.565689089999199,0.567968630374971,0.893612363614761,1990,est,
1989-10-07,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-07,whi_int,0.352102489806001,-1.37170270617309,0.323785643437324,0.491751737147529,1990,est,
1989-10-07,whi_whi,0.596285476743648,-0.517035738769924,0.559878102841063,0.893612363614761,1990,est,
1989-10-08,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-08,whi_int,0.335112381984795,-1.42298179480104,0.322572064307238,0.492176489843059,1990,est,
1989-10-08,whi_whi,0.567968630374971,-0.565689089999199,0.555832839074109,0.892668468735805,1990,est,
1989-10-09,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-09,whi_int,0.339359908940097,-1.3830791188594,0.326617328074191,0.491374179195946,1990,est,
1989-10-09,whi_whi,0.567968630374971,-0.565689089999199,0.559878102841063,0.888892889219981,1990,est,
1989-10-10,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-10,whi_int,0.329449012711059,-1.37169793004709,0.329853539087755,0.486229952105636,1990,est,
1989-10-10,whi_whi,0.539651784006294,-0.616831191858202,0.559878102841063,0.876622255793554,1990,est,
1989-10-11,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-11,whi_int,0.332280697347927,-1.34849805479747,0.33288748691297,0.481935230406387,1990,est,
1989-10-11,whi_whi,0.539651784006294,-0.616831191858202,0.559878102841063,0.866239412125039,1990,est,
1989-10-12,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-12,whi_int,0.335112381984795,-1.32632708347756,0.336123697926533,0.479481103721102,1990,est,
1989-10-12,whi_whi,0.539651784006294,-0.616831191858202,0.559878102841063,0.859632147972348,1990,est,
1989-10-13,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-13,whi_int,0.333696539666361,-1.33728969121152,0.336730487491576,0.477734898195033,1990,est,
1989-10-13,whi_whi,0.539651784006294,-0.616831191858202,0.555832839074109,0.854912673577568,1990,est,
1989-10-14,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-14,whi_int,0.333696539666361,-1.33728969121152,0.334101066043057,0.476507834852391,1990,est,
1989-10-14,whi_whi,0.539651784006294,-0.616831191858202,0.547742311540202,0.851137094061745,1990,est,
1989-10-15,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-15,whi_int,0.350686647487568,-1.21935534149733,0.336325961114881,0.476460640108443,1990,est,
1989-10-15,whi_whi,0.539651784006294,-0.616831191858202,0.543697047773248,0.848305409424877,1990,est,
1989-10-16,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-16,whi_int,0.379003493856245,-1.06923167962157,0.341989330388617,0.477923677170824,1990,est,
1989-10-16,whi_whi,0.539651784006294,-0.616831191858202,0.539651784006294,0.846417619666965,1990,est,
1989-10-17,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-17,whi_int,0.381835178493113,-1.05642875366679,0.349473068357482,0.474856018814218,1990,est,
1989-10-17,whi_whi,0.539651784006294,-0.616831191858202,0.539651784006294,0.835090881119495,1990,est,
1989-10-18,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-18,whi_int,0.386082705448414,-1.03781881862429,0.357159069514694,0.471505191993925,1990,est,
1989-10-18,whi_whi,0.539651784006294,-0.616831191858202,0.539651784006294,0.822820247693068,1990,est,
1989-10-19,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-19,whi_int,0.401656970951187,-1.00619526130492,0.366665439367036,0.471127634042342,1990,est,
1989-10-19,whi_whi,0.567968630374971,-0.565689089999199,0.543697047773248,0.816212983540376,1990,est,
1989-10-20,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-20,whi_int,0.404488655588055,-0.994305708108825,0.376778598784421,0.468862286332848,1990,est,
1989-10-20,whi_whi,0.567968630374971,-0.565689089999199,0.547742311540202,0.805830139871861,1990,est,
1989-10-21,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-21,whi_int,0.405904497906488,-0.98846529890235,0.387094021390153,0.457488353041429,1990,est,
1989-10-21,whi_whi,0.567968630374971,-0.565689089999199,0.551787575307155,0.77845718838214,1990,est,
1989-10-22,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-22,whi_int,0.405904497906488,-0.98846529890235,0.394982285735713,0.436628276216504,1990,est,
1989-10-22,whi_whi,0.567968630374971,-0.565689089999199,0.555832839074109,0.7322063393133,1990,est,
1989-10-23,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-23,whi_int,0.404488655588055,-0.994305708108825,0.398623023125971,0.42728371691484,1990,est,
1989-10-23,whi_whi,0.567968630374971,-0.565689089999199,0.559878102841063,0.710496757097314,1990,est,
1989-10-24,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-24,whi_int,0.39174607472215,-1.01403634983185,0.400038865444405,0.42407447432639,1990,est,
1989-10-24,whi_whi,0.539651784006294,-0.616831191858202,0.559878102841063,0.701057808307755,1990,est,
1989-10-25,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-25,whi_int,0.39174607472215,-1.01403634983185,0.400847918197796,0.414918694000518,1990,est,
1989-10-25,whi_whi,0.539651784006294,-0.616831191858202,0.559878102841063,0.679348226091769,1990,est,
1989-10-26,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-26,whi_int,0.390330232403716,-1.01987675903833,0.399229812691014,0.380985673102053,1990,est,
1989-10-26,whi_whi,0.539651784006294,-0.616831191858202,0.555832839074109,0.60761221529112,1990,est,
1989-10-27,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-27,whi_int,0.390330232403716,-1.01987675903833,0.397207180807537,0.368007118516409,1990,est,
1989-10-27,whi_whi,0.539651784006294,-0.616831191858202,0.551787575307155,0.577407579164531,1990,est,
1989-10-28,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-28,whi_int,0.390330232403716,-1.01987675903833,0.394982285735713,0.362768501938203,1990,est,
1989-10-28,whi_whi,0.539651784006294,-0.616831191858202,0.547742311540202,0.562305261101236,1990,est,
1989-10-29,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-29,whi_int,0.39174607472215,-1.01403634983185,0.392959653852236,0.361447049107665,1990,est,
1989-10-29,whi_whi,0.539651784006294,-0.616831191858202,0.543697047773248,0.554754102069589,1990,est,
1989-10-30,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-30,whi_int,0.39174607472215,-1.01403634983185,0.391139285157107,0.362107775522934,1990,est,
1989-10-30,whi_whi,0.539651784006294,-0.616831191858202,0.539651784006294,0.550978522553765,1990,est,
1989-10-31,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-10-31,whi_int,0.393161917040584,-1.00826337446026,0.391341548345455,0.363759591561107,1990,est,
1989-10-31,whi_whi,0.539651784006294,-0.616831191858202,0.539651784006294,0.549090732795853,1990,est,
1989-11-01,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-01,whi_int,0.417231236453959,-0.9440466152922,0.394982285735713,0.367299197357192,1990,est,
1989-11-01,whi_whi,0.567968630374971,-0.565689089999199,0.543697047773248,0.550034627674809,1990,est,
1989-11-02,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-02,whi_int,0.538993675839272,-0.745318890925416,0.416219920512221,0.37503913536463,1990,est,
1989-11-02,whi_whi,0.79450340132439,-0.230038011926563,0.580104421675833,0.558529681585412,1990,est,
1989-11-03,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-03,whi_int,0.666419484498322,-0.606212031227117,0.455661242240021,0.386885016095527,1990,est,
1989-11-03,whi_whi,1.04935501864249,0.0481757074700369,0.652919169481003,0.575519789406619,1990,est,
1989-11-04,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-04,whi_int,0.708894754051337,-0.567289574818416,0.501170459618253,0.40009954440091,1990,est,
1989-11-04,whi_whi,1.13430555774852,0.126020620287438,0.737869708587035,0.595341581864693,1990,est,
1989-11-05,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-05,whi_int,0.793845293157371,-0.460873478862889,0.558613205108999,0.415579420415787,1990,est,
1989-11-05,whi_whi,1.27588978959191,0.243643809399162,0.843046566527837,0.618938953838591,1990,est,
1989-11-06,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-06,whi_int,0.779686869973031,-0.472095374334586,0.614033318716267,0.429832233088021,1990,est,
1989-11-06,whi_whi,1.24757294322323,0.221200018455769,0.944178160701684,0.640648536054577,1990,est,
1989-11-07,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-07,whi_int,0.751370023604352,-0.531179426916455,0.665205905368234,0.443707487808673,1990,est,
1989-11-07,whi_whi,1.21925609685455,0.19824091609136,1.04126449110858,0.662358118270563,1990,est,
1989-11-08,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-08,whi_int,0.751370023604352,-0.531179426916455,0.712940017818291,0.457441158297482,1990,est,
1989-11-08,whi_whi,1.21925609685455,0.19824091609136,1.13430555774852,0.684067700486549,1990,est,
1989-11-09,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-09,whi_int,0.751370023604352,-0.531179426916455,0.743279496070445,0.471505191993924,1990,est,
1989-11-09,whi_whi,1.21925609685455,0.19824091609136,1.19498451425283,0.70672117758149,1990,est,
1989-11-10,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-10,whi_int,0.725884861872544,-0.683735560609271,0.751774549981046,0.484625330811412,1990,est,
1989-11-10,whi_whi,1.24757294322323,0.221200018455769,1.2233013606215,0.730318549555388,1990,est,
1989-11-11,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-11,whi_int,0.792429450838936,-0.906208140260769,0.763708078093561,0.499869233106549,1990,est,
1989-11-11,whi_whi,1.47410771417265,0.388052867198062,1.27184452582495,0.761467080560933,1990,est,
1989-11-12,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-12,whi_int,0.800924504749535,-0.950638526659002,0.764719394035298,0.515443498609322,1990,est,
1989-11-12,whi_whi,1.50242456054132,0.407080176876397,1.30420663596058,0.793559506445434,1990,est,
1989-11-13,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-13,whi_int,0.815082927933876,-0.941302516240567,0.769775973743991,0.531489711551573,1990,est,
1989-11-13,whi_whi,1.53074140691,0.425752197713266,1.34465927363012,0.826595827208891,1990,est,
1989-11-14,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-14,whi_int,0.800924504749535,-0.950638526659002,0.776855185336162,0.546497640126972,1990,est,
1989-11-14,whi_whi,1.50242456054132,0.407080176876397,1.38511191129966,0.858688253093392,1990,est,
1989-11-15,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-15,whi_int,0.800924504749535,-0.950638526659002,0.783934396928331,0.560561673823415,1990,est,
1989-11-15,whi_whi,1.50242456054132,0.407080176876397,1.4255645489692,0.890780678977893,1990,est,
1989-11-16,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-16,whi_int,0.792429450838932,-1.04433649532269,0.789800029390415,0.574248149568275,1990,est,
1989-11-16,whi_whi,1.50242456054132,0.407080176876397,1.46601718663874,0.922873104862394,1990,est,
1989-11-17,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-17,whi_int,0.808003716341706,-1.01811349858023,0.801531294314582,0.588312183264718,1990,est,
1989-11-17,whi_whi,1.53074140691,0.425752197713266,1.50646982430828,0.955909425625851,1990,est,
1989-11-18,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-18,whi_int,0.800924504749535,-0.950638526659002,0.802744873444666,0.601621101057997,1990,est,
1989-11-18,whi_whi,1.50242456054132,0.407080176876397,1.51051508807523,0.987057956631396,1990,est,
1989-11-19,che_red,0.000212496296290445,-8.45658599897313,0.000212496296290445,0.000212496296290444,1990,est,
1989-11-19,whi_int,0.74429081201218,-0.98983000791428,0.794654345910761,0.612947839605469,1990,est,
