date,name,sta_id,year,month,prcp
2010-12-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,46
2010-12-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,5
2010-12-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,15
2010-12-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-12-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,12,0
2010-11-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,30
2010-11-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,5
2010-11-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,10
2010-11-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,94
2010-11-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,8
2010-11-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,3
2010-11-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-11-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,11,0
2010-10-31,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,5
2010-10-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,20
2010-10-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,41
2010-10-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,8
2010-10-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,3
2010-10-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,236
2010-10-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,15
2010-10-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-10-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,10,0
2010-09-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,53
2010-09-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,74
2010-09-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,3
2010-09-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,10
2010-09-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,48
2010-09-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,112
2010-09-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-09-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,9,0
2010-08-31,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,5
2010-08-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,3
2010-08-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,216
2010-08-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,51
2010-08-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-08-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,8,0
2010-07-31,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,8
2010-07-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,163
2010-07-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,419
2010-07-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,198
2010-07-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,183
2010-07-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,20
2010-07-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,28
2010-07-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-07-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,7,0
2010-06-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,206
2010-06-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,251
2010-06-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,89
2010-06-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,3
2010-06-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,193
2010-06-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,91
2010-06-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,15
2010-06-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,48
2010-06-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,8
2010-06-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,3
2010-06-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,5
2010-06-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-06-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,3
2010-06-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,23
2010-06-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,71
2010-06-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,5
2010-06-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,6,0
2010-05-31,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,8
2010-05-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,89
2010-05-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,13
2010-05-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,267
2010-05-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,10
2010-05-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,5
2010-05-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,61
2010-05-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,66
2010-05-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,122
2010-05-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,36
2010-05-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,5
2010-05-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,20
2010-05-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,13
2010-05-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-05-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,5,0
2010-04-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,363
2010-04-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,127
2010-04-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,3
2010-04-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,36
2010-04-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,18
2010-04-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,41
2010-04-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-04-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,4,0
2010-03-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,10
2010-03-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,109
2010-03-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,130
2010-03-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,25
2010-03-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-03-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,3,0
2010-02-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,3
2010-02-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,5
2010-02-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,18
2010-02-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,5
2010-02-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,56
2010-02-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,0
2010-02-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,2,15
2010-01-31,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-30,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-29,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-28,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-27,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,3
2010-01-26,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-25,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,5
2010-01-24,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-23,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,20
2010-01-22,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-21,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-20,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-19,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-18,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-17,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-16,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-15,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-14,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-13,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-12,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-11,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-10,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-09,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-08,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-07,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-06,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,51
2010-01-05,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-04,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-03,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-02,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2010-01-01,"COTTONWOOD 2 E, SD US",USC00391972,2010,1,0
2009-12-31,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-30,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-29,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-28,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-27,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,25
2009-12-26,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,94
2009-12-25,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,13
2009-12-24,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,36
2009-12-23,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-22,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-21,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-20,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-19,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-18,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-17,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-16,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-15,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-14,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,20
2009-12-13,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-12,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-11,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-10,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,0
2009-12-09,"COTTONWOOD 2 E, SD US",USC00391972,2009,12,43
